text_string,occurs_100k
hampton,0.03817
long island,0.03816
benin,0.03811
sabie,0.03802
urdu,0.03799
teheran,0.03794
randalls,0.03789
lake district,0.03779
seaford,0.03777
hills,0.03777
antonia,0.03776
fulham road,0.03774
new delhi,0.03766
izmir,0.03766
smyrna,0.0376
labrador,0.03752
russell square,0.0375
charing cross road,0.03746
lexington,0.0374
corinth,0.03734
dundonald,0.03732
merton,0.03728
pyrenees,0.03727
newlyn,0.03725
aix,0.03723
monaco,0.037
gravesend,0.037
palais royal,0.03695
stalingrad,0.03688
vallaton,0.03684
rotterdam,0.0367
tula,0.03667
detroit,0.03659
poland street,0.03646
douai,0.03644
westwood,0.03643
central park,0.0364
st james s square,0.03638
niagara,0.03637
summerhill,0.03623
doncaster,0.03619
louisiana,0.03603
white rabbit,0.03602
south hill,0.03602
oxfordshire,0.03602
tasmania,0.036
belford,0.03595
mogadiscio,0.03595
renton,0.03587
ravenna,0.03586
pa,0.03585
abbeville,0.03577
merkland,0.03575
whistler,0.03574
gower street,0.03569
holland park,0.03567
belmour,0.03567
midland,0.03566
berkshire,0.03565
downton,0.03563
vicarage,0.03553
indonesia,0.03539
north wales,0.03538
southport,0.03528
honfleur,0.03524
zaidee,0.03518
south london,0.0351
kolya,0.03508
matilda,0.035
balbec,0.03497
south of france,0.03494
grey,0.03492
st andrews,0.0348
philippines,0.03474
riga,0.03473
belize,0.03472
broadlands,0.03464
netherlands,0.03452
southwark,0.03451
sorrento,0.03446
hermia,0.03444
tiber,0.03433
capitol,0.03432
nuremberg,0.03432
granada,0.0343
blois,0.0343
martinique,0.03428
lombard street,0.03424
stamford,0.03423
nabu,0.03422
assisi,0.03409
serbia,0.034
u s ,0.03397
ibadan,0.03393
wigtown,0.03393
mesopotamia,0.03386
honoria,0.03386
bradford,0.03382
cadiz,0.03381
pau,0.03378
haifa,0.03377
angouleme,0.03371
edgware road,0.03369
ashfield,0.03368
avon,0.03366
basle,0.03363
charleston,0.03359
brompton,0.03353
tel aviv,0.03345
primrose hill,0.03336
victoria street,0.03333
dallas,0.03333
leipzig,0.03329
cardington,0.03325
ellesmere,0.03324
weimar,0.03318
oakwood,0.03317
west country,0.03315
downham hall,0.03312
acropolis,0.03312
national gallery,0.0331
novara,0.03309
guernsey,0.03306
carmel,0.03305
sunnyside,0.033
salem,0.03298
central africa,0.03295
alsace,0.03293
lynham,0.03293
sablin,0.0329
balkans,0.03282
oakstone,0.03275
springfield,0.03274
norland,0.0327
athen,0.03269
harrogate,0.0326
wiesbaden,0.03254
dumfries,0.03246
carlotta,0.03238
vogue,0.03232
canton,0.03227
cana,0.03225
bedford square,0.03225
berne,0.03224
browndown,0.03217
connecticut,0.0321
tarquinia,0.03208
baden baden,0.03207
corfu,0.03205
hawaii,0.03201
netherfield,0.032
ditchley,0.032
bellingham,0.03196
vauxhall bridge road,0.03191
woodston,0.03183
lombardy,0.03183
south audley street,0.0318
pennsylvania,0.03179
tangier,0.03171
richmond park,0.0317
juba,0.03168
calabar,0.03167
worthing,0.03164
apennines,0.0316
hofburg,0.0316
rio de janeiro,0.03156
kabaka,0.03155
hartfield,0.0314
colombia,0.03127
dunkirk,0.03119
onya,0.03116
brindisi,0.03112
klosterheim,0.03109
san pietro,0.03107
camelot,0.03104
st petersburgh,0.03096
quebec,0.03096
bedford street,0.03091
missouri,0.0309
cheshunt,0.03086
beldia,0.03081
south wales,0.03081
sidney,0.0308
guinea,0.03079
aleppo,0.03077
youghal,0.03075
albania,0.03071
pimlico,0.03068
eastham,0.03059
glenfern,0.03054
lesotho,0.03049
athlone,0.03045
rosetta,0.03037
fiordelisa,0.03029
lancaster gate,0.03026
dominica,0.03025
rhone,0.03023
mersham,0.03013
orenburg,0.03011
eastern europe,0.0301
bangalore,0.0301
maidenhead,0.0301
leicestershire,0.03008
tonga,0.03006
orson,0.03003
euston,0.02995
hamilton,0.02993
haiti,0.02992
westminster bridge,0.02991
kut,0.02988
donegal,0.02984
deauville,0.02981
beverly,0.0298
rhodesia,0.02978
clarinda,0.02976
eome,0.02971
seattle,0.02971
st martin s lane,0.0297
mexico city,0.02968
kuwait,0.02962
montparnasse,0.02953
ilfracombe,0.02953
faulconbridge,0.02953
valetta,0.0295
albemarle street,0.02948
dinant,0.02945
east anglia,0.02939
judea,0.02938
lilias,0.02931
harlem,0.02928
sylvia,0.02928
bonn,0.02926
santa claus,0.02926
bordighera,0.02922
derwent,0.02922
broome,0.02922
norwood,0.02917
milby,0.02916
northampton,0.02912
ashford,0.02908
kenilworth,0.02894
toledo,0.02893
lilliesleaf,0.02893
eugenia,0.02885
oak hill,0.02885
kashmir,0.02876
languedoc,0.02875
egremont,0.02874
sardinia,0.02873
greenham,0.02865
grenoble,0.02864
lunnon,0.02862
west kensington,0.02859
burnham,0.02859
clifton,0.02855
frejus,0.02849
calantha,0.02846
new forest,0.02844
bloemfontein,0.02838
malaya,0.02827
queen street,0.02827
east africa,0.02824
vermont,0.0282
tunbridge wells,0.02815
methwold,0.02815
st martin,0.02814
burgundy,0.02811
lotte,0.02811
kentish town,0.02807
talleyrand,0.02807
scandinavia,0.02804
derry,0.02803
wakefield,0.02799
camden,0.0279
lovegrove,0.02789
madagascar,0.02785
earlston,0.02783
jagua,0.02777
woodstock,0.02776
melcombe,0.02775
san joaquin,0.02774
moresby,0.02772
dauphin,0.02771
milsons point,0.02767
frankfort,0.02766
harwich,0.02765
bangladesh,0.02764
grosvenor place,0.02763
salzburg,0.02761
mansion house,0.02759
leamington,0.02757
liege,0.02754
alfred street,0.02754
guadeloupe,0.02753
my garden,0.02753
wendover,0.02743
hereford,0.0274
poland road,0.02732
walderford,0.0273
santa barbara,0.0273
casterbridge,0.02729
isfahan,0.02724
adele,0.02721
grenada,0.0272
hyderabad,0.02719
garden of eden,0.02717
cambridgeshire,0.02715
st john s wood,0.02712
suriname,0.02709
cherbourg,0.02709
fanny,0.02708
boulevard,0.02707
gretna green,0.02707
south street,0.02703
gloria,0.02703
chantilly,0.02698
vistula,0.02693
chancery lane,0.02692
roumania,0.02688
rio,0.02687
hanoi,0.02683
drury lane,0.02679
montoni,0.02679
rutland,0.02677
basingstoke,0.02676
hampstead heath,0.02676
mombasa,0.02673
purley,0.0267
grosvenor street,0.02666
philly,0.02666
east london,0.02662
noumea,0.02656
strindberg,0.02656
sorbonne,0.02647
pekin,0.02645
bleddyn,0.02643
punjab,0.02642
stuttgart,0.02639
euphrates,0.02631
mukund,0.0263
eusebius,0.02622
kasbah,0.02617
honiton,0.02616
raleigh,0.0261
barchester,0.02605
meuse,0.02604
brook,0.02603
thornfield hall,0.02597
tehran,0.02597
barton park,0.02596
aden,0.02593
grange lane,0.02592
liverpool street,0.02589
south seas,0.02589
rostov,0.02587
kentucky,0.02585
lakshmi,0.02583
lucknow,0.02578
pohja,0.02578
zanzibar,0.02575
mauritius,0.02573
kisumu,0.02572
maui,0.02572
st fort,0.02569
piedmont,0.02568
yalta,0.02566
ashbank,0.02566
aylesbury,0.02561
willesden,0.02559
windsor castle,0.02557
jaffa,0.02557
krakow,0.02556
borneo,0.02555
holmwood,0.02553
tripoli,0.02545
cincinnati,0.02541
bucharest,0.02537
samara,0.02531
chianti,0.02528
hamworth,0.02527
st pancras,0.02525
ebury street,0.02525
corydon,0.02524
khonsu,0.02518
samoa,0.02515
st ,0.02514
guatemala,0.02514
hatton,0.02513
elbe,0.02507
bella,0.02504
deptford,0.0249
narka,0.02484
lemira,0.02484
california los angeles,0.02484
mozambique,0.02483
thessaly,0.02482
central america,0.0248
phoebe,0.0248
sudan,0.02479
salamanca,0.02476
mansfield park,0.02475
kremlin,0.02471
staplehurst,0.0247
soho square,0.0247
tobago,0.02465
hatton garden,0.0246
gascony,0.02445
s s ,0.02435
town,0.02432
