htid,author,title,year,authgender,female_category,gb_fraction
nyp.33433075762231,"Smith, Annie S. Swan,",Thomas Dryburgh's dream;,1895,f,high_female,0.2477064220183486
uc1.b3865739,"White, T. H. (Terence Hanbury),","Mistress Masham's repose, | $c: by T.H. White.",1966,m,high_female,0.2476190476190476
umn.31951002090141p,"Ward-Jackson, C. H.",No bombs at all : | some short stories of the Royal air force / | $c: with wood engravings by Biro.,1944,u,,0.2475247524752475
mdp.39076002869191,"Salibian-Best, Marie.",Antaram / | $c: by Marie Salibian-Best.,2005,f,mixed,0.2475247524752475
njp.32101072858234,,Weird tales,1888,u,,0.2475247524752475
nyp.33433034410716,"Praed, Campbell,",Policy and passion,1881,f,,0.2474576271186441
inu.39000002347131,"Gore,",The birthright and other tales,1844,f,,0.2473684210526316
njp.32101067178556,"Trollope, Frances Milton,","Second love, or, Beauty and intellect",1851,f,,0.2473118279569893
uiuo.ark:/13960/t8cg0c92s,"Pirkis, Catherine Louisa,",A red sister,1891,f,high_female,0.2473118279569892
mdp.39015048403920,"Campbell, Patrick,",The Campbell companion : | the best of Patrick Campbell / | $c: edited and introduced by Ulick O'Connor.,1987,m,mixed,0.2473118279569892
mdp.39015004721869,"De Morgan, Mary A","The necklace of Princess Fiorimonde and other stories; | being the complete fairy tales. | $c: With original illus. by William De Morgan, Walter Crane [and] Olive Cockerell. Introduced by Roger Lancelyn Green.",1963,f,,0.2471910112359551
njp.32101074206598,"Hargrave, John,",At Suvla Bay;,1916,m,,0.247191011235955
hvd.hwkd37,"Hook, Theodore Edward,",Precepts and practice,1840,m,,0.2470588235294118
nyp.33433022469625,"Wood, Henry,",Trevlyn hold,1885,f,,0.2470588235294118
inu.30000110556754,"Lambert, Charles,",Little monsters / | $c: Charles Lambert.,2008,m,high_female,0.2470588235294117
uc1.32106005323297,"Moorcock, Michael,",The entropy tango : | a comic romance / | $c: Michael Moorcock ; pictures by Romain Slocombe ; lyrics by Michael Moorcock.,1981,m,,0.2470588235294117
mdp.39015031305611,"Strathern, Paul,",One man's war.,1973,m,high_male,0.2470588235294117
uiuo.ark:/13960/t6rx9ww0d,"Palgrave, William Gifford,",Hermann Agha,1872,m,high_male,0.2469135802469136
nyp.33433074850706,"Harrison, J. E.",The Kara Yerta tragedy,1889,f,,0.2469135802469135
uc1.b4097210,"Chesterton, G. K. (Gilbert Keith),",The secret of Father Brown / | $c: by G.K. Chesterton.,1927,m,high_male,0.2469135802469135
uiuo.ark:/13960/t89g6700s,"Nunn, Lorenzo N.,",The militia major,1852,f,mixed,0.2469135802469135
uiuo.ark:/13960/t0pr8dk1p,"Russell, William Clark,",The Golden Hope,1887,m,,0.2467532467532467
uc1.b3472735,"Gallacher, Tom.",Journeyman / | $c: by Tom Gallacher.,1984,m,high_male,0.2466960352422907
inu.30000009170220,"Jolley, Elizabeth,",Cabin fever / | $c: Elizabeth Jolley.,1991,f,high_female,0.2465753424657534
uc1.$b87098,"Charques, Dorothy.",Men like shadows.,1952,f,high_male,0.2464985994397759
uc1.$b267821,"Borden, Mary.","The technique of marriage, | $c: by Mary Borden.",1933,f,,0.246376811594203
uiuo.ark:/13960/t6tx3xk23,"Marryat, Frederick,",Peter Simple,1837,m,,0.2463768115942029
uc1.$b808630,"Kilpatrick, Florence A. (Florence Antoinette),","White man, black man, | $c: by Florence A. Kilpatrick.",1935,f,,0.2463768115942029
mdp.39015048891199,"Sargeson, Frank.","Man of England now, | with I for one ...and A game of hide and seek.",1972,m,mixed,0.2462686567164179
inu.39000004024761,"Defoe, Daniel,","The history of the most remarkable life and extraordinary adventures of the truly honourable Colonel Jacque, vulgarly call'd Colonel Jack ... / | $c: written by the author of Robinson Crusoe.",1981,m,high_male,0.2462203023758098
uc2.ark:/13960/t4xg9gw1f,"Henningsen, C. F.",The white slave;,1845,u,high_male,0.2461538461538461
njp.32101068163730,,"Father John, or, Cromwell in Ireland",1842,u,mixed,0.2461059190031153
uiuo.ark:/13960/t54f2cc9g,"Hope, Anthony,",The god in the car,1894,m,,0.2460063897763578
njp.32101066120070,"Boswell, Thomas Alexander.",Recollections of a pedestrian,1826,m,mixed,0.2459312839059675
uc2.ark:/13960/t0cv4dm0c,"Cripps, Arthur Shearly,",Faerylands forlorn;,1910,m,high_male,0.2459016393442622
uiuo.ark:/13960/t9j394d6m,,"Eva Desmond, or, Mutation",1858,u,high_female,0.2459016393442622
uiuo.ark:/13960/t6pz5jt8f,,The Davenels;,1829,u,high_female,0.2459016393442622
uiuo.ark:/13960/t25b0fr50,"Cunningham, H. S.",Chronicles of Dustypore;,1875,m,high_female,0.2459016393442622
mdp.39015073484308,"Henty, G. A.",Orange and green,1888,m,high_male,0.2457627118644067
nyp.33433074913264,"Hervey, Elizabeth,",The Mourtray family,1800,f,high_female,0.2457627118644067
uc1.b3127427,"Disraeli, Benjamin,",Novels and tales by the Earl of Beaconsfield,1881,m,mixed,0.2456140350877193
uiuo.ark:/13960/t7fr0jc3b,"Trollope, Frances Milton,",The Robertses on their travels,1846,f,high_female,0.2455089820359281
mdp.39015053113166,"Clarke, Lindsay.",Parzival and the stone from heaven : | a grail romance retold for our time / | $c: Lindsay Clarke.,2001,u,,0.2454545454545455
uc2.ark:/13960/t46q2204h,"Walston, Charles,",What may we read?,1911,m,high_female,0.2454545454545454
mdp.39015026114150,"Coryn, Marjorie,","The Chevalier d'Eon, 1728-1810, | $c: by M. Coryn.",1932,f,high_male,0.2454128440366971
inu.32000001298621,"Lytton, Edward Bulwer Lytton,",A strange story,1862,m,,0.2453703703703704
mdp.39015042002991,,Celtic fairy tales ; More Celtic fairy tales / | $c: selected and edited by Joseph Jacobs ; illustrated by John D. Batten.,1994,u,high_male,0.245360824742268
mdp.39015012440486,"Powys, Theodore Francis,","Bottle's path, and other stories, | $c: by T.F. Powys.",1946,m,,0.2452830188679245
mdp.39015017936876,"Logan, Owen.","Al Maghrib : | photographs from Morocco, 1983-1988 / | $c: Owen Logan ; with three stories by Paul Bowles ; preface by Alexander Hutchison.",1989,m,high_female,0.2452830188679245
uiuo.ark:/13960/t8v98sv32,"Merriman, Henry Seton,",With edged tools,1894,m,,0.2452830188679245
wu.89035590355,"Carling, Finn,",Under the evening sky / | $c: Finn Carling ; translated from the Norwegian and with a foreword by Louis A. Muinzer.,1990,u,high_male,0.2452830188679245
uc2.ark:/13960/t0ft8g581,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_male,0.2452830188679245
mdp.39015066185250,"Conrad, Joseph,",The works of Joseph Conrad.,1925,m,high_male,0.2451612903225806
mdp.39015013415826,"Croft-Cooke, Rupert,",Exiles.,1970,m,mixed,0.245136186770428
uiuo.ark:/13960/t99604q44,"Payn, James,",Walter's word;,1875,m,,0.2450980392156862
njp.32101064911975,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,high_male,0.2450592885375493
uiuo.ark:/13960/t11n8nh7x,,Miss Russell's hobby,1865,u,high_female,0.2448979591836735
inu.32000002543157,"Thirkell, Angela Mackail,",The Old Bank House / | $c: by Angela Thirkell.,1949,f,high_female,0.244776119402985
uc2.ark:/13960/t3fx78s5n,"Russell, Percy.",A journey to Lake Taupo and Australian and New Zealand tales and sketches,1889,m,mixed,0.2447418738049713
uc1.b4108130,"Congreve, William,",Incognita;,1922,m,,0.2446808510638299
mdp.39015063944089,"Molesworth,",'Grandmother dear';,1882,f,high_female,0.2446808510638298
njp.32101068574498,"Macaulay, Rose.",Abbots Verney,1906,f,,0.2446808510638298
mdp.39015059246754,"Jarrett-Macauley, Delia,","Moses, Citizen & me / | $c: Delia Jarrett-Macauley.",2005,f,mixed,0.2446351931330472
uiuo.ark:/13960/t9086sk6b,"Mallock, W. H.",The new republic;,1877,m,,0.244541484716157
mdp.39015030756558,"Longrigg, Roger,",The desperate criminals: | a fantasy.,1971,m,mixed,0.2444444444444445
uc2.ark:/13960/t81j9fh48,"Dearmer, Mabel (White),",Letters from a field hospital,1915,f,mixed,0.2444444444444445
mdp.39015013254670,"Storey, David,",A temporary life. -,1973,m,mixed,0.2444444444444444
uc1.$b302096,"Neagoe, Peter.",Easter sun / | $c: by Peter Neagoe.,1934,m,high_female,0.244360902255639
uc2.ark:/13960/t2b854322,"Symonds, Margaret,",A child of the Alps,1920,f,high_female,0.2443181818181818
uc1.$b244254,"Dunsany, Edward John Moreton Drax Plunkett, Baron,","The travel tales of Mr. Joseph Jorkens, | $c: by Lord Dunsany.",1931,m,high_male,0.2442748091603054
uiuo.ark:/13960/t69313d1r,"Alford, Elizabeth M.",Netherton-on-Sea,1869,f,,0.2442748091603054
nyp.33433067345771,"Eliot, George,",Daniel Deronda,1876,f,,0.2442748091603054
njp.32101064908955,"Stradling, Matthew,","The misadventures of Mr. Catlyne, Q.C",1873,m,,0.2442748091603052
mdp.39015030708054,"O'Flaherty, Liam,","The puritan, | $c: by Liam O'Flaherty.",1932,m,mixed,0.2441860465116279
uc2.ark:/13960/t3tt4h93j,"Scott, Jane Jobson,",The skeleton in the cupboard,1860,f,,0.2441860465116279
uiuo.ark:/13960/t9668v17d,"[Gore,",Pin money;,1831,f,high_female,0.2439862542955326
mdp.39015080879938,"Stock, Jon.",Dead spy running / | $c: Jon Stock.,2009,m,,0.2439281942977824
nyp.33433074919436,"Ainsworth, William Harrison,",John Law,1864,m,mixed,0.2439024390243903
uiuo.ark:/13960/t4jm2m046,"Croker, B. M.",Mr. Jervis,1894,f,,0.2439024390243902
uc1.$b174765,"Reyburn, Wallace.","Rehearsal for invasion ; | an eyewitness story of the Dieppe raid, | $c: by Wallace Reyburn.",1943,m,high_male,0.2438271604938271
uc1.$b56210,"Penton, Brian Con,","Giant's stride, | $c: a novel by Brian Penton ...",1936,m,mixed,0.2438162544169611
uc2.ark:/13960/t7wm1925d,"Hyatt, Stanley Portal,",The way of the Cardines,1913,m,,0.2437810945273631
njp.32101064790858,"Smythies, Gordon,","Cousin Geoffrey, the old bachelor",1840,f,,0.24375
mdp.39015057606413,"Lessing, Doris May,",The grandmothers / | $c: Doris Lessing.,2003,f,,0.2437275985663081
uc1.$b242978,"Hanley, James,",Winter song.,1950,m,,0.2436974789915966
uiuo.ark:/13960/t4xh05m31,"O'Keeffe, Adelaide,",Dudley,1819,f,mixed,0.2436708860759493
mdp.39015034015555,"Birch, Carol,",Songs of the west / | $c: Carol Birch.,1994,f,,0.2436548223350254
uc2.ark:/13960/t1ng4jm4x,"Cripps, Arthur Shearly,",Cinderella in the South;,1918,m,high_male,0.2436363636363636
mdp.39015004200997,"Shelley, Mary Wollstonecraft,",Frankenstein,1891,f,,0.2435897435897436
njp.32101066714195,"Boldrewood, Rolf,",Nevermore,1892,m,,0.2434640522875817
uiuo.ark:/13960/t4xh05m7z,"Oliphant,",Innocent,1873,f,high_female,0.2434210526315789
uiuo.ark:/13960/t6h13cr9b,"Duffield, Alexander James.",Masston,1877,m,mixed,0.2432432432432432
mdp.39015018633225,"Peri Rossi, Cristina,",The ship of fools : | a novel / | $c: by Cristina Peri Rossi ; translated from the Spanish by Psiche Hughes.,1989,f,,0.2432432432432432
mdp.39015064543104,"Volkmann, Richard von,",Fantastic stories,1874,m,high_male,0.2432432432432432
uc1.$b244775,"Strong, L. A. G. (Leonard Alfred George),",Travellers : | thirty-one selected short stories / | $c: by L. A. G. Strong ; with a preface by Frank Swinnerton.,1946,m,,0.2432432432432432
njp.32101066597426,"Baring-Gould, S.",Arminell,1890,m,,0.2432432432432432
nyp.33433074824420,"Baugh, May Elizabeth.",Her fortune her misfortune,1898,f,,0.2432432432432432
mdp.39015063974300,"White, Richard Grant,",Mr. Washington Adams in England,1883,m,,0.2432432432432432
inu.30000082355367,"Faqīh, Aḥmad Ibrāhīm.","Charles, Diana and me and other stories / | $c: Ahmed Fagih ; translated from the Arabic.",2000,u,,0.2432432432432432
mdp.39015034207178,"Leitch, Maurice,",Gilchrist : | a novel / | $c: Maurice Leitch.,1994,m,high_male,0.2430555555555556
mdp.39015001032583,"Slaughter, Carolyn.",Dreams of the Kalahari / | $c: Carolyn Slaughter.,1981,f,high_female,0.2430278884462151
uc1.b4948680,"Allbeury, Ted.",The girl from Addis / | $c: Ted Allbeury.,1984,m,high_male,0.2429378531073445
uc1.b4974542,"Molteno, Marion.",A language in common / | $c: Marion Molteno.,1987,u,high_female,0.242798353909465
mdp.39015055858941,"Stock, Francine",Man-made fibre / | $c: Francine Stock,2002,f,,0.2427745664739884
uiuo.ark:/13960/t6g16kb2w,"Pardoe,",A life-struggle,1859,f,,0.2427745664739884
uc1.b4948945,"Maitland, Sara,",Virgin territory / | $c: Sara Maitland.,1984,f,high_female,0.2427184466019417
inu.32000002629766,"Grant, James,",Did she love him?,1876,m,mixed,0.2426035502958579
uc1.$b322712,"Benson, Stella,",Tobit transplanted / | $c: by Stella Benson.,1931,f,,0.2425
mdp.39015058212179,,The body in the library : | a literary anthology of modern medicine / | $c: edited by Iain Bamforth.,2003,u,,0.2424849699398797
uiuo.ark:/13960/t0ks6zb9p,"Banim, John,",Father Connell,1842,m,mixed,0.2424242424242424
uc2.ark:/13960/t53f4nm20,"Swan, Annie S.,",Thankful rest,1899,f,high_female,0.2424242424242424
mdp.39015030945557,"Appiah, Peggy.",A smell of onions / | $c: Peggy Appiah.,1979,f,,0.2424242424242423
uc2.ark:/13960/t54f1sh9v,"Gray, Maxwell,",The last sentence,1893,f,,0.2424242424242423
mdp.39015059978679,"Gay, Jackie.",Wist / | $c: Jackie Gay.,2003,u,mixed,0.2423625254582485
mdp.39015054095610,"Bradbury, Malcolm,",Stepping westward; | a novel.,1965,m,,0.2423146473779385
nyp.33433075766331,"Perrin, Alice,",The waters of destruction,1905,f,,0.2422680412371134
nyp.33433074870175,"Hood, Thomas,",Tylney Hall,1834,m,,0.2421874999999999
uiuo.ark:/13960/t9w099z3g,"Ainsworth, William Harrison,",The Spanish match,1865,m,high_male,0.242152466367713
mdp.39015016735337,,The Library of romance;,1837,u,mixed,0.2421052631578947
mdp.39015079326008,"Barker, Dennis,",The clients of Miss May / | $c: Dennis Barker.,2008,m,mixed,0.2420634920634921
mdp.39015031442786,"Rawson, Geoffrey.",The strange case of Mary Bryant / | $c: by Geoffrey Rawson.,1938,m,mixed,0.2420289855072463
mdp.39015052653873,"Kat, Otto de,",The figure in the distance / | $c: Otto de Kat ; translated from the Dutch by Arnold and Erica Pomerans.,1998,m,high_male,0.2419354838709677
uc1.32106006539883,,Saturday night reader / | $c: edited by Emma Tennant.,1979,u,mixed,0.2419354838709677
uiuo.ark:/13960/t23b6jq3g,"Kelty, Mary Ann,",Osmond,1822,f,,0.2419354838709677
uiuo.ark:/13960/t9j39b076,"Needell, J. H.,","Lucia, Hugh, and another",1884,f,,0.2419354838709677
uiuo.ark:/13960/t07w6wp8s,,"Life's masquerade, a novel",1867,u,high_male,0.241830065359477
dul1.ark:/13960/t1tf0gj5c,"Gubbins, Herbert.",The elixir of life,1914,m,mixed,0.2418032786885245
uc1.b4948342,"Harwood, Ronald,",One. interior. day. : | adventures in the film trade / | $c: Ronald Harwood.,1978,m,,0.2418032786885245
uiuo.ark:/13960/t8df73m5k,"Dixie, Florence,",Redeemed in blood,1889,f,,0.2417582417582418
njp.32101063605602,"Chamier, Frederick,",The perils of beauty,1843,m,high_female,0.2417582417582417
mdp.39015065957253,"Yonge, Charlotte M.","Magnum bonum, or Mother Carey's brood",1879,f,,0.2417218543046357
njp.32101066164813,"Blackwood, Algernon,",Pan's garden;,1919,m,mixed,0.2417061611374407
uiuo.ark:/13960/t7kp8kh34,"Kavanagh, Julia,",Dora,1868,f,high_female,0.2417061611374407
mdp.39015064952305,"Alvarez, Maria,","Mirror, mirror / | $c: Maria Alvarez.",2007,f,high_female,0.2416666666666667
uiuo.ark:/13960/t8cg07c40,"Roosevelt, Blanche,",The copper queen,1886,f,high_female,0.2416666666666666
mdp.39015064875746,,"So, what kept you? : | new stories inspired by Anton Chekhov and Raymond Carver / | $c: edited by Claire Malcolm and Margaret Wilkinson ; foreword by Tess Gallagher.",2006,u,high_female,0.241635687732342
uc2.ark:/13960/t8jd4zv1w,"Martin, Frederick Townsend,",Things I remember,1913,m,,0.2416302765647744
uc2.ark:/13960/t6vx0c40v,"Howitt, William,","Tallangetta, the squatter's home",1857,m,,0.2416107382550336
mdp.39015000630882,"Lawrence, D. H. (David Herbert),",Works.,1954,m,,0.2416107382550335
mdp.39076001099618,"Lewis, Wyndham,",The human age. | $c: Illus. by Michael Ayrton.,1955,m,high_male,0.2415902140672782
hvd.hwkdbr,"Johnstone, C. I.",Clan-Albin,1815,f,,0.2415730337078652
mdp.39015007047379,"Grahame, Kenneth,",Dream days,1899,m,,0.2413793103448276
mdp.39015069342908,,"The Hashish club: | an anthology of drug literature / | $c: edited by Peter Haining, preface by Brian W. Aldiss.",1975,u,high_male,0.2413793103448276
mdp.39015050470510,"Fine, Anne,",All bones and lies / | $c: Anne Fine.,2001,f,,0.2413793103448276
mdp.39015048708005,"Caute, David.",The occupation: | a novel.,1971,m,,0.2413793103448276
njp.32101064919044,"Craik, Georgiana M.",Patience Holt,1891,f,,0.2413793103448275
nyp.33433074872031,"Howell, W. May,",Reminiscences of Australia,1869,f,high_female,0.2413793103448275
uc1.32106018732948,,"Croatian nights : | a festival of alternative literature / | $c: edited by Borivoj Radakovic, Matt Thorne and Tony White ; translation by Celia Hawkesworth",2005,u,,0.2412698412698412
uc1.b3327592,"Porter, Anna Maria,",Honor O'Hara,1826,f,,0.2411764705882352
uc1.$b250312,"Lewis, D. B. Wyndham (Dominic Bevan Wyndham),","The nonsensibus, | $c: driven by D. B. Wyndham Lewis.",1936,m,,0.2411347517730495
mdp.39015073478862,"Henty, G. A.",By sheer pluck,1884,m,high_male,0.2411214953271027
mdp.39015011710756,"Marcus, David.",Tears of the shamrock: | an anthology of contemporary short stories on the theme of Ireland's struggle for nationhood; | $c: edited and introduced by David Marcus. -,1972,m,high_male,0.2410714285714286
mdp.39015063623832,"Priestman, Edmund Yerbury,",With a B.-P. scout in Gallipoli;,1917,m,high_male,0.2410714285714285
mdp.39015003349779,"Engel, Marian.",One way street : | a novel / | $c: by Marian Engel.,1975,f,,0.2409972299168975
uiuo.ark:/13960/t87h24g20,"Maughan, Janet.",The co-heiress,1866,f,high_female,0.2409638554216867
uc2.ark:/13960/t2m61fd42,"Barry, William Francis,",The two standards,1898,m,high_female,0.2409420289855072
nyp.33433075769681,"Porter, Jane,","Duke Christian of Luneburg, or, Tradition from the Hartz",1824,f,mixed,0.2409326424870466
uiuo.ark:/13960/t07w71k2k,"Strauss, G. L. M.",The old ledger,1865,u,,0.2409090909090908
njp.32101066459999,"Grand, Sarah.",The heavenly twins,1893,f,high_female,0.2408759124087591
mdp.39015063556255,"Opie, Amelia Alderson,",New tales,1818,f,,0.2408759124087591
uc2.ark:/13960/t4hm56v0b,"Ballantyne, R. M.",The pioneers,1872,m,high_male,0.240875912408759
inu.32000000353864,"Maugham, W. Somerset (William Somerset),",The complete short stories of W. Somerset Maugham.,1952,m,mixed,0.240766073871409
wu.89100091537,"McDougall, Grace.",Nursing adventures;,1917,f,high_male,0.2407407407407407
mdp.39015032835194,"Forbes, Bryan,",The twisted playground / | $c: Bryan Forbes.,1993,m,mixed,0.2407407407407407
uiuo.ark:/13960/t09w0s33v,"Broughton, Rhoda,"," Good-bye, Sweetheart!",1872,f,high_female,0.2407407407407407
mdp.39015030948015,"Boldrewood, Rolf,",The squatter's dream,1890,m,high_male,0.2405566600397614
umn.31951002009585y,"Maugham, W. Somerset (William Somerset),",The complete short stories of W. Somerset Maugham.,1952,m,mixed,0.2405405405405404
uiuo.ark:/13960/t2k64rc26,Blue Tunic,From the peasantry to the peerage,1860,u,,0.2405063291139241
mdp.39015059231251,"Chaplin, Sid.",The day of the sardine / | $c: Sid Chaplin ; foreword by Alan Plater.,2004,m,mixed,0.2403846153846155
mdp.39015069332529,"Pryce, Malcolm.",Don't cry for me Aberystwyth / | $c: Malcolm Pryce.,2007,m,,0.2403846153846154
mdp.39015000609738,"Spark, Muriel.",Robinson : | a novel / | $c: by Muriel Spark.,1958,f,high_male,0.2403846153846154
uc1.b4080007,"Bates, H. E. (Herbert Ernest),","The greatest people in the world, | and other stories, | $c: by Flyng officer ""X.""",1942,m,high_male,0.2403846153846153
mdp.39015004058239,"Murdoch, Iris.",The philosopher's pupil / | $c: Iris Murdoch.,1983,f,,0.2403669724770642
mdp.39076005056150,"Fleming, Ian,",On Her Majesty's secret service.,1963,m,high_male,0.2402088772845953
uiuo.ark:/13960/t3tt55r9h,"Montgomery, Fanny Charlotte Wyndham,",The Bucklyn Shaig,1865,f,,0.2401960784313725
uiuo.ark:/13960/t5h99q32b,"Hunter, P. Hay",My ducats and my daughter,1884,m,,0.2401847575057737
uc1.b5015632,"Lucas, F. L. (Frank Laurence),","The woman clothed with the sun, and other stories / | $c: by F.L. Lucas.",1937,m,mixed,0.2401812688821752
uiuo.ark:/13960/t3jw91n0w,"Wallace, Ellen.",The clandestine marriage,1840,f,high_female,0.2400000000000001
uc1.$b787095,"March, Richard.","The darkening meridian, | $c: by Richard March.",1945,m,high_male,0.24
inu.39000005925479,"Amadu, Malum.",Amadu's bundle: Fulani tales of love and djinns; | $c: collected by Gulla Kell and translated into English by Ronald Moody. -,1972,u,high_male,0.24
uc1.$b299928,"Burke, Fielding,","Call home the heart, | a novel | $c: by Fielding Burke [pseud.]",1932,u,mixed,0.24
coo.31924003623588,"Crowder, Dorothy Elizabeth.",The flying nation. | $c: Illustrated by Helen Haywood.,1952,f,high_female,0.24
nyp.33433061774398,"Lane, Amelia.",The fortress,1840,f,mixed,0.24
mdp.39015011254656,"Egbuna, Obi B.","Daughters of the sun, | and other stories | $c: [by] Obi Egbuna.",1970,u,,0.24
mdp.39015080897195,"Catton, Eleanor,",The rehearsal / | $c: by Eleanor Catton.,2009,f,,0.2399999999999999
dul1.ark:/13960/t3320mn63,"Middleton, John B.",The God of this world,1905,m,,0.2399999999999999
uc2.ark:/13960/t7dr2tf8d,"Bairnsfather, Bruce,",Bullets & billets,1916,m,high_male,0.2399999999999999
mdp.39076005077875,"Maugham, W. Somerset (William Somerset),",Complete short stories.,1951,m,mixed,0.2398921832884097
nyp.33433076039340,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1883,m,,0.2398523985239852
mdp.39015007057113,"White, Patrick,",The Twyborn affair : | a novel / | $c: by Patrick White.,1979,m,high_female,0.2397476340694006
njp.32101037977541,"Cuthbertson, Catherine.","Adelaide, or, The countercharm",1813,f,high_female,0.2397260273972602
mdp.39015008238647,Cuchulain.,The hound of Ulster. | $c: Retold by Rosemary Sutcliff. With drawings by Victor Ambrus.,1963,u,high_male,0.2396313364055299
nyp.33433074929443,"Brebner, Percy James,",Mr. Quixley of the Gate house,1904,m,mixed,0.2394366197183098
uc2.ark:/13960/t0dv1ff6m,"Le Fanu, Joseph Sheridan,",The tenants of Malory,1867,m,,0.2393162393162393
uiuo.ark:/13960/t9n30dj0b,"Monro, Theodore Russell.","Love lost, but honour won;",1878,m,,0.2392638036809816
mdp.39015070739381,"Weldon, Fay.",The spa decameron / | $c: Fay Weldon.,2007,f,high_female,0.2392156862745098
uiuo.ark:/13960/t0ns1cp9v,"Schlötel, A. E.",Who is Vera?,1888,f,mixed,0.2392156862745097
uc1.$b322705,"Benson, Stella,","Collected short stories, | $c: by Stella Benson.",1936,f,,0.2391304347826087
uiuo.ark:/13960/t18k7wh30,"Marryat, Florence,",The risen dead,1891,f,,0.2391304347826087
uiuo.ark:/13960/t6nz8pg31,Author of Cynthia.,Lemuel,1883,u,mixed,0.2391304347826086
mdp.39015003507715,"Maugham, W. Somerset (William Somerset),",Complete short stories.,1951,m,mixed,0.239071038251366
mdp.39015064001194,"Skelton, John,",Summers and winters at Balmawhapple;,1897,m,mixed,0.2389006342494714
uc1.b3324248,"Ouida,",Chandos,1898,f,high_male,0.2388451443569554
hvd.32044094087152,,"English life, or Manners at home",1825,u,high_female,0.2388059701492537
uc1.$b236293,"Clewes, Howard,",The unforgiven / | $c: Howard Clewes.,1947,m,,0.2388059701492537
mdp.39076002897051,"Mirijanyan, L. V. (Levon Vardani)",The shepherd of songs / | $c: Levon Miridjanian ; translated from the Armenian and edited by Mischa Kudian.,1983,m,high_male,0.2388059701492537
uiuo.ark:/13960/t7sn0px4q,"Marryat, Florence,",A broken blossom,1879,f,,0.2388059701492537
mdp.39015051323247,"Beaty, David.",The blood brothers / | $c: David Beaty.,1987,m,,0.2388059701492536
mdp.39015040179536,"Tinniswood, Peter.",Dolly's war / | $c: Peter Tinniswood.,1997,m,,0.2387387387387388
njp.32101064911900,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,,0.2386363636363636
mdp.39015062626455,"Shah, Ryhaan.",A silent life / : | $c: Ryhaan Shan.,2005,u,,0.2386363636363636
uc2.ark:/13960/t3fx7fk0m,"Faber, M. A.",Recollections of Indian life,1910,u,,0.2385321100917431
mdp.39015049549010,"Stamatēs, Alexēs.",The seventh elephant / | $c: Alexis Stamatis ; translated by David Connolly.,2000,u,,0.2384615384615385
uc1.b4934289,,The high book of the Grail : | a translation of the thirteenth century romance of Perlesvaus / | $c: Nigel Bryant.,1978,u,high_male,0.2384105960264901
mdp.39015056247078,"Deane, John F.,",Undertow / | $c: John F. Deane.,2002,m,,0.2383720930232558
uiuo.ark:/13960/t5x644h10,"Senior, Henry.",Charles Vernon;,1849,m,,0.238235294117647
hvd.hn6c1g,"Byron, George Gordon Byron,",The life of Lord Byron,1844,m,high_male,0.2382324687800192
inu.32000009149123,"Coppard, A. E.",Clorinda walks in heaven,1922,u,,0.2380952380952381
uc1.$b284294,"De la Mare, Walter,",The nap and other stories / | $c: by Walter de la Mare.,1936,m,,0.2380952380952381
uc2.ark:/13960/t4bn9z76k,"Conquest, Joan.",Leonie of the jungle,1921,f,high_female,0.2380952380952381
uc1.b3595548,"Moravia, Alberto,","Disobedience, | $c: [by Alberto Moravia [pseud.] Translated by Angus Davidson.",1950,m,high_male,0.238095238095238
mdp.39015060882308,,"Croatian nights : | a festival of alternative literature / | $c: edited by Borivoj Radakovic, Matt Thorne and Tony White ; translation by Celia Hawkesworth",2005,u,,0.238095238095238
uiug.30112041388510,"Delafield, E. M.,","The Bazalgettes, | a tale.",1935,f,high_female,0.238095238095238
uc1.$b302082,"Muir, Edwin,",The marionette / | $c: by Edwin Muir.,1927,m,high_male,0.238095238095238
mdp.39015031238671,"Hanley, James,",Between the tides. | $c: With decorations by Timothy Hanley.,1939,m,high_male,0.238095238095238
nyp.33433074911029,"Murray, Charles Augustus,",The prairie-bird,1844,m,,0.2380136986301368
uiuo.ark:/13960/t2x352f66,"Chamier, Frederick,",Count Königsmark,1845,m,mixed,0.2379603399433428
nyp.33433082345095,"Kuppord, Skelton,",The uncharted island,1899,m,high_male,0.237885462555066
mdp.39015011920959,"Trollope, Frances Milton,",Gertrude;,1855,f,high_female,0.2378378378378378
mdp.39015060042101,"Arden, John.",The stealing steps : | nine stories / | $c: by John Arden.,2003,m,mixed,0.2377850162866449
mdp.39015056468906,"Hong, Ying,",K : | the art of love / | $c: Hong Ying ; translated by Nicky Harman & Henry Zhao.,2002,u,high_male,0.2377622377622377
mdp.39015067683626,"Torday, Paul,",Salmon fishing in the Yemen / | $c: Paul Torday.,2007,m,mixed,0.2377300613496932
nyp.33433067359095,"Herring, Frances E.","In the pathless west with soldiers, pioneers, miners and savages",1904,f,mixed,0.2377049180327869
mdp.39015013095552,"Eagleton, Terry,",Saints and scholars / | $c: Terry Eagleton.,1987,m,high_male,0.2376543209876543
uc1.32106016004266,"Gibson, Miles,",Mr. Romance / | $c: by Miles Gibson,2002,m,high_female,0.2376237623762376
