htid,author,title,year,authgender,female_category,urban_metric_gb
njp.32101074161884,"Cooper, John Butler.",Coo-oo-ee!,1916,m,mixed,0.020885099804387686
uc1.b4938120,"Cleary, Jon,",The Phoenix tree / | $c: Jon Cleary.,1984,m,mixed,0.020793381353208573
uc1.32106017320273,"Dawes, Kwame Senu Neville,",A place to hide / | $c: Kwame Dawes,2002,m,,0.02077635277779538
njp.32101068142742,"Hill, George Birkbeck Norman,",Letters written by a grandfather,1903,m,mixed,0.02064439548455166
mdp.49015001248211,,The Holy Bible. | The Authorized or King James version of 1611 now reprinted with the Apocrypha. | $c: With reproductions of 105 of the sixteenth-century woodcuts of Bernard Salomon.,1963,u,high_male,0.020611167900500882
mdp.39015061210343,"Tucker, Eva.",Berlin mosaic : | a family chronicle / | $c: by Eva Tucker.,2005,f,,0.02045655105247518
mdp.39015079151943,"Maclean, Charles.",Home before dark / | $c: Charles Maclean.,2008,m,,0.020332003112581043
mdp.39015049631354,"Ndibe, Okey,",Arrows of rain / | $c: Okey Ndibe.,2000,m,,0.020241855965467015
mdp.39015065763354,"Smith, Horace,",Zillah;,1828,m,,0.02003938862082416
mdp.39015082722680,"Arnold, Gaynor.",Girl in a blue dress / | $c: Gaynor Arnold.,2008,u,,0.01995042191416624
mdp.39015051321167,"Bainbridge, Beryl,",A weekend with Claude / | $c: Beryl Bainbridge.,1981,f,high_female,0.019921862076410182
mdp.39015010535022,"Huxley, Elspeth Joscelin Grant,",The merry hippo; | a novel.,1963,m,mixed,0.019786171671785285
uc1.32106012285224,"Saramago, José",All the names,1999,u,high_male,0.019776954609936948
uc1.32106006093162,,The Holy Bible. | The Authorized or King James version of 1611 now reprinted with the Apocrypha. | $c: With reproductions of 105 of the sixteenth-century woodcuts of Bernard Salomon.,1963,u,high_male,0.019759288730824498
mdp.39015030734407,"Coppard, A. E. (Alfred Edgar),","Ninepenny flute; | twenty-one tales, | $c: by A. E. Coppard.",1937,m,mixed,0.019713800377247286
uc2.ark:/13960/t74t6j03k,"Ashby, Philip H.",The mad Rani,1922,m,,0.019497411124137554
uiuo.ark:/13960/t9n30fn3j,"Peacock, Edward,","Ralf Skirlaugh, the Lincolnshire squire",1870,m,,0.019446881526586107
uc1.b4091420,"Johnson, Pamela Hansford,",A summer to decide.,1954,f,high_female,0.019278226773014693
uc2.ark:/13960/t1ng4jq86,"Grant, C. W.",John Justified,1870,u,high_male,0.019242904716568976
uiuo.ark:/13960/t25b0mh8c,"Laffan, Bertha Jane",The Peyton romance,1892,f,,0.019230113264739584
wu.89098657877,"Percy, Cyril Heber.",Hym : | the life story of a famous fox / | $c: by Cyril Heber Percy ; illustrated by Michael Lyne.,1959,m,,0.01919281162168518
uiuo.ark:/13960/t6b28gg7q,"Reade, Charles,",Put yourself in his place,1870,m,,0.01906686646044703
mdp.39015073627955,"Wells, Shirley.",A darker side / | $c: Shirley Wells.,2008,f,mixed,0.019029717674500513
uiuo.ark:/13960/t5fb5r230,,"The writer's clerk, or, The humours of the Scottish metropolis",1825,u,,0.018813415656923432
uc1.b3325343,"Fraser-Tytler, M. E.",Transplanted,1883,f,high_female,0.01880794013622661
mdp.39015063542131,"Collins, Wilkie,",Heart and science;,1883,m,high_female,0.018777015417891785
mdp.39015063510492,"Boissard, Violet.","The land of afternoon, | $c: by Violet Boissard.",1930,f,high_female,0.018739216801418546
mdp.39015063076981,"Edwards, Bruce.",Rachel Noble's experience,1863,m,,0.018649433351816916
uc1.b3549891,"Reynolds, George W. M.",Mary Price;,1852,m,,0.018521183009206243
uc1.$b102416,"Kaye-Smith, Sheila,",A wedding morn : | a story / | $c: Sheila Kaye-Smith.,1928,f,,0.01835788807327618
uiuo.ark:/13960/t5fb5kd0z,,"Life's masquerade, a novel",1867,u,high_male,0.018172341103048786
uc1.$b245237,"Trower, Philip,",Tillotson.,1951,m,mixed,0.01784867817719679
nyp.33433074938816,"Lytton, Edward Bulwer Lytton,",Alice;,1838,m,,0.017821606646466676
uiuo.ark:/13960/t5k93v851,"Viles, Edward.",Black Bess;,1866,m,high_male,0.017689431410533737
mdp.39015064376356,"Dearden, Harold,",The wind of circumstance.,1938,m,,0.017630798585030492
inu.30000037504473,"Moorcock, Michael,",The time dweller / | $c: Michael Moorcock.,1971,m,high_male,0.01755866896181163
inu.30000076436546,"Zimler, Richard.",Unholy ghosts / | $c: Richard Zimler.,1996,m,high_male,0.017510795385343503
inu.30000027099419,"Hattersley, Roy.",In that quiet earth / | $c: Roy Hattersley.,1991,m,mixed,0.017447718114112807
mdp.39015014139011,"Infante, J. Eddie.",The final curtain | $c: [by] J. Eddie Infante.,1972,m,,0.017360971142051762
coo.31924021977206,"Churchill, Winston,",The crisis | $c: With illustrations by Howard LChandler Christy.,1923,m,,0.01735114345330413
nyp.33433082167747,"Dickens, Charles,",The personal history of David Copperfield,1866,m,mixed,0.01724381305510342
uiuo.ark:/13960/t21c2nd9s,"Warburton, Eliot,",Reginald Hastings,1850,m,,0.017078076823647592
mdp.39015041102412,"Carragher, Michael,",A world full of places : | and other stories / | $c: Michael Carragher.,1997,m,,0.017012491958982967
uc1.b4545939,"Ward, Graham.",Intersections.,1969,m,high_male,0.016905802428728616
inu.32000007175351,"Armstrong, Martin Donisthorpe,",Simplicity Jones : | and other stories / | $c: by Martin Armstrong.,1940,m,,0.016850513770158032
uc1.b3334152,"Cunninghame Graham, R. B.","Progress, and other sketches",1905,m,high_male,0.01679623145774256
mdp.39015067683162,"Truss, Lynne.",A certain age / | $c: Lynne Truss.,2007,f,,0.0167435408913493
mdp.39015050744146,"Maraini, Dacia.",The violin / | $c: Dacia Maraini ; translated from the Italian by Dick Kitto and Elspeth Spottiswood.,2001,f,high_female,0.016714383708297087
uc2.ark:/13960/t2b856p2h,,Eleven possible cases,1891,m,mixed,0.01669821336762567
mdp.39015028701145,"Tongue, Ruth L.","Forgotten folk tales of the English counties; | $c: collected by Ruth L. Tongue, with an introduction by Katharine Briggs.",1970,f,mixed,0.016643080166964308
uiuo.ark:/13960/t9377zj20,"Braddon, M. E.",All along the river,1893,f,,0.016569447470413237
mdp.39015062821866,"MacEochaidh, Daithidh.",Travels with Chinaski / | $c: Daithidh MacEochaidh.,2005,u,high_male,0.01656803581922145
mdp.39015063276946,"Doyle, Mogue.",Down a road all rebels run / | $c: Mogue Doyle.,2005,u,mixed,0.01650862049947749
mdp.39015017683148,"Amis, Kingsley.","The crime of the century / | $c: Kingsley Amis ; introduced by the author, with an Alternative solution by Howard Martin.",1989,m,high_male,0.016417769216572536
mdp.39015078800664,"Wells, Martin John.",Second coming / | $c: Martin Wells.,2008,m,,0.015980887401308985
uc2.ark:/13960/t5fb52s91,"Nordau, Max Simon,",The drones must die,1899,m,mixed,0.015812562487897107
uiuo.ark:/13960/t2s46zw7r,"Church,",Measure for measure,1862,f,,0.015607831143669981
njp.32101064788167,"Crosland, Newton,",Mrs. Blake,1862,f,high_female,0.015570301761902494
uc1.$b82976,"Krasnov, P. N. (Petr Nikolaevich),","From the two-headed eagle to the red flag, 1894-1921, | $c: by P. N. Krassnoff.  Translated from the 2d Russian ed.",1923,u,high_female,0.015474134392368888
mdp.39015048886611,"Leighton, Mara.",Come the morning / | $c: Mara Leighton.,1988,f,high_female,0.015423044890305552
mdp.39015003929521,"Ghose, Zulfikar,",The incredible Brazilian.,1972,u,mixed,0.015361464840819919
mdp.39015002711383,"Powys, Theodore Francis,","The white paternoster, and other stories.",1930,m,,0.0153487061548086
inu.39000003401267,,The book of cats / | $c: edited by George MacBeth and Martin Booth.,1976,u,mixed,0.015309253743937434
uc2.ark:/13960/t0zp3zk92,"Kenyon, C. Fred",Tales of a cruel country,1919,m,mixed,0.015264272683843512
uiuo.ark:/13960/t7pn9c79x,"Barrett, Frank,",Lieutenant Barnabas,1881,m,mixed,0.01524720518855216
mdp.39015051324997,"Benson, E. F. (Edward Frederic),","Rex, | $c: by E. F. Benson.",1925,m,,0.015231589993498384
uiuo.ark:/13960/t1zc8697g,"Besant, Walter,","The captains' room, etc",1883,m,,0.01520256529287084
inu.32000004611473,"Gilbert, Michael Francis,",Close quarters / | $c: by Michael Gilbert.,1951,m,high_male,0.015052425513800483
mdp.39015054151462,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,high_female,0.015042153143988546
nyp.33433074873468,"Craig, Isa,",Esther West;,1870,u,high_female,0.014893887738902073
mdp.39015005639136,"Aymé, Marcel,","Across Paris, and other stories, | $c: translated from the French and with an introd. by Norman Denny.",1957,m,high_male,0.014548726375891663
uc1.b5083632,"Schimanski, Stefan,","A map of hearts, | $c: ed. by Stefan Schimanski and Henry Treece.",1944,u,mixed,0.014496062833525447
uc1.b3472630,,The Penguin book of Canadian short stories / | $c: edited by Wayne Grady.,1980,u,mixed,0.014316547365147203
uc1.32106006167297,"Fitzgerald, F. Scott (Francis Scott),",The Bodley Head Scott Fitzgerald / | $n: Scott Fitzgerald with an introd. by J.B. Priestley.,1963,m,mixed,0.014288047891383882
uc1.b3327074,"Massie, W.",Fitzwiggins,1840,u,,0.014251664532112573
uc1.b4156524,"Agnar Þórðarson,",Called home / | $c: by Agnar Thordarson ; translated by Robert Kellog.,1995,u,,0.01420414918107421
uc1.$b244093,"Newby, P. H. (Percy Howard),",A step to silence.,1952,m,mixed,0.01406918757689199
uc2.ark:/13960/t2h70p02n,,Elegant extracts,1810,u,high_male,0.013786298314346024
uc1.b3477354,"Hughes, Richard Arthur Warren,",In the lap of Atlas : | stories of Morocco / | $c: Richard Hughes.,1979,m,high_male,0.013776554228407678
mdp.39015016466685,"Almedingen, E. M. (Edith Martha),",Frossia; | a novel of Russia.,1961,f,high_female,0.013607695235547335
uc2.ark:/13960/t2j67fh04,"Beste, John Richard Digby,","Alcazar; or, The dark ages",1857,m,,0.013577784797466352
uc1.b3581532,"Martineau, Harriet,",Traditions of Palestine,1830,f,,0.01343296550061257
nyp.33433074964960,"O'Keeffe, Adelaide,","Zenobia, queen of Palmyra;",1814,f,high_female,0.013330511615676166
mdp.39015063542164,"Collins, Wilkie,", I say no,1884,m,high_female,0.013104993906409845
uc2.ark:/13960/t91839t3d,"Galt, John,",Ringan Gilhaize,1823,m,high_male,0.013017749522695424
uiuo.ark:/13960/t9d516b21,"Moriarty, Henrietta Maria.",Brighton in an uproar;,1811,f,high_female,0.01286718615040755
mdp.39015050742553,"Bolger, Dermot,",Temptation / | $c: Dermot Bolger.,2000,m,,0.012713957364478778
uc1.b3324482,"Leatham, Edward A.",Charmione,1858,m,high_male,0.012713772726673345
uc1.b3472568,"Tripp, Miles,",A man without friends.,1970,m,,0.012664244974025657
njp.32101067646719,"Hook, Theodore Edward,",The parson's daughter,1833,m,,0.012586920717820027
uc2.ark:/13960/t6348jh80,"Mears, Madge.",The sheltered sex,1916,f,high_female,0.012492799484322442
mdp.39015061196625,"Astley, Neil.",The sheep who changed the world / | $c: Neil Astley.,2005,m,,0.01241939701546067
mdp.39015005879245,,The Penguin book of Canadian short stories / | $c: edited by Wayne Grady.,1980,u,mixed,0.012242766810450278
uc1.32106012914781,"Clarasó, Mercedes",Teresa's decision : | tales of Catalonia & Scotland past & present / | $c: Mercedes Clarasó ; with a foreword by Medardo Fraile,1995,f,,0.012164771162154586
mdp.39015061465392,"Carpelan, Bo Gustaf Bertelsson,",Axel : | a novel / | $c: Bo Carpelan ; translated by David McDuff.,1991,m,,0.01215444248871167
mdp.39015025181176,"Amis, Kingsley.",The Russian girl / | $c: Kingsley Amis.,1992,m,mixed,0.01214364427594404
uc1.32106015014613,"Burnside, John,",The mercy boys,1999,m,,0.011818161199132537
mdp.39015030662863,"Kerr, James Lennox,",Touching the adventures of merchantmen in the Second World War. | $c: With a foreword by John Masefield.,1953,m,high_male,0.011810413955161303
nyp.33433075845457,"Verri, Alessandro.",The Roman nights at the tomb of the Scipios,1825,m,high_male,0.011805460604457085
nyp.33433074856778,,Getting on,1859,u,,0.011775932773670533
njp.32101068142270,"Llanos Gutierrez, Valentin.","Don Esteban, or, Memoirs of a Spaniard",1826,m,,0.010904138062537483
nyp.33433042976807,"Verne, Jules,",Mathias Sandorf,1889,m,high_male,0.01079430269210857
wu.89012500179,"Japrisot, Sebastien,",One deadly summer / | $c: Sébastien Japrisot [i.e. J.B. Rossi] ; translated by Alan Sheridan.,1981,u,high_female,0.010756410092013335
mdp.39015058210900,"Pichard, Pierre.",Inventory of monuments at Pagan / | $c: Pierre Pichard.,1992,u,high_male,0.010396685904159098
mdp.39015058691372,,Tales from  Blackwood.,1858,u,mixed,0.010393259168422278
mdp.39015037372128,"Nye, Robert.",The facts of life and other fictions / | $c: Robert Nye.,1983,m,mixed,0.010381787606930232
mdp.39015005213262,"Steegmann, Mary G.",Bianca Cappello,1913,f,,0.01026600431721919
uc1.32106019365094,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,high_female,0.010142078107706703
mdp.39015077667932,"Önal, Ayşe,",Honour killing : | stories of men who killed / | $c: Ayse Onal.,2008,u,high_male,0.010002771101920271
nyp.33433074915459,"Martyn, Edward,",Morgante the lesser,1890,m,high_male,0.009592660782637936
uc1.b3810600,"Collier, John,","His monkey wife, or, Married to a chimp / | $c: John Collier.",1957,m,high_female,0.009377541641922529
wu.89094693660,"Metternich-Winneburg, Pauline Clementine Marie Walburga (Sándor von Szlavnicza) fürstin von,",My years in Paris,1922,f,,0.009274272589055527
mdp.39015016444047,"Courage, James.","The call home, a novel.",1956,m,,0.008973071285298131
mdp.39015001038358,"Petrie, Graham.",Seahorse : | a novel / | $c: by Graham Petrie.,1980,m,high_female,0.008891988681918928
mdp.39015019827735,"Bels, Alberts,",The cage / | $c: Albert Bels ; translated from the Latvian by Ojars Kratins.,1990,u,high_male,0.008824782174018553
mdp.39015037857219,"Mackie, Ian.",Trek into Nuba / | $c: Ian Mackie.,1994,m,,0.008517541406096951
mdp.39015064869475,"Brookfield, Amanda,",The simple rules of love / | $c: Amanda Brookfield.,2006,f,,0.00842991235860474
uiuo.ark:/13960/t4bp0kq7q,"Marryat, Florence,",On circumstantial evidence,1889,f,high_female,0.008385501146711216
mdp.39015008779889,,"The restitution of the bride and other stories from the Chinese, | $c: translated by E. Butts Howell. With illustrations by a native artist.",1926,u,,0.008354951023893498
mdp.39015002272766,"Ellis, Alice Thomas.",The sin eater / | $c: Alice Thomas Ellis.,1977,f,high_female,0.008281950790159906
uc1.b3621482,"Masefield, John,",A book of both sorts; | selections from the verse and prose of John Masefield.,1947,m,mixed,0.0082031052719308
inu.30000110628306,"Christensen, Lars Saabye,",Beatles / | $c: by Lars Saabye Christensen ; translated from the Norwegian by Don Bartlett.,2009,m,high_male,0.008091909522479124
uc1.b4975714,,Men on men : | best new gay fiction / | $c: edited and with an introduction by George Stambolian,1986,u,,0.00807703265604015
uc1.$b253328,,More humerous tales from 'Blackwood'.,1954,u,,0.008054860715996731
njp.32101064790585,"Smith, Horace,",Arthur Arundel,1844,m,,0.00803167715892622
mdp.39015052393512,"Hevesi, Tilla.",A scent of mimosa : | a fictional story of real life / | $c: Tilla Hevesi.,1997,u,high_female,0.008014766727160755
mdp.39015063986668,"Black, William,",White wings,1880,m,mixed,0.00797464959393912
mdp.39015022281169,"Drakulić, Slavenka,",Holograms of fear / | $c: Slavenka Drakulić.,1992,u,high_female,0.007931164982164396
uc1.b3332947,"Colman, George,",Broad grins ;,1898,m,,0.00792477677677833
uc1.32106018477379,,Home-made : | contemporary Russian folk artifacts / | $c: [compiled by] Vladimir Arkhipov,2006,u,,0.007922744866625697
uiuo.ark:/13960/t8qc0hz7f,"Tytler, Sarah,",Citoyenne Jacqueline;,1865,f,high_female,0.0078701940487515
mdp.39015041293476,"Dorman, Sean.",The selected works of Sean Dorman.,1993,m,mixed,0.00784684798385582
mdp.39015059169162,,Mirror mirror : | contemporary short stories by women from Wales / | $c: edited by Patricia Duncker & Janet Thomas.,2004,u,high_female,0.007778900433468419
hvd.hwjssd,"Ainsworth, William Harrison,",Jack Sheppard,1839,m,,0.007743996813632817
mdp.39015066057533,"O'Flaherty, Liam,",Hollywood cemetery / | $c: a novel by Liam O'Flaherty.,1935,m,,0.007633854909215643
mdp.39015052624841,"Nair, Anita.",The better man / | $c: Anita Nair.,1999,f,mixed,0.007630505833001733
uiuo.ark:/13960/t3st84p72,"Merrick, Leonard,",Violet Moses,1891,m,high_female,0.007589318673632328
uc1.$b301152,"Lister, Stephen.",Peace comes to Sainte Monique / | $c: by Stephen Lister.,1947,m,mixed,0.007544411593927158
mdp.39015048891199,"Sargeson, Frank.","Man of England now, | with I for one ...and A game of hide and seek.",1972,m,mixed,0.007427907072712903
uc1.32106009455525,"Davis, Lindsay.",The silver pigs.,1989,u,high_female,0.007271101296852878
uiuo.ark:/13960/t6rx9ww0d,"Palgrave, William Gifford,",Hermann Agha,1872,m,high_male,0.0072467037777872445
uc1.$b245096,"Sir, Walpole, Hugh,","Jeremy and Hamlet; | a chronicle of certain incidents in the lives of a boy, a dog, and a country town.",1923,m,,0.0071570708287141925
uc1.$b244444,"Brand, Christianna,",Cat & mouse | $c: [by] Christianna Brand [pseud.],1950,f,high_female,0.007137406187555956
uc2.ark:/13960/t7np20046,"Cable, Boyd,",Action front,1916,m,high_male,0.007076529293176037
uc2.ark:/13960/t6j09xg27,"Stables, Gordon,",On to the rescue,1894,m,,0.007053673191650234
mdp.39015047545473,"Maja-Pearce, Adewale.",Loyalties.,1986,u,,0.0069981689996585494
mdp.39015047446391,"Francis, Richard,",Fat hen / | $c: Richard Francis.,1999,m,,0.006961740501552127
uiuo.ark:/13960/t71v60g1p,"Conway, Hugh,",Bound together,1884,m,,0.006896099180349058
mdp.39015064708343,"Fane, Olivia,",The glorious flight of Perdita Tree / | $c: Olivia Fane.,2005,f,mixed,0.006892494886593014
uc1.31158004733423,"Pu, Songling,",Strange stories from the lodge of leisures,1913,u,high_male,0.0068569405530313765
uc1.$b783865,"Hanley, James,","Half an eye, sea stories | $c: [by] James Hanley.",1937,m,,0.006853231494723208
mdp.39015069342908,,"The Hashish club: | an anthology of drug literature / | $c: edited by Peter Haining, preface by Brian W. Aldiss.",1975,u,high_male,0.006852075222369747
mdp.39015001983546,"Linklater, Eric,",God likes them plain; | short stories.,1935,m,,0.006734323837472592
mdp.39015059593296,"Evans, Lissa.",Odd one out / | $c: Lissa Evans.,2004,f,mixed,0.006550374307889406
uc1.32106009014926,"Bowles, Peter,",Call at Corazón : | and other stories / | $c: Paul Bowles.,1988,m,,0.006538663752725327
uc1.b3295296,"Wain, John.",Strike the father dead; | a novel.,1962,m,,0.006506925601451441
uc2.ark:/13960/t2j67fq76,"Ritchie, Anne Thackeray,",Five old friends and A young prince,1890,f,high_female,0.006398999880430099
