htid,author,title,year,authgender,period,diff
uc1.$b299579,"Anthony, John.",The story of Hassan (Hassan Ali Shah) : | a novel of India / | $c: written by himself and Englished by John Anthony.,1928,m,1901-1950,0.15485207942192702
uc1.$b243560,"O'Faoláin, Seán,",Midsummer night madness : | and other stories / | $c: Seán O'Faoláin ; with an introd. by Edward Garnett.,1932,u,1901-1950,0.15485207942192702
mdp.39015010916289,"Mackenzie, Compton, Sir,","The south wind of love; | being volume two of ""The four winds of love.""",1949,m,1901-1950,0.15509355402684766
uc2.ark:/13960/t74t6jf5c,"Murray, John Wilson,",Memoirs of a great detective,1904,m,1901-1950,0.15510936081520466
uc2.ark:/13960/t4sj1fg8f,"Bashford, H. H.",Vagabonds in Périgord,1914,m,1901-1950,0.15513278905588157
wu.89000066993,"Barry, John Arthur,",South sea shipmates,1914,m,1901-1950,0.15515379922480332
uc1.$b783871,"Grier, Sydney C.,",The great proconsul,1904,m,1901-1950,0.15517960351218574
uc2.ark:/13960/t6d224g5z,"Andreyev, Leonid,",The red laugh,1905,m,1901-1950,0.15533423949907255
uc2.ark:/13960/t5z60f63f,"Minney, R. J.",Maki,1921,u,1901-1950,0.15533423949907266
mdp.39015030018512,"Bojer, Johan,",God and woman,1921,m,1901-1950,0.15572639636181762
mdp.39015049619086,"Lawrence, D. H. (David Herbert),","Fantasia of the unconscious, | $c: by D. H. Lawrence.",1923,m,1901-1950,0.15572639636181762
uc1.$b322796,"Bowen, Marjorie,",Dark Rosaleen / | $c: by Marjorie Bowen.,1932,f,1901-1950,0.15577032826736403
uc2.ark:/13960/t5p846g0d,"Dalziel, James,",In the first watch,1907,m,1901-1950,0.15605159961385018
nyp.33433040006672,"Shaw, Frank H.",Treasure trove of the Southern Seas,1919,m,1901-1950,0.1560515996138503
uc1.$b111149,,Atlantic anthology / | $c: edited by Nicholas Moore and Douglas Newton.,1945,u,1901-1950,0.15632564729814724
uc1.$b289587,"Körmendi, Ferenc,",Escape to life. | $c: Translated from the Hungarian by E.I. Holt and M.L. Elting.,1933,u,1901-1950,0.15640766156863029
uc2.ark:/13960/t39z9256f,"Travers, John.",The Mortimers,1922,m,1901-1950,0.1564303301092297
uc2.ark:/13960/t3cz3760d,"Hyatt, Stanley Portal,",The black pearl of Peihoo,1914,m,1901-1950,0.15655972969515108
uc2.ark:/13960/t3125v37k,"Grant, Marjorie.",Verdun days in Paris,1918,f,1901-1950,0.15676199506731936
uc1.b3332941,"Caine, William,",Bildad the quill-driver,1916,m,1901-1950,0.15676199506731936
wu.89095838025,"Millar, George Reid.",Horned pigeon.,1946,m,1901-1950,0.15692467003533883
uiug.30112046408131,"Gould, Nat.",King of the ranges : | a blend of fact and fiction / | $c: by Nat Gould.,1902,m,1901-1950,0.15693851757393895
nyp.33433074877477,"Lowis, C. C.",Four blind mice,1920,u,1901-1950,0.15700299210649848
wu.89100091669,"Thompson, Beatrice.",Four months in Italy in war-time,1920,f,1901-1950,0.15704422581918198
umn.31951002092177u,"Walsh, J. M. (James Morgan),",King's messenger.,1933,m,1901-1950,0.15716484726084945
uc1.b3334152,"Cunninghame Graham, R. B.","Progress, and other sketches",1905,m,1901-1950,0.15741165038907912
coo.31924051745200,"Haig-Brown, Roderick Langmere,","Silver : | the life story of an Atlantic salmon / | $c: by R.L. Haig- Brown; illustrated by Capt. J.P. Moreton, M.C.",1931,m,1901-1950,0.1574655267966003
uc2.ark:/13960/t8qb9xg19,"Bedford, H. Louisa.",Under one standard,1911,f,1901-1950,0.15771221196465457
uc1.b3810889,"Campion, Sarah.","Bonanza, | $c: by Sarah Campion ...",1942,f,1901-1950,0.15772301226706298
inu.32000002538702,"Thompson, Edward John,",An Indian day.,1928,m,1901-1950,0.15788439250825315
uc2.ark:/13960/t9g44mc4t,"Graham, Stephen,",The quest of the face,1918,m,1901-1950,0.1581144560633102
uc1.b3827533,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1927,m,1901-1950,0.1581924360692366
uc2.ark:/13960/t8w956791,"Peterson, Margaret,",Just because,1915,f,1901-1950,0.1583252664183148
uc1.$b802696,,"The Sign at the white man's gate, | and other stories, | $c: by Eustace Carrington [and others]",1929,u,1901-1950,0.15839306302848433
wu.89017642620,"McCutcheon, Hugh D. M.",Alamein to Tunis / | $c: by Hugh D.-M. McCutcheon.,1946,m,1901-1950,0.15839306302848433
uc1.$b395374,,Stories of Africa / | $c: chosen by E. C. Parnwell.,1930,u,1901-1950,0.15874665418870537
uc2.ark:/13960/t5t72b168,"Grimshaw, Beatrice Ethel",Kris-Girl,1917,f,1901-1950,0.15895044007766468
nyp.33433074873021,"Lambert, Frederick Arthur Heygate,",John Merridew;,1911,m,1901-1950,0.15925960074608592
uc1.$b144788,"Gálvez, Manuel,","Holy Wednesday, | $c: by Manuel Gálvez; translated from the Spanish by Warre B. Wells.",1934,m,1901-1950,0.15953592017134144
inu.30000121090322,"Powys, Theodore Francis,","The rival pastors, / | $c: by T. F. Powys.",1927,m,1901-1950,0.15953592017134144
uc1.$b25366,"Baker, E. C. Stuart (Edward Charles Stuart),",Mishi the man-eater and other tales of big game.,1928,m,1901-1950,0.15953592017134144
mdp.39015030851730,"Bhattacharya, Bhabani.",So many hungers! / | $c: by Bhabani Bhattacharya.,1947,u,1901-1950,0.15953592017134144
uc2.ark:/13960/t7vm46k5q,"Andreyev, Leonid,",The dark,1922,m,1901-1950,0.15953592017134155
mdp.39015030738333,"Firbank, Ronald,",Inclinations,1916,m,1901-1950,0.15953592017134155
mdp.39015065891064,"calling himself marquis of Pharnusa. Grosse, Karl,",Horrid mysteries; | a story from the German of the marquis of Grosse by P. Will ...,1927,m,1901-1950,0.15953592017134155
wu.89098013931,"Burnett, Frances Hodgson,",The troubles of Queen Silver-bell,1907,f,1901-1950,0.15953592017134155
umn.31951002090654w,"Oppenheim, E. Phillips (Edward Phillips),",The man and his kingdom.,1927,m,1901-1950,0.16023620028338637
mdp.39015031227039,"Byrne, Donn,","A daughter of the Medici, | and other stories.",1933,m,1901-1950,0.16023620028338637
mdp.39015063974565,"Whitechurch, Victor L.","The canon in residence, | $c: by Victor L. Whitechurch.",1933,m,1901-1950,0.1602877998705896
wu.89004871562,"Conyers, Dorothea,",Cloth versus silk,1905,f,1901-1950,0.16045757915751657
uc1.l0058382789,"Grier, Sydney C.,",The heir,1906,m,1901-1950,0.16045757915751668
njp.32101065704916,"Reed, Talbot Baines,",Kilgorman,1902,m,1901-1950,0.1609588000802772
uc2.ark:/13960/t4th8dq0x,"Childe, Wilfred Rowland,",Dream English,1917,m,1901-1950,0.16108871520239743
njp.32101064749458,"Veer, Willem de,",An emperor in the dock,1915,u,1901-1950,0.16239306302848433
mdp.39015059414881,"Manhood, H. A. (Harold Alfred),",Crack of whips; | tales.,1934,m,1901-1950,0.16239306302848433
uc1.$b301028,"Keable, Robert,",Numerous Treasure; | a romantic novel | $c: by Robert Keable.,1925,m,1901-1950,0.1624848061477504
mdp.39015073390778,"Mannin, Ethel,",Red Rose : | a novel based on the life of Emma Goldman ('Red Emma') / | $c: Ethel Mannin.,1941,f,1901-1950,0.16262750847483243
uc2.ark:/13960/t7np2084s,"Gibbon, Frederick P.",A prisoner of the Gurkhas,1904,m,1901-1950,0.16272825855921058
mdp.39015030750593,"Hergesheimer, Joseph,",Love in the United States : | and the big shot / | $c: by Joseph Hergesheimer.,1932,m,1901-1950,0.16285817930755409
wu.89045896156,"Safroni-Middleton, A.",Wine-dark seas and tropic skies;,1918,m,1901-1950,0.16292718765756442
uc2.ark:/13960/t7zk5890h,"Hudson, Stephen,",Richard Kurt,1919,m,1901-1950,0.16335562987340413
inu.39000005523688,"mashhadī. Galīn Khānum,","The wonderful sea horse, | and other Persian tales. | $c: Translated by L.P. Elwell-Sutton; illus. by Neville Main.",1950,u,1901-1950,0.1635041741395955
mdp.39015065973151,"Haldane, Charlotte.","Man's world,",1926,f,1901-1950,0.1635041741395955
uc1.$b301817,"Mather, Edward (Edward Arthur),",A chaste polygamy and other stories / | $c: by Edward Mather  [i.e. E. A. Mather Jackson.],1936,m,1901-1950,0.1635041741395955
uc1.$b87336,"Fraser, Ronald,","Landscape with figures, | $c: by Ronald Fraser.",1925,m,1901-1950,0.16377920164234572
osu.32435005097993,"Féval, Paul,","The secret of the Bastille, | $c: by Paul Feval, fils, and M. Lassez, translated by John W. Chase.",1929,m,1901-1950,0.16386492450034584
mdp.39015027338147,"Kuncewiczowa, Maria Szczepańska,","The keys; | a journey through Europe at war, translated from the Polish.",1945,f,1901-1950,0.164202108254615
nyp.33433006720860,"Le Blond, Elizabeth Alice Frances Hawkins-Whitshed.",The story of an Alpine winter,1907,f,1901-1950,0.1642978249332463
mdp.39015002742305,"Rodker, John,",Adolphe 1920 | $c: [by] John Rodker.,1929,m,1901-1950,0.16446202854572567
mdp.39015048475779,"Booth, Mary Warburton,","""These things I have seen"", | $c: by Mary Warburton Booth ...",1939,f,1901-1950,0.16446202854572567
njp.32101064787342,"Batten, Harry Mortimer,",Romances of the wild,1922,m,1901-1950,0.16446202854572567
uc1.b4082854,"Webb, Mary Gladys Meredith,",Collected works.,1928,f,1901-1950,0.16446202854572567
uc2.ark:/13960/fk26970219,"Freeman, Mary Eleanor Wilkins,",A far-away melody,1905,f,1901-1950,0.16446202854572567
yale.39002060802312,"Safroni-Middleton, A.",Sailor and beachcomber,1915,m,1901-1950,0.16559152160266555
wu.89097197222,"Underhill, Evelyn,",The miracles of Our Lady Saint Mary,1905,f,1901-1950,0.16570241554646992
inu.39000002336563,"Sargeson, Frank.","That summer, and other stories | $c: [by] Frank Sargeson.",1946,m,1901-1950,0.166029426664848
mdp.39015023517025,"Chalmers, Thomas Wightman.","The automatic stabilisation of ships,",1931,m,1901-1950,0.166029426664848
umn.31951p008300102,Plotinus.,[Enneads].,1917,u,1901-1950,0.166029426664848
inu.32000001869751,Plotinus.,[Enneads],1917,u,1901-1950,0.166029426664848
mdp.39015079783885,Plotinus.,Plotinus. | $c: [Translated from the Greek by Stephen Mackenna.,1917,u,1901-1950,0.166029426664848
uc2.ark:/13960/t5q819j16,"Hunter, C. B.",The eloping Maharani,1907,u,1901-1950,0.166554912739467
mdp.39015027913014,"Kuncewiczowa, Maria Szczepańska,","Polish millstones, | $c: by Maria Kuncewiczowa; translated by Stephen Garry. The cover designed by Janina Konarska.",1942,f,1901-1950,0.16659059389268183
mdp.39015066998314,"Wade, Aubrey.","The war of the guns; | western front, 1917 & 1918, | $c: by Aubrey Wade; with an introduction by Edmund Blunden; illustrated from photographs.",1936,m,1901-1950,0.16659059389268194
uc2.ark:/13960/t00z72q67,"Adams, Arthur Henry,",Grocer Greatheart;,1915,m,1901-1950,0.16667877731419867
mdp.39015068383846,"Dallett, Morris.",Star of earth | $c: [by] Morris Dallett.,1923,m,1901-1950,0.16679984268950132
uc2.ark:/13960/t0sq8sr2j,"Dwyer, Vera G.",The Kayles of Bushy Lodge,1922,f,1901-1950,0.16679984268950132
uc1.$b787413,"Laverty, Maura,",Never no more : | the story of a lost village / | $c: by Maura Laverty.,1942,f,1901-1950,0.16709894538142556
nyp.33433082470448,"Maxwell, Donald,",A cruise across Europe;,1907,m,1901-1950,0.16767803712174856
uc2.ark:/13960/t0ns0qn4r,"Swan, E. F. O.",Tales of the western tropics,1922,u,1901-1950,0.16777767841309976
uc2.ark:/13960/t5j961n0f,"Tarkington, Booth,",His own people,1907,m,1901-1950,0.1682467215650697
uc1.$b157595,"lady, Wellesley, Dorothy (Ashton)","The annual, | being a selection from the Forget-me-nots, Keep-sakes, and other annuals of the nineteenth century, | $c: edited by Dorothy Wellesley, with an introduction by V. Sackville-West.",1930,f,1901-1950,0.1682467215650697
uc2.ark:/13960/t5h993w83,"Maclean, Donald.","The man from Curdie's River; or, Where men are made",1907,m,1901-1950,0.1682467215650697
mdp.39015003931790,"Golding, Louis,","Adventures in living dangerously, | $c: by Louis Golding.",1930,m,1901-1950,0.16846449159991295
uva.x030740387,"Cunninghame Graham, R. B.",His people,1906,m,1901-1950,0.16851328160771928
mdp.39015028796061,"Snorri Sturluson,",The sagas of Olaf Tryggvason and of Harald the Tyrant (Harald Haardraade),1911,u,1901-1950,0.16905972969515104
mdp.39015031918884,"Poli͡akov, A. (Aleksandr),","With a Soviet unit through the Nazi lines | $c: [by] A. Polyakov. Published by authority of Soviet war news, issued by the Press department of the Soviet embassy in London.",1941,u,1901-1950,0.16905972969515104
uc1.$b33738,"Savile, Frank (Frank Mackenzie)","The River of the Giraffe; | a chronicle of desert, stream, and forest shooting in the southern Sudan.",1925,m,1901-1950,0.16905972969515104
mdp.39015008724869,"Coppard, A. E. (Alfred Edgar),","Pink furniture, | a tale for lovely children with noble natures, | $c: by A. E. Coppard; illustrated by Nancy Bankart Gurney.",1930,m,1901-1950,0.16905972969515104
inu.39000003701963,"Mansfield, Katherine,","The aloe, | $c: by Katherine Mansfield.",1930,f,1901-1950,0.16905972969515104
mdp.39076006301159,"Mann, Thomas,",Buddenbrooks; translated by H.T. Lowe-Porter.,1930,m,1901-1950,0.16934585272805514
uc2.ark:/13960/t1bk1819h,"Brovan, L.",The way of a virgin,1922,u,1901-1950,0.16944508614987164
mdp.39015063938917,"Loch, Sydney.",Three predatory women.,1925,m,1901-1950,0.16952593016135142
uc2.ark:/13960/t6xw4df7g,"Worthington, Frank,",The witch doctor and other Rhodesian studies,1922,m,1901-1950,0.16952593016135142
mdp.39015012847250,"Han, Suyin,","Destination Chungking, | $c: an autobiography by Han Suyin.",1942,u,1901-1950,0.16959628234437973
mdp.39015013318210,"Cunninghame Graham, R. B.",Charity,1912,m,1901-1950,0.16990094946381562
uc1.$b56342,"Caine, William Ralph Hall,","Annals of the Magic Isle, | $c: by W. Ralph Hall Caine.",1926,m,1901-1950,0.17010606751278923
uc1.$b295612,"Abraham, James Johnston,","The surgeon's log, impressions of the Far East.",1947,m,1901-1950,0.17062146712804516
uc2.ark:/13960/t0wp9vk7h,"Mathews, Basil,",Yarns on African pioneers to be told to boys,1920,m,1901-1950,0.17081411566006321
uc2.ark:/13960/t09w0bw7q,"Pawlowska, Yoï.",In a grain of sand,1922,u,1901-1950,0.17081411566006321
uc1.l0072662026,"Sutherland, E. L.",Jael,1907,u,1901-1950,0.17081411566006321
nyp.33433074918610,"Adams, Arthur Henry,",Tussock land;,1904,m,1901-1950,0.17107993171535307
nyp.33433074852231,"Duryea, Nina Larrey,",The voice unheard;,1913,f,1901-1950,0.17114306302848425
uc2.ark:/13960/t6f196073,"Strachey, Marjorie.",Savitri & other women,1920,f,1901-1950,0.17155194153315723
wu.89096232657,"Le Fanu, William Richard,","Seventy years of Irish life, being anecdotes and reminiscences",1907,m,1901-1950,0.17158411294242581
mdp.39015002753286,"Sabatini, Rafael,",The snare,1917,m,1901-1950,0.17195828041978878
uc1.$b312493,"Sheridan, Clare Consuelo (Frewen) Mrs.","Stella defiant, | $c: by Clare Sheridan.",1924,f,1901-1950,0.1721605048889494
uc2.ark:/13960/t6251jz0b,"J©đkai, M©đr,",Dr. Dumany's wife;,1912,u,1901-1950,0.17234821997915695
wu.89099490245,Petronius Arbiter.,Petronius (Trimalchio's Banquet),1905,u,1901-1950,0.17239306302848434
mdp.39015020642511,"O'Faoláin, Seán,",Teresa and other stories.,1947,m,1901-1950,0.17252293315835443
uc2.ark:/13960/t01z44p59,"Maud, Constance Elizabeth.",Felicity in France,1906,f,1901-1950,0.17254483368615714
uc2.ark:/13960/t0xp73g07,"Symons, F. A.",Cicely in Ceylon,1914,u,1901-1950,0.17262207066207214
uc2.ark:/13960/t47p91q9j,"Pickthall, Marmaduke William,",As others see us,1922,m,1901-1950,0.1726525440664085
uc1.b4097002,"Asterisk,","Gone native; | a tale of the South Seas, | $c: by ""Asterisk"" [pseud.].",1924,u,1901-1950,0.172981298322602
uc2.ark:/13960/t6057fg5w,"Gregory,",Shanwalla,1910,m,1901-1950,0.17336080496396822
nyp.33433074934690,"Campbell, Frances.",Dearlove,1906,f,1901-1950,0.17336080496396822
uc1.$b100797,"Harnden, Ruth Peabody.",Bright star or dark | $c: [by] Ruth Peabody Harnden.,1945,f,1901-1950,0.17336080496396822
uc2.ark:/13960/t90866n09,"Butler, Isabel",Tales from the old French,1910,f,1901-1950,0.17336080496396822
uc1.$b242924,"Gibbs, Philip,","Out of the ruins, | and other little novels, | $c: by Philip Gibbs ...",1928,m,1901-1950,0.17358419876255637
mdp.39015063955168,"Somerville, E. Œ.",An enthusiast,1921,f,1901-1950,0.17382163445705578
uc1.$b87155,"Connolly, Roy.",Southern saga.,1940,m,1901-1950,0.17391340564090407
uc2.ark:/13960/t4dn4377f,"Denby, Jay",Letters from China and some Eastern sketches,1911,m,1901-1950,0.17453918174994554
mdp.39015021317550,"(Edith Martha), Almedingen, E. M.",Tomorrow will come,1942,u,1901-1950,0.17463975906372653
inu.32000007466461,"Mackworth, Cecily.",I came out of France.,1942,u,1901-1950,0.175041398773781
umn.31951002103586j,"De la Mare, Walter,","The three royal monkeys; or, The three Mulla-Mulgars / | $c: by Walter de la Mare, with illustrations by J.A. Shepherd.",1927,m,1901-1950,0.17540893604435737
uc1.b4109143,"Dacre, Charlotte,","Zofloya; or, The moor, | $c: by Charlotte Dacre (better known as Rosa Matilda) with an introduction by the Rev. Montague Summers.",1928,f,1901-1950,0.17595628141928887
uc1.b4091200,"Jesse, F. Tennyson (Fryniwyd Tennyson),","The lacquer lady, | $c: by F. Tennyson Jesse.",1929,f,1901-1950,0.17613607978826085
mdp.39015021306439,"MacCall, Seamus.","Gods in motley, | $c: by Seamus MacCall; with a foreword by Lord Dunsany.",1935,u,1901-1950,0.17623921687463817
uc1.b3547252,"Burton, Katherine,","Sorrow built a bridge; | a daughter of Hawthorne, | $c: by Katherine Burton.",1937,f,1901-1950,0.1767100029191947
inu.30000063840767,"Masters, David,","Up periscope, | $c: by David Masters.",1942,m,1901-1950,0.17673861276670422
mdp.39015011222620,"O'Faoláin, Seán,","A purse of coppers, short stories,",1937,m,1901-1950,0.17694503435464926
uc1.b4091142,"Huxley, Aldous,","Little Mexican, & other stories, | $c: by Aldous Huxley",1924,m,1901-1950,0.17739306302848434
uc2.ark:/13960/t6639m589,"London, Jack,",The red one,1919,m,1901-1950,0.17739306302848434
uc1.$b102677,"Hanley, James,",Quartermaster Clausen / | $c: by James Hanley.,1934,m,1901-1950,0.17739306302848434
wu.89100097930,"Duhamel, Georges,",The new book of martyrs,1918,u,1901-1950,0.17739306302848434
mdp.39015046854066,"Schreiner, Olive,",The story of an African farm / | $c: by Olive Schreiner ; With an introd. by S.C. Cronwright-Schreiner.,1924,f,1901-1950,0.17739306302848434
uc1.$b266678,"Houghton, Claude,","The sins of the fathers, | $c: novelized by Claude Houghton [pseud.] Based on the film of the same name. Illustrated with scenes from the photoplay, a Paramount production starring Emil Jannings.",1930,m,1901-1950,0.17739306302848434
uc1.b5034683,"Roberts, Charles G. D.,",The ledge on Bald Face,1918,m,1901-1950,0.17739306302848434
uc1.b3125641,"Berners, Gerald Hugh Tyrwhitt-Wilson, Baron,","Count Omega, | $c: by Lord Berners. With a frontispiece by the author.",1941,m,1901-1950,0.17739306302848434
mdp.39076002159908,"Hogner, Dorothy Childs.",Old Hank Weatherby / | $c: by Dorothy Hogner ; pictures by Nils Hogner.,1939,f,1901-1950,0.17739306302848434
