htid,author,title,year,authgender,period,diff
mdp.39015080887147,"Welsh, Irvine.",Reheated cabbage : | tales of chemical degeneration / | $c: Irvine Welsh.,2009,m,1951-2009,-0.17649823677283416
mdp.39015043787715,"Barnacle, Hugo.",Day one / | $c: Hugo Barnacle.,1998,m,1951-2009,-0.1764156921987643
mdp.39015008921614,"Williamson, Henry,",Donkey boy / | $c: Henry Williamson.,1952,m,1951-2009,-0.17617356144815888
uc1.32106002015920,"Stewart, Angus.",Sandel.,1968,m,1951-2009,-0.175176883707295
mdp.39015056672077,"Gibbons, Stella,",Beside the pearly water.,1954,f,1951-2009,-0.175176883707295
mdp.39015068802647,"Riley, Gwendoline,",Joshua Spassky / | $c: Gwendoline Riley.,2007,f,1951-2009,-0.17487486014945752
mdp.39015015365524,"Humphreys, Emyr.",Outside the house of Baal.,1965,m,1951-2009,-0.1747578600324574
inu.32000000353294,"Shute, Nevil,",So disdained. | $c: Original illus. by Graham Byfield.,1970,m,1951-2009,-0.17463097258162652
uc1.b4948625,"Redgrove, Peter.",The beekeepers : | a novel / | $c: Peter Redgrove.,1980,m,1951-2009,-0.17449288917925143
mdp.39015079305028,"Leitch, Maurice,",Dining at the Dunbar / | $c: Maurice Leitch.,2009,m,1951-2009,-0.17449288917925132
mdp.39015062626398,"Rawle, Graham.",Woman's world : | a novel / | $c: Graham Rawle.,2005,m,1951-2009,-0.1744928891792512
mdp.39015038129477,"Mosley, Nicholas,",Children of darkness and light / | $c: Nicholas Mosley.,1996,m,1951-2009,-0.17431020741089187
mdp.39015049549051,"Bailey, Eleanor.",Idioglossia / | $c: Eleanor Bailey.,2000,f,1951-2009,-0.17417663364477953
mdp.39015019176158,"Massie, Allan,",The last peacock / | $c: Allan Massie.,1980,m,1951-2009,-0.17391047799695658
mdp.39015047518207,"Jenkins, Janette.",Columbus Day / | $c: Janette Jenkins.,1999,f,1951-2009,-0.1733164185910162
mdp.39015048881687,"Russell Taylor, Elisabeth,",Swann song / | $c: Elisabeth Russell Taylor.,1988,f,1951-2009,-0.17331641859101599
mdp.39015019623761,"Lynch, Malcolm.",The kid from Angel Meadow.,1989,m,1951-2009,-0.17331641859101599
mdp.39015018520398,"Moggach, Deborah.",Stolen.,1990,f,1951-2009,-0.17307545473559438
mdp.39015080823209,"James, Eloisa.",Duchess by night / | $c: Eloisa James.,2009,f,1951-2009,-0.17307545473559427
mdp.39015046802446,"Hartley, L. P. (Leslie Poles),",My fellow devils.,1951,m,1951-2009,-0.17303273064775382
inu.30000107497921,"Sampson, Kevin.",Stars are stars / | $c: Kevin Sampson.,2006,m,1951-2009,-0.17283254762327416
mdp.39015049989331,"Higgins, Jack,",Edge of danger / | $c: Jack Higgins.,2001,m,1951-2009,-0.1727103579849555
inu.30000025826722,"Galloway, Janice.",The trick is to keep breathing / | $c: Janice Galloway.,1991,f,1951-2009,-0.1727103579849555
uc1.$b389806,"Wyndham, John,",Jizzle / | $c: John Wyndham [i.e. J. B. Harris].,1954,m,1951-2009,-0.1727103579849555
mdp.39015053230218,"Urquhart, Fred,",A diver in China seas : | stories / | $c: by Fred Urquhart.,1980,m,1951-2009,-0.17256875503961422
mdp.39015017702112,"Binding, Paul.",Kingfisher weather / | $c: Paul Binding.,1989,m,1951-2009,-0.17248555805689136
mdp.39015082729305,"McDermid, Val.",A darker domain / | $c: by Val McDermid.,2008,m,1951-2009,-0.17240271300725973
inu.39000003946121,"Wilson, Colin,",Man without a shadow : | the diary of an existentialist : a novel / | $c: by Colin Wilson.,1963,m,1951-2009,-0.17224771630093982
inu.30000092835010,"Fowler, Christopher.",Demonized : | short stories / | $c: by Christopher Fowler.,2003,m,1951-2009,-0.1722477163009396
uc1.b3716770,"Raeburn, Anna.",Keeper of dreams.,1990,f,1951-2009,-0.17216533945432533
mdp.39015004193127,"Trevor, William,",The love department.,1966,m,1951-2009,-0.1720919287950976
mdp.39015029474957,"Peyton, K. M.",Late to smile / | $c: K. M. Peyton.,1992,f,1951-2009,-0.1720260960103709
mdp.39015015337986,"Fenwick, Eliza.","Secresy, or, The ruin on the rock / | $c: Eliza Fenwick ; introduced by Janet Todd.",1989,f,1951-2009,-0.1720260960103709
mdp.39015018469232,"Seymour, Miranda.",The reluctant devil : | a cautionary tale / | $c: Miranda Seymour.,1990,f,1951-2009,-0.17191290981908602
inu.30000086849753,"Ellis, Ron,",Single shot / | $c: Ron Ellis.,2002,m,1951-2009,-0.17183149979751255
mdp.39015056944732,"Smith, Ali,",The whole story and other stories / | $c: Ali Smith.,2003,m,1951-2009,-0.17151866578202724
mdp.39015007070900,"Waugh, Evelyn,","Work suspended, and other stories : | including Basil Seal rides again / | $c: Evelyn Waugh.",1965,m,1951-2009,-0.17143523047220421
mdp.39015058135206,"Armitage, Simon,",The white stuff / | $c: Simon Armitage.,2004,m,1951-2009,-0.17141165668625413
mdp.39015050498776,"Gardam, Jane.",The flight of the maidens / | $c: Jane Gardam.,2000,f,1951-2009,-0.1712555286612737
mdp.39015010353400,"Sisson, C. H. (Charles Hubert),",Christopher Homm / | $c: C.H. Sisson.,1984,m,1951-2009,-0.17081641859101604
uc1.b3741356,"Trevor, William,",The last lunch of the season.,1973,m,1951-2009,-0.17081641859101604
mdp.39015029177857,"Lasdun, James.",Three evenings and other stories / | $c: James Lasdun.,1992,m,1951-2009,-0.17081641859101604
mdp.39015021848307,"Hill, Susan,",Air and angels / | $c: by Susan Hill.,1991,f,1951-2009,-0.17081641859101604
mdp.39015030715430,"Vansittart, Peter.",Landlord: | a novel.,1970,m,1951-2009,-0.17081641859101604
mdp.39015056477683,"Möring, Marcel.",The dream room / | $c: Marcel Möring.,2002,m,1951-2009,-0.17081641859101593
mdp.39015024893383,"Brookner, Anita.",A closed eye / | $c: Anita Brookner.,1991,f,1951-2009,-0.17056338215376898
uc1.32106018078599,"Beaumont, Sebastian,",Heroes are hard to find / | $c: Sebastian Beaumont,1993,m,1951-2009,-0.17047488853637116
mdp.39076005268813,"Gardner, John,",Every night's a bullfight; | $c: [by] John Gardner.,1971,m,1951-2009,-0.17035345562805304
mdp.39015048898178,"Sillitoe, Alan.",Every day of the week : | an Alan Sillitoe reader / | $c: selected by the author; introduction by John Sawkins.,1987,m,1951-2009,-0.17033441344962774
uc1.b3826722,"Waugh, Evelyn,","Brideshead revisited; | the sacred and profane memories of Captain Charles Ryder, a novel.",1960,m,1951-2009,-0.1698420310631764
uc1.b4973307,,Anthology of British women writers / | $c: edited by Dale Spender and Janet Todd.,1989,u,1951-2009,-0.16982435509895255
uc1.32106013037087,"Gurnah, Abdulrazak,",Admiring silence / | $c: Abdulrazak Gurnah,1996,u,1951-2009,-0.16975709655711768
inu.30000116104005,"Urpeth, Peter.",Far inland / | $c: Peter Urpeth.,2006,m,1951-2009,-0.16968005495465233
mdp.39015053114644,"Nicoll, Ruaridh.",White male heart / | $c: Ruaridh Nicoll.,2001,u,1951-2009,-0.169558029329271
mdp.39015077115619,"Henley-Einion, Josie.",Silence / | $c: Josie Henley-Einion.,2008,f,1951-2009,-0.1694866313569735
uc1.32106000155983,"Powell, Robert,","Crisis in consciousness: | commentaries on love, life and death and other matters.",1967,m,1951-2009,-0.16921385448845194
coo.31924003244104,"Singer, Burns.",Living silver; | an impression of the British fishing industry. | $c: Illustrated by Robert Frame.,1957,m,1951-2009,-0.16921385448845183
mdp.39015045696674,"Boyd, William,",Armadillo / | $c: William Boyd.,1998,m,1951-2009,-0.16908468055575154
mdp.39015064707931,"Edric, Robert,",Gathering the water / | $c: Robert Edric.,2006,m,1951-2009,-0.16880028955875803
mdp.39015010860461,"(Charles Percy), Snow, C. P.",The masters.,1951,f,1951-2009,-0.1686905682508799
mdp.39015019800492,"Williamson, Henry,",A solitary war.,1966,m,1951-2009,-0.16864764887492767
mdp.39015003941518,"Glanville, Brian.",The rise of Gerry Logan.,1963,m,1951-2009,-0.16856821715216708
inu.30000116112115,"Ironside, Virginia.","No, I don't want to join a book club / | $c: Virginia Ironside.",2006,f,1951-2009,-0.16850160377620116
mdp.39015050979924,"Waten, Judah L.",Scenes of revolutionary life / | $c: Judah Waten.,1982,m,1951-2009,-0.16848780458207413
inu.30000022286425,"Williamson, Duncan,",Don't look back Jack : | Scottish traveller tales / | $c: Duncan Williamson.,1990,m,1951-2009,-0.16809902728666815
mdp.39015025344154,"Hartley, L. P. (Leslie Poles),",The travelling grave and other stories.,1951,m,1951-2009,-0.16809902728666815
mdp.39015049687257,"Chambers, Clare.",A dry spell / | $c: Clare Chambers.,2000,f,1951-2009,-0.16793180320640055
inu.30000110601626,"Waters, Paul.",Cast not the day / | $c: Paul Waters.,2009,m,1951-2009,-0.1679155747091593
mdp.39015056885810,"Heller, Zoë.",Notes on a scandal / | $c: Zoe Heller.,2003,u,1951-2009,-0.16789585784335248
mdp.39015052962811,,From across the shores : | Punjabi short stories by Asians in Britain / | $c: translated into English & critical introduction by Rana Nayar.,2002,u,1951-2009,-0.16788431982558405
mdp.39015057018973,"Lloyd, Josie.",Love lives / | $c: Josie Lloyd & Emlyn Rees.,2003,f,1951-2009,-0.16752694490680564
mdp.39015015391173,"Humphreys, Emyr.",An absolute hero / | $c: Emyr Humphreys.,1986,m,1951-2009,-0.16752694490680553
mdp.39015050246068,"Mulrooney, Gretta.",Marble heart / | $c: Gretta Mulrooney.,2000,f,1951-2009,-0.16749008805880317
mdp.39015048881729,"MacBeth, George.",Dizzy's woman / | $c: George Macbeth.,1986,m,1951-2009,-0.16744815511796218
mdp.39015000630833,"Lawrence, D. H. (David Herbert),",Works.,1954,m,1951-2009,-0.16727868274195945
mdp.39015047773745,"Cope, Jack,",The student of Zend.,1972,m,1951-2009,-0.16705135835005225
uc1.$b103170,"Mitchison, Naomi,",Lobsters on the agenda.,1952,f,1951-2009,-0.166989887978771
mdp.39015030723327,"Cole, Barry.",The giver.,1971,m,1951-2009,-0.16688285215744958
uc1.32106012493554,"Alexander, L. A",Intimate cartographies : | a three-dimensional novel,2000,u,1951-2009,-0.16679281344080155
mdp.39015059551518,"Preston, John,",Kings of the roundhouse / | $c: John Preston.,2004,m,1951-2009,-0.1666497519243494
uc1.b3862768,"Coward, Noel,",Pomp and circumstance.,1960,m,1951-2009,-0.1666497519243494
mdp.39015038538826,"Hope, Christopher.",Darkest England / | $c: Christopher Hope.,1996,m,1951-2009,-0.1661867889613865
mdp.39015076147670,"Kāniṭakara, Hemanta,",Taking a chance / | $c: V.P. (Hemant) Kanitkar.,2008,u,1951-2009,-0.16611211751574728
mdp.39015060668954,,Urban Welsh : | new short fiction / | $c: edited by Lewis Davies.,2005,u,1951-2009,-0.1657488510234485
mdp.39015054181352,,"Long journey home : | short stories by new lesbian writers / | $c: Caeia March, editor.",1999,u,1951-2009,-0.16535525354247216
mdp.39015016870761,,Hard feelings : | fiction and poetry from Spare Rib / | $c: edited and illustrated by Alison Fell.,1979,u,1951-2009,-0.16531641859101598
mdp.39015030763281,"Middleton, Stanley,",Cold gradations.,1972,m,1951-2009,-0.16513460040919792
uc1.$b137095,"Sørensen, Villy,","Strange stories / | $c: by Villy Sørensen, translated from the Danish by Maureen Neiiendam, with an introduction by Angus Wilson.",1956,u,1951-2009,-0.16513460040919792
mdp.39015029210625,"Hughes, Glyn,",Roth / | $c: Glyn Hughes.,1992,m,1951-2009,-0.1645333498079471
mdp.39015015519815,"Weldon, Fay.",Little sisters / | $c: Fay Weldon.,1987,f,1951-2009,-0.16450907914147472
uc1.$b243905,"Peterkiewicz, Jerzy,",Future to let; | a novel | $c: [by] Jerzy Peterkiewicz.,1958,u,1951-2009,-0.16442752970212715
mdp.39015034410863,"Weldon, Fay.",Affliction / | $c: Fay Weldon.,1993,f,1951-2009,-0.1643509013496368
uc1.32106015014613,"Burnside, John,",The mercy boys,1999,m,1951-2009,-0.16421072753410537
mdp.39015050750879,"Masters, Anthony.",The men / | $c: Anthony Masters.,1997,m,1951-2009,-0.16400948789794667
mdp.39015059978331,"Nicoll, Ruaridh,",Wide eyed / | $c: Ruaridh Nicoll.,2003,u,1951-2009,-0.1639733528975854
mdp.39015049647244,"Armstrong, Adam,",Cry of the panther / | $c: Adam Armstrong.,2000,m,1951-2009,-0.16387197414657162
uc1.32106019864146,"Lewis, Susan",Out of the shadows / | $c: Susan Lewis,2008,f,1951-2009,-0.16372878972503668
mdp.39015003928002,"Gathorne-Hardy, Jonathan.",Chameleon.,1967,m,1951-2009,-0.16369616542645915
mdp.39015016445804,"Charles, Gerda.",The crossing point.,1960,f,1951-2009,-0.16369616542645915
mdp.39015059246838,"Forster, Margaret,",Is there anything you want? / | $c: Margaret Forster.,2005,f,1951-2009,-0.16369616542645915
inu.30000007132636,"Lewis, Michael Lewis,",Barbary coast : | a novel / | $c: by Michael Lewis.,1960,m,1951-2009,-0.16359530305316727
mdp.39015060383638,"Atkinson, Kate.",Case histories / | $c: Kate Atkinson.,2004,f,1951-2009,-0.1635834809055562
uc1.b3862851,"Jackson, Shirley,",The sundial / | $c: Shirley Jackson.,1958,f,1951-2009,-0.16342394547273653
mdp.39015034424435,"St. Aubyn, Edward,",Some hope / | $c: Edward St. Aubyn.,1994,m,1951-2009,-0.16314097999452482
mdp.39015008960943,"Sillitoe, Alan.",The storyteller / | $c: Alan Sillitoe.,1979,m,1951-2009,-0.16306848470671842
mdp.39015059976020,,"Paper, scissors, stone : | new writing from the University of East Anglia / | $c: [introduced by Andrew Motion]",2002,u,1951-2009,-0.16263579031876474
inu.30000110609959,"Rhea, Nicholas,",Murder under the midnight sun / | $c: Nicolas Rhea.,2008,m,1951-2009,-0.16263579031876463
mdp.39015064789327,"Ayers, Jane.",Bradford old and new / | $c: [compiled by] Jane & John Ayers.,1976,f,1951-2009,-0.16256170160988404
mdp.39015045695635,"King, John,",England away / | $c: John King.,1998,m,1951-2009,-0.16215892333484894
mdp.39015059175672,"Welsh, Louise.",Tamburlaine must die / | $c: Louise Welsh.,2004,f,1951-2009,-0.16188784716244464
mdp.39015068802571,"Maxwell, Julie,",You can live forever / | $c: Julie Maxwell.,2007,f,1951-2009,-0.16188784716244464
mdp.39015030855368,"Barstow, Stan,",Joby.,1964,m,1951-2009,-0.16188784716244464
inu.30000100689912,"Nesin, Aziz.",Out of the way! Socialism's coming! = | Sosyalizm geliyor savulun / | $c: Aziz Nesin ; English translations by Damian Croft.,2001,u,1951-2009,-0.16188784716244464
uc1.b3730650,"Myśliwski, Wiesław.",The palace / | $c: Wieslaw Mysliwski ; translated from the Polish by Ursula Phillips.,1991,u,1951-2009,-0.16188784716244464
mdp.39015067702079,"Griffiths, Niall,",Runt / | $c: Niall Griffiths.,2007,m,1951-2009,-0.16188784716244464
mdp.39015000614779,"Smith, Emma,",The opportunity of a lifetime / | $c: by Emma Smith.,1978,f,1951-2009,-0.16188784716244464
uc1.$b389822,"Marsh, Ngaio,",Clutch of constables.,1968,f,1951-2009,-0.16188784716244464
mdp.39015049986790,"Brookner, Anita.",The bay of angels / | $c: Anita Brookner.,2001,f,1951-2009,-0.16188784716244464
uc1.b3741254,"Thomas, D. M.",News from the front / | $c: D. M. Thomas and Sylvia Kantaris.,1983,m,1951-2009,-0.16188784716244453
mdp.39015047457356,"Bedford, Martyn",The Houdini girl / | $c: Martyn Bedford,1998,m,1951-2009,-0.16188784716244442
uc1.b4948469,"Amis, Kingsley.",Ending up.,1974,m,1951-2009,-0.16188784716244442
uc1.$b120197,"Wilson, Carl Thomas David.","The half caste, | $c: by Carl T. D. Wilson.",1964,m,1951-2009,-0.16162857830063493
uc1.$b243542,"Millar, George Reid.",Siesta.,1953,m,1951-2009,-0.16161099223442676
inu.30000025849286,"Trollope, Joanna.",A passionate man / | $c: Joanna Trollope..,1991,f,1951-2009,-0.16142099375441454
mdp.39015049732509,"Croft-Cooke, Rupert,",Octopus / | $c: by Rupert Croft-Cooke.,1979,m,1951-2009,-0.16102726196451
mdp.39015060375659,"Cooper, Fiona,",As you desire me / | $c: Fiona Cooper.,2004,f,1951-2009,-0.16066684594144343
mdp.39015054153757,"King, Martin.",The estate : | a novel / | $c: Martin King.,2001,m,1951-2009,-0.16066684594144343
mdp.39015016415252,"Henrey, Robert, Mrs.,",Paloma.,1957,f,1951-2009,-0.1604419246638905
uc1.32106001980215,"Duncan, Ronald Frederick Henry,","The perfect mistress, | and other stories, | $c: [by] Ronald Duncan.",1969,m,1951-2009,-0.16034344561804315
inu.30000111285023,,De/tached / | $c: [edited by Kelly Fitzgerald & Sandra Mackness ; forward by Menna Elfyn].,2006,u,1951-2009,-0.16014568688369912
uc1.b2838857,"Carter, Angela,",The magic toyshop / | $c: Angela Carter.,1968,f,1951-2009,-0.1601456868836989
mdp.39015021853976,"Aiken, Joan,",The haunting of Lamb House / | $c: Joan Aiken.,1991,f,1951-2009,-0.1598567029512057
inu.30000100579089,"Hennigan, Brian.",The scheme of things / | $c: Brian Hennigan.,2005,m,1951-2009,-0.1597123576773104
uc1.b3191487,,My favourite village stories / | $c: edited by Ronald Blythe ; with line decorations by Peter McClure.,1979,u,1951-2009,-0.15967300773830295
mdp.39015010546912,"Wesker, Arnold,",Said the old man to the young man : | three stories / | $c: Arnold Wesker.,1978,m,1951-2009,-0.15967300773830284
uc1.32106018470754,"Welsh, Irvine",The bedroom secrets of the master chefs / | $c: Irvine Welsh,2006,m,1951-2009,-0.15942479297525247
mdp.39015029276758,,"Fabulous tricks : | stories by gay men / | $c: edited by David Rees, Peter Robins, and Dave Royle.",1992,u,1951-2009,-0.159351921549596
mdp.39015060118844,"Trigell, Jonathan.",Boy A / | $c: Jonathan Trigell.,2004,m,1951-2009,-0.15924234451694208
mdp.39015000630676,"Lawrence, D. H. (David Herbert),",Works.,1954,m,1951-2009,-0.15924234451694208
mdp.39015056460143,"Sampson, Kevin.",Outlaws / | $c: Kevin Sampson.,2001,m,1951-2009,-0.1591839264774514
mdp.39015015390928,"Humphreys, Emyr.",Open secrets / | $c: Emyr Humphreys.,1988,m,1951-2009,-0.15915373916517872
mdp.39015010908419,"Hartley, L. P. (Leslie Poles),",My sisters' keeper | $c: [by] L. P. Hartley.,1970,m,1951-2009,-0.158848333484633
mdp.39015008272265,"baron, Reith, John Charles Walsham Reith,","Wearing spurs,",1966,m,1951-2009,-0.15878225710033278
mdp.39015043786915,"Darling, Julia,",Crocodile soup / | $c: Julia Darling.,1998,f,1951-2009,-0.15860377491285516
uc1.$b323480,"Bullett, Gerald William,",The alderman's son.,1954,m,1951-2009,-0.15831641859101608
mdp.39015015472965,"Thubron, Colin,",Falling / | $c: Colin Thubron.,1989,m,1951-2009,-0.15831641859101608
inu.30000110569674,"Allnatt, Judith.",A mile of river / | $c: Judith Allnatt.,2008,f,1951-2009,-0.15831641859101586
mdp.39015018850894,"Francis, Richard,",The land where lost things go by Olive Watson / | $c: Richard Francis.,1990,m,1951-2009,-0.1579739528375914
mdp.39015030760956,"Middleton, Stanley,",Still waters / | $c: [by] Stanley Middleton.,1976,m,1951-2009,-0.1578447204778084
mdp.39015051324146,"Baron, Alexander,",The in-between time.,1971,m,1951-2009,-0.1577350232421787
mdp.39015028896069,"Rendell, Ruth,",Asta's book / | $c: Barbara Vine.,1993,f,1951-2009,-0.15755884283344035
mdp.39015053748094,"Kenworthy, Christopher.",The quality of light / | $c: Christopher Kenworthy.,2001,m,1951-2009,-0.15755884283344035
uc1.b3477433,"Crisp, Quentin.",Love made easy / | $c: Quentin Crisp.,1977,m,1951-2009,-0.15755884283344013
mdp.39015060667444,"Gale, Patrick,",Friendly fire / | $c: Patrick Gale ; illustrations by Aidan Hicks.,2005,m,1951-2009,-0.15736705150240848
mdp.39015069332669,"Kennedy, A. L.",Day / | $c: A.L. Kennedy.,2007,u,1951-2009,-0.1572294620692768
mdp.39015038143429,"Colegate, Isabel.",Winter journey / | $c: Isabel Colegate.,1995,f,1951-2009,-0.15710824015235436
mdp.39015069302548,"Rhodes, Dan,",Gold / | $c: Dan Rhodes.,2007,m,1951-2009,-0.15704523215033817
mdp.39015012304930,"Balchin, Nigel,",The fall of the sparrow.,1955,m,1951-2009,-0.15704523215033805
mdp.39015024945795,"Tinniswood, Peter.",Winston / | $c: Peter Tinniswood.,1991,m,1951-2009,-0.1569475425103244
mdp.39015008236047,"Colegate, Isabel.",Agatha.,1973,f,1951-2009,-0.15678580634611794
inu.39000005835983,"O'Donnell, Elliott,",The dead riders / | $c: Elliot O'Donnell.,1952,m,1951-2009,-0.1565373923737875
mdp.39015001787616,"Rathbone, Julian,",A spy of the old school / | $c: Julian Rathbone.,1982,m,1951-2009,-0.15646289237040134
uc1.b4974557,"Phillips, Caryl.",A state of independence / | $c: Caryl Phillips.,1986,f,1951-2009,-0.15639334166793928
uc1.$b800307,"Hearne, John,",Voices under the window.,1955,m,1951-2009,-0.15639334166793917
mdp.39015064708236,"King, Francis Henry,",The sunlight on the garden / | $c: Francis King.,2005,m,1951-2009,-0.15639334166793895
inu.32000007577812,"Wilson, Angus,",Anglo-Saxon attitudes : | a novel / | $c: by Angus Wilson.,1956,m,1951-2009,-0.15626723826314726
mdp.49015001342907,"Tey, Josephine,",The Franchise affair / | $c: Josephine Tey [i.e. E. Mackintosh.,1975,f,1951-2009,-0.15589706375230628
inu.39000003401267,,The book of cats / | $c: edited by George MacBeth and Martin Booth.,1976,u,1951-2009,-0.15579703874605477
mdp.39015009309934,"Thomas, Dylan,",The death of the king's canary / | $c: [by] Dylan Thomas and John Davenport ; with an introduction by Constantine FitzGibbon.,1976,m,1951-2009,-0.15567666703822092
uc1.b3294825,"Knowler, John,",The trap.,1964,m,1951-2009,-0.15553864081323854
uc1.32106011677876,"Michael, Livi,",Their angel reach / | $c: Livi Michael,1994,u,1951-2009,-0.15553864081323832
uc1.$b808648,"Fleetwood, Hugh.",A conditional sentence / | $c: Hugh Fleetwood.,1974,m,1951-2009,-0.15528173651009125
uc1.$b794292,"Blackburn, Thomas,",The feast of the wolf.,1971,m,1951-2009,-0.1548040218968011
mdp.39015050762908,"Burnside, John,",The locust room / | $c: John Burnside.,2001,m,1951-2009,-0.15466473319775764
mdp.39015047858314,"Stewart, Lucretia,",Making love : | a romance / | $c: Lucretia Stewart.,1999,f,1951-2009,-0.15462392464428476
uc1.b2837788,"Ryan, Isobel.",The crane.,1968,f,1951-2009,-0.15461271488731232
mdp.39015057604327,"King, Francis Henry,",The nick of time / | $c: Francis King.,2003,m,1951-2009,-0.15456183983643734
mdp.39015047442879,"Blanchard, Stephen",The paraffin child / | $c: Stephen Blanchard,1999,m,1951-2009,-0.15436905016996338
uc1.32106013099145,"Palmer, William,",Four last things / | $c: William Palmer,1996,m,1951-2009,-0.15436905016996338
uc1.$b247959,"Townsend, Peter,",Cambridge anthology. | $c: Introd. by E. M. Forster.,1952,m,1951-2009,-0.15436905016996338
mdp.39015077137126,"Knight, Afsaneh,",Slaughterhouse heart / | $c: by Afsaneh Knight.,2008,u,1951-2009,-0.15436905016996338
mdp.39015049689121,"Rankin, Robert,",Waiting for Godalming / | $c: Robert Rankin.,2000,m,1951-2009,-0.15400607376342978
uc1.$b244794,"Swinnerton, Frank,",Master Jim Probity.,1952,m,1951-2009,-0.15400607376342978
inu.32000009191729,"Barry, Paul.",Unwilling to school.,1961,m,1951-2009,-0.1538771662545677
uc1.b3435517,"Evans, Stuart,",Centres of ritual / | $c: Stuart Evans.,1978,m,1951-2009,-0.1538157615607928
uc1.32106020071673,"Vine, Barbara,",Gallowglass / | $c: Barbara Vine.,1990,f,1951-2009,-0.15345530747990488
uc1.b4974639,,British short stories of today / | $c: edited by Esmor Jones.,1987,u,1951-2009,-0.15343476178628213
uc1.32106013454209,"Litt, Toby,",Adventures in capitalism / | $c: Toby Litt,1996,m,1951-2009,-0.15340774279192937
uc1.$b252097,"Hignett, Sean.",A picture to hang on the wall.,1966,m,1951-2009,-0.1533791145157809
inu.30000110622671,"Perriam, Wendy,",The queen's margarine / | $c: Wendy Perriam.,2009,f,1951-2009,-0.15331641859101608
inu.32000001029240,,Sir Gawain and the Green Knight. | $c: Translated into modern English by M. R. Ridley. Illustrated by John G. Galsworthy.,1962,u,1951-2009,-0.15331641859101597
mdp.39015007058111,"Pym, Barbara.",Excellent women / | $c: Barbara Pym.,1977,f,1951-2009,-0.15320592135344702
uc1.$b322785,"Booth, Pat,","Long night among the stars, | $c: by Pat Booth.",1961,u,1951-2009,-0.15316374683529077
uc1.b2801401,"Monsarrat, Nicholas,",A fair day's work.,1964,m,1951-2009,-0.1530695050107692
uc1.$b396485,"Glanville, Brian.","The king of Hackney Marshes, and other stories / | $c: by Brian Glanville.",1965,m,1951-2009,-0.15295927573387325
mdp.39015010558420,"Pym, Barbara.",Crampton Hodnet / | $c: Barbara Pym.,1985,f,1951-2009,-0.15289683817143562
uc1.b4948650,"Symons, Julian,",The Detling murders / | $c: Julian Symons.,1982,m,1951-2009,-0.15280794401474485
mdp.39015016978093,"Belben, Rosalind.",Is beauty good / | $c: Rosalind Belben.,1989,f,1951-2009,-0.15267125730069353
mdp.39015063101730,"Torrington, Jeff,",Swing hammer swing! / | $c: Jeff Torrington.,1993,m,1951-2009,-0.15253039239014266
uc1.$b115495,"Dathorne, O. R.,",The scholar-man | $c: [by] O.R. Dathorne.,1964,u,1951-2009,-0.15250833778293515
mdp.39015003929976,"Glaskin, G. M. (Gerald Marcus),",The man who didn't count.,1965,m,1951-2009,-0.15223533750993512
uc1.32106012773187,"Benzie, Alex",The year's midnight / | $c: Alex Benzie,1995,m,1951-2009,-0.152235337509935
uc1.32106014866021,"Parsons, Tony,",Man and boy,1999,m,1951-2009,-0.15192106975380681
mdp.39015039926350,"Baxter, Walter,",The image and the search.,1953,m,1951-2009,-0.15192106975380681
uc1.32106007902650,"Dahl, Roald",More Roald Dahl tales of the unexpected,1980,m,1951-2009,-0.1519210697538066
inu.30000029310947,"Robins, Peter.",Ruined boys / | $c: Peter Robins.,1993,m,1951-2009,-0.15185574443371286
mdp.39015049991105,"Graham, Laurie,","Dog days, Glen Miller nights / | $c: Laurie Graham.",2000,f,1951-2009,-0.15179467946058123
mdp.39015018978919,"Haggard, Stephen,",NYA / | $c: Stephen Haggard ; introduced by Frank Kermode.,1988,m,1951-2009,-0.15141986686687814
uc1.b3810590,"Close, Robert Shaw,",She's my lovely.,1962,m,1951-2009,-0.15122686635221017
mdp.39015050134397,"Francis, Dick.",Shattered / | $c: Dick Francis.,2000,m,1951-2009,-0.15115679417787042
uc1.$b243987,"Priestley, J. B. (John Boynton),","The other place, | and other stories of the same sort.",1953,m,1951-2009,-0.15070772293884238
mdp.39015066080386,"Littlewood, Joan.",Joan's book : | Joan Littlewood's peculiar history as she tells it.,1994,f,1951-2009,-0.1506732785117938
uc1.32106011457261,"Chapman, Robin",Wartimes : | two stories of World War II / | $c: Robin Chapman,1995,u,1951-2009,-0.15063925323668526
mdp.39015014459088,"Jones, Gwyn,",Twenty-five Welsh stories; | $c: selected by Gwyn Jones and Islwyn Ffowc Elis; with an introduction by Gwyn Jones.,1971,u,1951-2009,-0.15063925323668526
uc1.32106002182878,"Padgett, Ron,",The adventures of Mr. and Mrs. Jim and Ron | $c: [by] Jim Dine and Ron Padgett.,1970,m,1951-2009,-0.14998308525768278
mdp.39015002178864,"Lessing, Doris May,",A proper marriage.,1954,f,1951-2009,-0.14998308525768278
uc1.b3796822,"Baybars, Taner.","A trap for the burglar, | a novel. | $c: Specially illustrated with 15 original drawings by Arthur Boyd.",1965,u,1951-2009,-0.14998308525768278
inu.39000002305253,"Norman, Barry,",A series of defeats / | $c: Barry Norman.,1977,m,1951-2009,-0.14998308525768278
mdp.39015073951520,,Bedford Square 3 : | new writing from the Royal Holloway Creative Writing Programme / | $c: foreword by Andrew Motion.,2008,u,1951-2009,-0.14998308525768267
