htid,author,title,year,authgender,period,diff
mdp.39015051321167,"Bainbridge, Beryl,",A weekend with Claude / | $c: Beryl Bainbridge.,1981,f,1951-2009,-0.14998308525768267
uc1.32106006836651,"Callison, Brian.",The sextant / | $c: Brian Callison.,1981,m,1951-2009,-0.14958436117474805
uc1.32106012883820,"Oakley, Ann",A proper holiday / | $c: Ann Oakley,1996,f,1951-2009,-0.14953263480723245
uc1.32106019494522,"George, Christopher",Towards the sun / | $c: Christopher George,2008,m,1951-2009,-0.14942380114135168
mdp.39015067683154,"Gowers, Rebecca.",When to walk / | $c: Rebecca Gowers.,2007,f,1951-2009,-0.14937481275160003
mdp.39015068314387,"Philip, Prince, consort of Elizabeth II, Queen of Great Britain,","The environmental revolution : | speeches on conservation, 1962-1977 / | $c: H.R.H. Prince Philip.",1978,m,1951-2009,-0.14890083417543165
inu.30000039139013,"Perriam, Wendy,",After purple / | $c: Wendy Perriam.,1993,f,1951-2009,-0.1487010339756315
uc1.32106007017350,"Hough, Richard Alexander,",Buller's victory / | $c: Richard Hough.,1984,m,1951-2009,-0.14868100192434952
uc1.b4386256,"Donleavy, J. P. (James Patrick),",Are you listening Rabbi Löw / | $c: J.P. Donleavy.,1987,m,1951-2009,-0.14865650542169628
mdp.39015047659803,"Gilliatt, Penelope.",They sleep without dreaming : | stories / | $c: by Penelope Gilliatt.,1985,f,1951-2009,-0.1486169650391035
mdp.39015043089849,"Duffy, Maureen.",Restitution / | $c: Maureen Duffy.,1998,f,1951-2009,-0.14848607926965873
mdp.39015080845434,"Duffy, Maureen.",The Orpheus trail / | $c: Maureen Duffy.,2009,f,1951-2009,-0.14846002172417538
mdp.39015025295877,"MacBeth, George.",The testament of Spencer / | $c: George MacBeth.,1992,m,1951-2009,-0.14808914586374333
uc1.b2793193,"Vulliamy, C. E. (Colwyn Edward),",Floral tribute / | $c: C.E. Vulliamy.,1963,m,1951-2009,-0.1479505649324795
mdp.39015019559114,"Ellis, Alice Thomas.",The inn at the edge of the world / | $c: Alice Thomas Ellis.,1990,f,1951-2009,-0.1479505649324795
mdp.39015014855442,"Burgess, Anthony,",The eve of Saint Venus | $c: [by] Anthony Burgess. Illustrated by Edward Pagram.,1964,m,1951-2009,-0.14795056493247938
uc1.$b244954,"Stern, G. B. (Gladys Bronwyn),",For all we know.,1956,f,1951-2009,-0.14755590079166336
uc1.b3872947,"Hay, J. Macdougall.",Gillespie.,1963,u,1951-2009,-0.1471625724371698
mdp.39015080818811,,The ground beneath her feet & other stories & poems / | $c: Jan Fortune-Wood (editor).,2008,u,1951-2009,-0.14710952203929195
mdp.39015050981797,"White, Patrick,",Three uneasy pieces / | $c: Patrick White.,1988,m,1951-2009,-0.14710952203929195
mdp.39015064876413,"Newland, Courttia.",Music for the off-key : | twelve macabre short stories / | $c: Courttia Newland.,2006,u,1951-2009,-0.14710952203929184
mdp.39015062844298,"Wheatle, Alex,",Island songs / | $c: Alex Wheatle.,2005,m,1951-2009,-0.14681852829565745
mdp.39015025157937,,Classic Welsh short stories / | $c: selected by Gwyn Jones and Islwyn Ffowc Elis ; with an introduction by Gwyn Jones.,1992,u,1951-2009,-0.14670224536266974
mdp.39015047776730,"Garfield, Leon.",The house of cards / | $c: Leon Garfield.,1983,m,1951-2009,-0.14661808129885434
wu.89054845235,,My favorite horse stories / | $c: edited by Dawn Palethorpe Wofford ; with illustrations by Joan Thompson.,1959,u,1951-2009,-0.14653955908688376
uc1.$b795541,"Lloyd, Roger B. (Roger Bradshaigh),",The troubling of the city / | $c: Roger Lloyd.,1962,m,1951-2009,-0.14653955908688376
wu.89082441312,"White, Graham,","""The long road to the sky"" : | night fighter over Germany  / | $c: Graham White.",2006,m,1951-2009,-0.14635989685188555
mdp.39015016415468,"Hay, J. Macdougall.",Gillespie.,1963,u,1951-2009,-0.1461604552882637
mdp.39015016452388,"Branfield, John.",In the country.,1966,m,1951-2009,-0.14601483128942883
inu.30000087206896,"Morgan, Philippa.",Chaucer and the doctor of physic / | $c: Philippa Morgan.,2006,f,1951-2009,-0.1458724724026753
uc1.b4938155,"Grand, Sarah.","The Beth book : | being a study of the life of Elizabeth Caldwell Maclure, a woman of genius / | $c: by Sarah Grand ; with a new introduction by Elaine Showalter.",1980,f,1951-2009,-0.14574579712208935
uc1.32106013526931,"Fish, Laura",Flight of black swans / | $c: Laura Fish,1995,f,1951-2009,-0.14553015904903133
mdp.39015060814582,"Vine, Barbara,",The minotaur / | $c: Barbara Vine.,2005,f,1951-2009,-0.14528824957693154
mdp.39015061103381,"Fairbairns, Zoë.",How do you pronounce nulliparous? / | $c: Zoë Fairbairns.,2004,u,1951-2009,-0.14508112447336907
uc1.b4110031,"Priestley, J. B. (John Boynton),",The Priestley companion : | a selection from the writings of J.B. Priestley / | $c: with an introduction by Ivor Brown.,1951,m,1951-2009,-0.1448071018208298
uc1.$b784242,"Hay, J. Macdougall.",Gillespie.,1963,u,1951-2009,-0.1446314033004963
mdp.39015022401213,"Wace,","Wace and Layamon, Arthurian chronicles. | $c: Translated by Eugene Mason. Introd. by Gwyn Jones.",1962,u,1951-2009,-0.1444923985743355
uc1.32106014953365,"Legge, Gordon,",Near neighbors / | $c: Gordon Legge,1998,m,1951-2009,-0.14427532270060517
mdp.39015070756112,"Hill, Susan,",The man in the picture : | a ghost story / | $c: Susan Hill.,2007,f,1951-2009,-0.14427532270060506
mdp.39015056801189,"DeMarco, Gordon.",Murder at the Fringe / | $c: by Gordon DeMarco.,1987,m,1951-2009,-0.14424278438674054
uc1.32106005651358,"Westlake, Donald E.",The handle / | $c: Richard Stark.,1985,m,1951-2009,-0.14416913176931068
uc1.32106016491844,"Aldridge, Kitty,",Pop / | $c: Kitty Aldridge,2001,f,1951-2009,-0.14408129111226242
mdp.39015066843544,"Bucknell, Katherine.",What you will / | $c: Katherine Bucknell.,2007,f,1951-2009,-0.14394443791468758
mdp.39015046820653,"Lodge, David,",Therapy : | a novel / | $c: David Lodge.,1995,m,1951-2009,-0.1434644101343564
mdp.39015078800672,"Haynes, Fredwyn.",The new revolution : | a political thriller / | $c: Fredwyn Haynes.,2008,u,1951-2009,-0.14338836103705932
mdp.39015017716385,"Flett, Una.",Revisiting empty houses | $c: Una Flett.,1988,f,1951-2009,-0.14331641859101596
uc1.32106007940551,"Weldon, Fay.",The hearts and lives of men / | $c: Fay Weldon.,1987,f,1951-2009,-0.1432887177599912
inu.39000003998387,"Parker, Robert B.,",The Judas goat / | $c: Robert B. Parker.,1982,m,1951-2009,-0.14327810441477073
inu.30000026288948,"Bellamy, Guy,",A village called Sin / | $c: Guy Bellamy.,1992,m,1951-2009,-0.14311597315671765
uc1.32106007731786,"Naipaul, V. S. (Vidiadhar Surajprasad),",The enigma of arrival : | a novel in five sections / | $c: V.S. Naipaul.,1987,m,1951-2009,-0.1429549728078835
mdp.39015066900955,,Is this what you want? : | the Asham Award short-story collection / | $c: edited by Kate Pullinger.,2007,u,1951-2009,-0.1428908866761226
uc1.$b396481,"Glanville, Brian.",The artist type.,1967,m,1951-2009,-0.14267314373721496
mdp.39015004264944,"Upward, Edward.","The railway accident, and other stories.",1969,m,1951-2009,-0.1424073276819252
uc1.32106012885155,"North, Sam",By desire / | $c: Sam North,1996,m,1951-2009,-0.1424073276819252
uc1.$b396546,"Jones, David.",The perfumed acres.,1969,m,1951-2009,-0.1424073276819252
uc1.b4948552,"Feinstein, Elaine.",The survivors / | $c: Elaine Feinstein.,1982,f,1951-2009,-0.14199221767777404
mdp.39015053381318,"Parsons, Tony.",One for my baby / | $c: Tony Parsons.,2001,m,1951-2009,-0.14179426059486977
mdp.39015040081997,"Wyndham, John,",Jizzle | $c: [by] John Wyndham.,1968,m,1951-2009,-0.14176712281636816
mdp.39015008539465,"Holbrook, David.",Flesh wounds.,1966,m,1951-2009,-0.14162091686091227
mdp.39015061751411,"Buckley, Jonathan,",Invisible / | $c: Jonathan Buckley.,2004,m,1951-2009,-0.14160044225965518
uc1.$b322927,"Arkell, Reginald,",Trumpets over Merriford; | $c: illustrated by J. S. Goodall.,1955,m,1951-2009,-0.14160044225965496
mdp.39015054182749,"Redfern, Elizabeth.",The music of the spheres / | $c: Elizabeth Redfern.,2001,f,1951-2009,-0.1414796838971385
mdp.39015078779710,"Badoe, Yaba.",True murder / | $c: Yaba Badoe.,2009,u,1951-2009,-0.14138816746993965
mdp.39015002148933,"Smith, Stevie,","Novel on yellow paper; | or, Work it out for yourself, | $c: by Stevie Smith.",1969,u,1951-2009,-0.14131641859101618
mdp.39015016435409,"Kennedy, Margaret,",The heroes of Clone.,1957,f,1951-2009,-0.14100872628332384
uc1.32106007348052,"Forbes, Bryan,",The endless game / | $c: Bryan Forbes.,1986,m,1951-2009,-0.14100872628332384
uc1.32106011376677,"Welsh, Irvine",Marabou stork nightmares : | a novel / | $c: Irvine Welsh,1995,m,1951-2009,-0.14098192381749697
uc1.$b794636,"Matheson, Jean.",The island.,1952,f,1951-2009,-0.140502047333531
mdp.39015001741860,"Cooper, William,",Scenes from later life : | a novel / | $c: by William Cooper.,1983,m,1951-2009,-0.140502047333531
uc1.$b684806,"Bates, H. E. (Herbert Ernest),",The wild cherry tree | $c: [by] H. E. Bates.,1968,m,1951-2009,-0.140096079607965
uc1.32106011483796,"Hegarty, Frances",Let's dance / | $c: Frances Hegarty,1995,f,1951-2009,-0.13956641859101604
mdp.39015054132066,"Aldridge, Kitty,",Pop / | $c: Kitty Aldridge,2001,f,1951-2009,-0.13919877153219262
mdp.39015057591151,"Habens, Alison,",Lifestory / | $c: Alison Habens.,2003,f,1951-2009,-0.13897679594950663
uc1.b3346981,"Prescott, H. F. M. (Hilda Frances Margaret),",Dead and not buried / | $c: H.F.M. Prescott.,1957,f,1951-2009,-0.13872182399642152
mdp.39015080874087,"O'Connell, Sanjida,",The naked name of love / | $c: Sanjida O'Connell.,2009,u,1951-2009,-0.13872182399642152
mdp.39015014878428,"Gordon, Victor.",Mrs Rushworth : | a novel / | $c: by Victor Gordon.,1989,m,1951-2009,-0.13872182399642152
mdp.39015002179029,"Lessing, Doris May,",Martha Quest.,1952,f,1951-2009,-0.1387218239964214
mdp.39015080862744,"Reynolds, Matthew.",Designs for a happy home / | $c: Matthew Reynolds.,2009,m,1951-2009,-0.13827509627696644
mdp.39015031228250,"Dawson, Jennifer.",A field of scarlet poppies / | $c: [by] Jennifer Dawson.,1979,f,1951-2009,-0.13807832335292092
mdp.39015082746192,"Simms, Chris,",Savage moon / | $c: Chris Simms.,2007,m,1951-2009,-0.13787482314942057
mdp.39015067683162,"Truss, Lynne.",A certain age / | $c: Lynne Truss.,2007,f,1951-2009,-0.13781080061348805
mdp.39015055857760,"Wheatle, Alex,",The seven sisters / | $c: Alex Wheatle.,2002,m,1951-2009,-0.1377281832968985
mdp.39015059551708,"Matthews, Beryl.",A change of fortune / | $c: Beryl Matthews.,2004,f,1951-2009,-0.13757173773995235
mdp.39015077682931,"Esler, Gavin.",A scandalous man / | $c: Gavin Esler.,2008,m,1951-2009,-0.13757173773995224
inu.30000107641973,"Baker, Carleen.",Hate loves games / | $c: Carleen Baker.,2006,f,1951-2009,-0.13757173773995224
mdp.39015032933585,"Harrison, Carey.",Egon / | $c: Carey Harrison.,1993,m,1951-2009,-0.1375269449068055
uc1.32106011458897,"Waugh, Teresa",The gossips / | $c: Teresa Waugh,1995,f,1951-2009,-0.13746149631122329
mdp.39015067683469,"Harding, Georgina,",The solitude of Thomas Cave / | $c: Georgina Harding.,2007,f,1951-2009,-0.13716257243716978
mdp.39015084104531,"Morrison, Ewan.",Ménage / | $c: Ewan Morrison.,2009,u,1951-2009,-0.13707228713561703
uc1.b3473215,"Roland, Nicholas.",The Great One.,1967,m,1951-2009,-0.13704312666555019
mdp.39015055084712,"Chalmers, Robert.",Who's who in hell / | $c: Robert Chalmers.,2002,m,1951-2009,-0.13699913813775833
mdp.39015059587454,,"Dreams never end / | $c: Andrew Newsham, Mick Scully, H.P. Tinker ; edited by Nicholas Royle.",2004,u,1951-2009,-0.13698614336165815
mdp.39015074228654,"Thomas, Leslie",Soldiers and lovers / | $c: Leslie Thomas.,2007,m,1951-2009,-0.13690386253720443
mdp.39015069302563,"Thorpe, Adam,",Between each breath / | $c: Adam Thorpe.,2007,m,1951-2009,-0.1368820587855054
mdp.39015011535948,"Williamson, Henry,",The gale of the world.,1969,m,1951-2009,-0.13671067446568974
mdp.39015048921046,"Corcoran, Patrick,",Last light breaking / | $c: Patrick Corcoran.,1998,m,1951-2009,-0.13667776312883118
mdp.39015077135997,"Campbell, Alastair,",All in the mind / | $c: Alastair Campbell.,2008,u,1951-2009,-0.13624682152141898
mdp.39015015340154,"Barstow, Stan,",Give us this day / | $c: Stan Barstow.,1989,m,1951-2009,-0.1361941164327426
mdp.39015003976233,"Morgan, Charles,",The gunroom.,1968,m,1951-2009,-0.135858791472372
uc1.$b389728,"Duncan, Ronald,",A kettle of fish | $c: [by] Ronald Duncan.,1971,m,1951-2009,-0.1355827075428574
inu.32000001373598,"Brophy, Brigid,",Flesh / | $c: Brigid Brophy.,1962,f,1951-2009,-0.13537827426111904
mdp.39015064989190,"Herrad, Imogen Rhia.","The woman who loved an octopus, and other saints' tales / | $c: Imogen Rhia Herrad.",2007,u,1951-2009,-0.13527720290474166
mdp.39015028717380,"Nye, Robert.",The voyage of the Destiny / | $c: Robert Nye.,1982,m,1951-2009,-0.13519533299602637
mdp.39015033437545,"Sutherland, Elizabeth.",Hannah hereafter / | $c: Elizabeth Sutherland.,1976,f,1951-2009,-0.13502582030041765
mdp.39015038101666,"Naher, Gaby,",The underwharf / | $c: Gaby Naher.,1996,u,1951-2009,-0.135007750514906
inu.39000000340278,"Urquhart, Fred,",Seven ghosts in search / | $c: Fred Urquhart.,1983,m,1951-2009,-0.1348912217406224
inu.30000110590472,"Astaire, Simon.",Private privilege / | $c: Simon Astaire.,2008,m,1951-2009,-0.13483157010616742
inu.32000009614910,"Wilson, Colin,",The world of violence.,1963,m,1951-2009,-0.1347248692952414
inu.30000110570912,"Chapman, Rob.",Dusk music / | $c: Rob Chapman.,2008,m,1951-2009,-0.13461091697289296
uc1.32106007155127,,"Women writing, 3 : | an anthology of short stories / | $c: edited by Denys Val Baker.",1980,u,1951-2009,-0.13459030394133464
mdp.39015042826951,"Tennant, Emma.",Elinor and Marianne : | a sequel to Sense and sensibility / | $c: Emma Tennant ; with illustrations by Nicola Leader.,1996,f,1951-2009,-0.13457033708631372
mdp.39015025240055,"Raven, Simon,",The Troubadour : | a novel / | $c: by Simon Raven.,1992,m,1951-2009,-0.13444636209384098
mdp.39015029863118,"McCrum, Robert.",The psychological moment / | $c: Robert McCrum.,1993,m,1951-2009,-0.13433164701741196
mdp.39015077143058,"Llewellyn, Julia.",The model wife / | $c: Julia Llewellyn.,2008,f,1951-2009,-0.1341692970558349
uc1.$b301856,"Meynell, Viola,","Louise, and other stories.",1954,f,1951-2009,-0.13331641859101617
mdp.39015056165155,"Parsons, Tony,",Man and wife / | $c: Tony Parsons.,2002,m,1951-2009,-0.13331641859101617
uc1.32106006786880,"Stander, Siegfried.",Into the winter : | a novel / | $c: by Siegfried Stander.,1983,m,1951-2009,-0.13331641859101606
mdp.39015070684983,"Okri, Ben.",Starbook : | a magical tale of love and regeneration / | $c: Ben Okri.,2007,m,1951-2009,-0.13331641859101606
mdp.39015069313552,"Pears, Tim,",Blenheim Orchard / | $c: Tim Pears,2007,m,1951-2009,-0.13331641859101606
mdp.39015024905294,"Thubron, Colin,",Turning back the sun / | $c: Colin Thubron.,1991,m,1951-2009,-0.13331641859101606
inu.30000047574516,"Finlay, Ian Hamilton.","The sea-bed, | and other stories / | $c: Ian H. Finlay ; illustrations by Zeliko Kujundzic.",1958,m,1951-2009,-0.13331641859101606
uc1.32106017432326,"Kennedy, B. A",Exits and other stories / | $c: B.A. Kennedy,2008,u,1951-2009,-0.13331641859101606
uc1.$b244928,"Sowerby, Benn",Fright in the forest : | a novel / | $c: Benn Sowerby ; with an introd. by Siegfried Sassoon.,1951,u,1951-2009,-0.13331641859101606
mdp.39015073992250,"Myerson, Julie.",Out of breath / | $c: Julie Myerson.,2008,f,1951-2009,-0.13331641859101595
mdp.39015051324252,"Bates, H. E. (Herbert Ernest),",The yellow meads of asphodel / | $c: by H. E. Bates.,1976,m,1951-2009,-0.13331641859101595
mdp.39015050245946,"Mills, Magnus.",All quiet on the Orient Express / | $c: Magnus Mills.,1999,m,1951-2009,-0.13331641859101595
uc1.b4948651,"Symons, Julian,",The name of Annabel Lee / | $c: Julian Symons.,1983,m,1951-2009,-0.13331641859101595
uc1.b3728085,"Butler, William,",Cire perdue.,1965,m,1951-2009,-0.13331641859101595
mdp.39015032231642,"Cowan, Andrew.",Pig / | $c: Andrew Cowan.,1994,m,1951-2009,-0.13331641859101595
mdp.49015000282831,"Pène du Bois, William,",Lion / | $c: William Pène Du Bois.,1983,m,1951-2009,-0.13331641859101595
mdp.39015011549105,"Vesaas, Tarjei,",Spring night; | $c: translated from the Norwegian by Kenneth G. Chapman.,1972,m,1951-2009,-0.13331641859101595
uc1.b3472579,"Wheldon, David,",The course of instruction / | $c: by David Wheldon.,1984,m,1951-2009,-0.13331641859101595
mdp.39015050498065,"Smith, Ali,",Hotel world / | $c: Ali Smith.,2001,m,1951-2009,-0.13331641859101595
inu.39000005588921,"M'Sparran, Archibald.",The Irish legend of the M'Donnell and the Norman de Borgos / | $c: Archibald M'Sparran.,1986,m,1951-2009,-0.1325099669781128
mdp.39015063239969,"Knight, Margaret,",Ginger Lily / | $c: Margaret Knight.,2004,f,1951-2009,-0.13247608245656228
mdp.39015074054571,"Raphael, Frederic,",Fame and fortune / | $c: Frederic Raphael.,2007,m,1951-2009,-0.1323189123566021
mdp.39015008776349,"Campbell, Michael,",Lord dismiss us.,1967,m,1951-2009,-0.13216034922685427
mdp.39015011808824,"Acton, Harold,",Old lamps for new.,1965,m,1951-2009,-0.13208942472598528
mdp.39015059593296,"Evans, Lissa.",Odd one out / | $c: Lissa Evans.,2004,f,1951-2009,-0.13175391859101604
mdp.39015031604625,"Amis, Martin.",Dead babies / | $c: Martin Amis.,1975,m,1951-2009,-0.13175391859101604
mdp.39015008011788,"Maclaren-Ross, J. (Julian),",The funny bone.,1956,m,1951-2009,-0.1316215033367787
uc1.b3472693,"Douglas-Home, Robin.",When the sweet talking's done / | $c: Robin Douglas-Home.,1968,u,1951-2009,-0.13146456673916418
mdp.39015000649551,"(Victor Sawdon), Pritchett, V. S.","Blind love, and other stories, | $c: by V. S. Pritchett.",1969,u,1951-2009,-0.13142068399385964
mdp.39015069360132,"Aldridge, Kitty,",Cryers Hill / | $c: Kitty Aldridge.,2007,f,1951-2009,-0.13132636883977233
inu.30000110628389,"Phelps, Jeff.",Box of tricks / | $c: Jeff Phelps.,2009,m,1951-2009,-0.13090678003679912
uc1.32106013037343,"Thubron, Colin,",Distance / | $c: Colin Thubron,1996,m,1951-2009,-0.13090678003679912
inu.32000001379272,"Hackney, Alan.","Private's progress, | a novel, | $c: by Alan Hackney.",1954,m,1951-2009,-0.13083194654132646
mdp.39015000609746,"Spark, Muriel.",Voices at play; | [short stories and radio plays],1961,f,1951-2009,-0.1307523160269134
mdp.39015024652706,,Original prints II : | new writing from Scottish women / | $c: introduction by Elspeth Davie.,1987,u,1951-2009,-0.13066741196849962
mdp.39015043101354,"McEwan, Ian.",Amsterdam / | $c: Ian McEwan.,1998,m,1951-2009,-0.1305766925636188
mdp.39015010421447,"Powys, John Cowper,",Porius : | a romance of the Dark Ages.,1952,m,1951-2009,-0.1305766925636188
uc1.32106001985073,"Gilbert, Michael Francis,",Death has deep roots.,1951,m,1951-2009,-0.1305766925636187
inu.39000002585144,"Burley, W. J. (William John)",The schoolmaster : | a novel / | $c: by W. J. Burley.,1977,m,1951-2009,-0.13037524212042795
