htid,author,title,year,authgender,female_category,urban_metric_global_frac
uc1.b3326179,"Kingsley, Charles,","Hypatia; or, New foes with an old face",1853,m,,-0.07906107500243173
njp.32101068574159,"Wood, Henry,",Johnny Ludlow,1899,f,,-0.0792220838643269
uc1.b4937286,,Short stories from the Second World War / | $c: chosen by Dan Davin.,1982,u,,-0.0792714161914451
mdp.39015047446391,"Francis, Richard,",Fat hen / | $c: Richard Francis.,1999,m,,-0.07939341359469776
mdp.39015008960943,"Sillitoe, Alan.",The storyteller / | $c: Alan Sillitoe.,1979,m,high_male,-0.07944442128053628
mdp.39015028896069,"Rendell, Ruth,",Asta's book / | $c: Barbara Vine.,1993,f,,-0.07955743332025439
mdp.39015063014073,"Archibald, Norman,","Heaven high, hell deep, 1917-1918, | $c: Norman Archibald.",1935,m,high_male,-0.07956172244940252
uiuo.ark:/13960/t0dv1sk2m,"Ainsworth, William Harrison,",Hilary St. Ives,1870,m,,-0.07969537595574407
uc2.ark:/13960/t3tt4h93j,"Scott, Jane Jobson,",The skeleton in the cupboard,1860,f,,-0.07970729092614809
uiuo.ark:/13960/t04x5wh8k,"MacFarlane, Charles,",The Armenians,1830,m,high_female,-0.07977361894087158
uiuo.ark:/13960/t20c57670,"Beste, John Richard Digby,",Pope,1840,m,,-0.07980043771973538
mdp.39015053608322,"Murphy, Clive,","Freedom for Mr. Mildew, and Nigel someone / | $c: Clive Murphy.",1975,m,mixed,-0.07995480486821256
uc1.$b785404,"Gee, Maurice.",A special flower / | $c: Maurice Gee.,1965,m,mixed,-0.08029305789860666
uiuo.ark:/13960/t5bc4m870,"Sinclair, Catherine,",Cross purposes,1855,f,,-0.08058712652895295
uc2.ark:/13960/t3zs2n59f,"Prior, Herman Ludolphus,",Six months hence,1870,m,,-0.0806518553566071
mdp.39015031308128,"Trickett, Rachel,",A visit to Timon.,1970,f,mixed,-0.08067601527016471
mdp.39015011684662,"Bâ, Mariama.",Scarlet song / | $c: Mariama Bâ ; translated by Dorothy S. Blair.,1985,u,high_female,-0.08070888504951818
mdp.39015032175690,"King, Naomi.",O.P.P. / | $c: Naomi King.,1993,f,high_female,-0.08071647062050451
hvd.32044050537992,"Monkland, Anne Catharine.",Life in India;,1828,f,high_female,-0.08088366034138242
uc2.ark:/13960/t3jw89g4h,"Lever, Charles James,",[Charles Lever's novels,1872,m,,-0.08098079560455992
inu.32000005270824,,"The Abduction, or, The adventures of Major Sarney",1825,u,,-0.08108041374923008
uc1.$b236281,"Cicellis, Kay.",Death of a town.,1954,f,,-0.08137001824532164
uiuo.ark:/13960/t09w13v7r,,Wedded life in the upper ranks,1831,u,,-0.08158333957338171
mdp.39015001573347,"Firbank, Ronald,",The complete Ronald Firbank. | $c: With a pref. by Anthony Powell.,1961,m,high_female,-0.08166382181934664
uc1.$b795525,"Royde-Smith, Naomi.","The mother, | $c: by Naomi Royde-Smith.",1931,f,,-0.08176001906428598
mdp.39015040570734,,Professor Pfiglzz and his strange companion : | and other Portuguese stories / | $c: edited by Eugénio Lisboa.,1997,u,high_female,-0.08187505182110313
mdp.39015078785808,"Fleming, James,",Cold blood / | $c: James Fleming.,2009,m,high_male,-0.08196160864346452
uc1.$b242706,"King, Francis Henry.",An air that kills / | $c: by Francis King.,1948,m,mixed,-0.0820314518970865
mdp.39015001533713,"Bates, H. E. (Herbert Ernest),",Cut and come again; | Fourteen stories.,1951,m,,-0.08208509623207373
njp.32101068174737,"Jameson, Margaret.",Training,1887,f,high_female,-0.0821050815802547
uc2.ark:/13960/t2b856p2h,,Eleven possible cases,1891,m,mixed,-0.08215534204281115
mdp.39015053039205,"Beaven, Derek.",If the invader comes / | $c: Derek Beaven.,2001,m,mixed,-0.08218811029361983
uc2.ark:/13960/t40r9tv6x,"Somerville, E. Œ.",Dan Russell the fox,1911,f,high_female,-0.08232798248450296
uiuo.ark:/13960/t2w388f8g,"Lloyd, Jessie Sale,",Scamp;,1887,f,,-0.08240232723003305
mdp.39015063961398,"Winter, John Strange,",Aunt Johnnie,1894,m,high_female,-0.08248247833782685
mdp.39015037449280,"Naipaul, Shiva,",A man of mystery and other stories / | $c: Shiva Naipaul.,1995,u,high_female,-0.08252526547667405
uiuo.ark:/13960/t7dr3d479,"Braddon, M. E.",A strange world,1875,f,,-0.08254243170116737
uc2.ark:/13960/t01z46j1d,"Reid, Forrest,",Following darkness,1912,m,,-0.0825490736888583
mdp.39015064544839,"Hofland,",Tales of the Priory,1820,f,high_female,-0.08256804083315633
inu.30000025868765,"Okpi, Kalu,",Love / | $c: Kalu Okpi.,1991,u,high_male,-0.08261007381275134
inu.30000027331291,"Lambert, Angela.",Love among the single classes / | $c: Angela Lambert.,1990,f,mixed,-0.08262729579154035
uiuo.ark:/13960/t7zk60x33,"Westall, William,",Her two millions,1887,m,mixed,-0.08263536734236787
mdp.39015003928887,"Gerhardie, William Alexander,",Works.,1970,m,,-0.08263989033561936
uc1.$b511099,"Oppong-Affi, A. M.",Powers of darkness / | $c: A. M. Oppong-Affi ; illus. by Peter Edwards.,1971,u,high_male,-0.08279591418389215
mdp.39015032998992,"Smith, Iain Crichton,",Consider the lilies / | $c: Iain Crichton Smith ; introduced by Isobel Murray.,1987,u,,-0.08280221048653719
mdp.39015034521925,"Rees, David,",The estuary / | $c: David Rees.,1983,m,,-0.08283495698316043
njp.32101067887180,"Berger, Marcel,",In the fire of the furnace,1916,m,mixed,-0.08285446847021706
uiuo.ark:/13960/t1pg2683c,"Lyttleton, M.","Peregrine, or, The fool of fortune",1803,u,high_male,-0.08285637774345994
uc2.ark:/13960/t02z15c5v,"Lever, Charles James,",[Charles Lever's novels,1872,m,high_male,-0.08288168127599646
inu.39000005717066,"Collier, John,","His monkey wife; | or, Married to a chimp.",1969,m,high_female,-0.08289813536865381
mdp.39015061381748,"Edric, Robert,",Siren song / | $c: Robert Edric.,2004,m,,-0.08291764843516257
uc2.ark:/13960/t76t0hf2v,"Alcott, Louisa May,",Work,1873,f,,-0.08295536886564447
mdp.39015000615511,"Smith, Jonathan,",Wilfred and Eileen / | $c: Jonathan Smith.,1976,m,mixed,-0.08305601965607012
uc1.b3322425,Author of Told in the verandah.,"A black prince, and other stories",1893,u,mixed,-0.08313747524499615
mdp.39015030151123,"(Margaret Louisa), Woods, Margaret L.",A poet's youth.,1923,f,,-0.08317121471075466
uc1.b5015179,"Tennant, Kylie,",The battlers / | $c: by Kylie Tennant.,1941,f,mixed,-0.08326741977390173
uc1.$b440604,"Masefield, John,",A book of prose selections.,1950,m,,-0.08340912757193124
mdp.39015068050767,"Fielding, Henry,",Works;,1893,m,mixed,-0.0835594902119437
inu.32000013179256,"Doyle, Arthur Conan,",The Stark Munro letters,1895,m,,-0.08359027769151496
mdp.39015003964148,"Murdoch, Iris.",The Flight from the enchanter.,1962,f,mixed,-0.083715148466735
uiuo.ark:/13960/t3xs6016j,"Barrett, Frank,","The sin of Olga Zassoulich, a novel",1891,m,high_female,-0.08385802363349237
uiuo.ark:/13960/t2n593h86,"Mongredien, Augustus,",Frank Allerton,1878,m,,-0.08415989111848507
uiuo.ark:/13960/t6f19ht3n,"Norris, W. E.",The dancer in yellow,1896,f,high_female,-0.08417328543752176
mdp.39015077120015,"Stewart, John,",The President / | $c: John Stewart.,2008,m,,-0.08421513800102381
mdp.39015031310439,"Boas, Louise Schutz,","A great rich man; | the romance of Sir Walter Scott, | $c: by Louise Schutz Boas.",1929,f,high_male,-0.08436574422745607
uc1.$b440997,"Kennedy, Grace,",Father Clement,1825,f,,-0.08443244513573622
njp.32101075688935,"Defoe, Daniel,",Romances and narratives,1899,m,high_male,-0.08448305163662034
uiuo.ark:/13960/t8hd8c284,"Marsh-Caldwell, Anne,",Emilia Wyndham,1846,f,high_female,-0.0845913110506713
njp.32101063603565,"Ashbee, Charles Robert.",From Whitechapel to Camelot,1892,m,high_male,-0.08479825178689351
uiuo.ark:/13960/t5q81z68z,"Norris, W. E.",A victim of good luck;,1894,f,high_female,-0.08483576426596695
uiuo.ark:/13960/t63496n5k,"Moore, George,",Grasville Abbey,1801,m,mixed,-0.0848891516750338
mdp.39015074299218,"Vickers, Salley.",Where three roads meet / | $c: Salley Vickers.,2007,f,high_male,-0.08493662722445233
uc1.32106019834404,"Beard, G. S",Lieutenant Fury / | $c: G.S. Beard,2007,u,high_male,-0.08500285712284944
mdp.39015059405590,"Kaye-Smith, Sheila.","The ploughman's progress, | $c: by Sheila Kaye-Smith.",1933,f,,-0.0851222759971449
uiuo.ark:/13960/t3126888n,"Gore,",The manners of the day,1830,f,high_female,-0.08522194846987019
uc1.$b472924,"Plivier, Theodor,","Revolt on the pampas, | $c: by Theodor Plivier; translated by Charles Ashleigh.",1937,m,high_male,-0.08522830419321782
uiuo.ark:/13960/t0000gx34,"Davies, Charles Maurice,","'Verts, or, The three creeds",1876,m,mixed,-0.08527279206430871
mdp.39015001983546,"Linklater, Eric,",God likes them plain; | short stories.,1935,m,,-0.08530514794870309
uva.x000274092,,The British novelists,1810,m,,-0.08531991051513971
uc1.$b283074,"Tuohy, Ferdinand,","The battle of brains, | $c: by Ferdinand Tuohy.",1930,m,mixed,-0.08532704794604613
uiuo.ark:/13960/t0ms4cg4k,"Torrens, Henry Whitelock,",Madame de Malguet,1848,m,high_male,-0.08536737073337775
mdp.39015001526873,"Huxley, Elspeth Joscelin Grant,",The prince buys the manor : | an extravaganza / | $c: by Elspeth Huxley.,1982,m,,-0.08550301715132222
mdp.39015030763141,"Meredith, George,",The tale of Chloe,1894,m,,-0.08558718115941663
uc1.$b244938,"Seymour, Beatrice Kean Stapleton.",The painted lath.,1955,f,high_female,-0.08574029501080699
mdp.39015063240017,"Caldwell, Lucy,",Where they were missed / | $c: Lucy Caldwell.,2006,f,,-0.08576999698947063
uiuo.ark:/13960/t2b85xs8f,"Austin, Alfred,",Jessie's expiation,1867,m,mixed,-0.08580022841240925
uc2.ark:/13960/t8ff3p96v,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,,-0.08593720100137153
mdp.39015061103381,"Fairbairns, Zoë.",How do you pronounce nulliparous? / | $c: Zoë Fairbairns.,2004,u,high_female,-0.08595963058838996
uiuo.ark:/13960/t6b28dx0b,"Moore, Frank Frankfort,",A gray eye or so,1893,m,mixed,-0.0860532341825216
uiuo.ark:/13960/t3rv16t15,"Sergeant, Adeline,",Seventy times seven,1888,f,,-0.08657797034386737
uc2.ark:/13960/t0gt5kf62,"Edwards, Annie,",A ballroom repentance,1882,f,high_female,-0.08673974994919911
inu.30000092776719,"Lewis, Heather.",Notice / | $c: Heather Lewis ; afterword by Allan Gurganus.,2004,f,high_female,-0.08696874143893626
njp.32101075688968,"Defoe, Daniel,",Romances and narratives,1899,m,,-0.08703132350937232
wu.89052867785,"Staalesen, Gunnar,",Yours until death / | $c: Gunnar Staalesen ; translated by Margaret Amassian.,1993,m,high_male,-0.08705556683171722
nyp.33433006077428,"Balzac, Honoré de,",The unknown masterpiece,1896,f,mixed,-0.08710290818548681
uiuo.ark:/13960/t9f48299x,"Goulburn, Edward,",Frederick de Montford,1811,m,,-0.08715200615982532
uc1.b4084798,"Scott, J. M. (James Maurice),",Dingo | $c: [by] J.M. Scott.,1966,m,high_male,-0.08736051731213373
inu.30000112856103,"Hartley, Desmond Levi Bradshaw,","Modern novelists: selected readings from English fiction; | $c: selected by D. L. B. Hartley, introduced by Percy Wilson.",1968,m,mixed,-0.08736982814688171
mdp.39015063542131,"Collins, Wilkie,",Heart and science;,1883,m,high_female,-0.08750294648490758
uiuo.ark:/13960/t7zk5qm98,"Gerard, E. D.",Reata,1880,f,mixed,-0.08756557396206528
inu.30000100364466,"Bell, Gerard.",Side-show / | $c: by Gerard Bell.,1953,m,high_male,-0.08764012872350228
uiuo.ark:/13960/t05x3075b,"Trollope, Thomas Adolphus,",Leonora Casaloni,1868,m,mixed,-0.08780428340375794
uc1.$b244329,"Williamson, Henry,",A test to destruction / | $c: Henry Williamson.,1960,m,,-0.08780582436245005
mdp.39015082737639,"El-Youssef, Samir,",A treaty of love : | a novel / | $c: by Samir El-Youssef.,2008,m,high_female,-0.08783505711795296
mdp.39015019002388,"Boyd, William,",Brazzaville Beach : | a novel / | $c: by William Boyd.,1990,m,mixed,-0.08783970271897112
mdp.39015038139229,"Dudint͡sev, Vladimir,",A New Year's tale / | $c: Vladimir Dudintsev; Trans. by Max Howard. Decorations by William McLaren.,1960,m,high_male,-0.08785992985644081
uc2.ark:/13960/t4gm87x4d,"Belloc, Hilaire,",Mr. Clutterbuck's election,1908,m,high_male,-0.08790643611222966
inu.39000001136287,"Abbey, Edward,",Fire on the mountain / | $c: Edward Abbey.,1963,m,high_male,-0.08796158640389928
mdp.39015003488361,"Murdoch, Iris.",Nuns and soldiers / | $c: Iris Murdoch.,1980,f,,-0.08807661974628966
uiuo.ark:/13960/t8jd54p32,"Besant, Walter,",Children of Gibeon,1886,m,,-0.08811981264882016
uc1.32106013199465,"Arditti, Michael",Pagan and her parents / | $c: Michael Arditti,1996,m,high_female,-0.08837700409829857
njp.32101063606808,"Croker, B. M.",Some one else,1885,f,high_female,-0.08840131002296865
mdp.39015066824171,"McCall Smith, Alexander,",The good husband of Zebra Drive / | $c: Alexander McCall Smith.,2007,m,high_male,-0.08860551151151208
uc1.32106007169680,"Lodge, David,",How far can you go? / | $c: David Lodge.,1980,m,,-0.08862961718960628
uiuo.ark:/13960/t2f76q96p,"Ouida,",Chandos,1866,f,high_male,-0.08879455671542788
mdp.39015046441252,"Powell, Anthony,",Temporary kings: | a novel. -,1973,m,mixed,-0.08886630039642825
njp.32101064911892,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,mixed,-0.0889672185791057
uc1.$b223967,"De Wohl, Louis,",Attila.,1949,m,mixed,-0.08907211832976747
mdp.39015063626538,"Ferrier, Susan,",Novels,1894,f,high_female,-0.08908984366582023
njp.32101066591759,"Lamb, Caroline,",Ada Reis,1823,f,high_female,-0.08909290511733887
njp.32101046807218,"Sykes, S.,",Stories of the four nations,1813,f,mixed,-0.0891977503263024
mdp.39015030709581,"Mitchell, Yvonne.",God is inexperienced : | a novel / | $c: by Yvonne Mitchell.,1974,f,,-0.08921991808794771
uc2.ark:/13960/t1cj89j1d,"Talbot, L. A.",Lance-in-rest,1904,u,high_female,-0.08936663582145596
uc1.$b792510,"Beaty, David.","The proving flight, | a novel.",1956,m,,-0.08944235891346608
inu.32000000663056,"Haggard, H. Rider","Colonel Quaritch, V. C",1889,m,mixed,-0.08950667467451745
mdp.39015003686378,"Frederic, Harold,",Illumination,1896,m,,-0.08951986267751286
uc1.b4105357,"Gaskell, Elizabeth Cleghorn,",A dark night's work,1863,f,,-0.08956212194246621
uiuo.ark:/13960/t3417mv2g,"Scott, Walter",Rob Roy,1818,m,,-0.08959421410535551
mdp.39015054151397,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,mixed,-0.08965576225936078
nyp.33433075747166,,Sephora;,1826,u,mixed,-0.08969874514159326
mdp.39015080859328,"Marshall, Michael,",Bad things / | $c: Michael Marshall.,2009,m,high_female,-0.0898037070649339
mdp.39015031597860,"Böll, Heinrich,",The safety net / | $c: Heinrich Böll ; translated from the German by Leila Vennewitz.,1982,u,,-0.08982154371614791
mdp.39015053493857,"Neate, Patrick.",Twelve bar blues / | $c: Patrick Neate.,2001,m,,-0.08985350817930482
wu.89005062591,"Martineau, Harriet,",The land's end;,1834,f,mixed,-0.09004553126225845
uiuo.ark:/13960/t8v98sq76,"Price, Eleanor C.",Gerald,1885,f,mixed,-0.09012630397835107
