htid,author,title,year,authgender,female_category,urban_metric_global_frac
uiuo.ark:/13960/t41r7ct36,"Duchess,",Under-currents,1888,f,,1.1612430540163374
uc1.b4950600,"Zukofsky, Louis,","Ferdinand, | including [the prefatory piece] It was.",1968,m,high_male,1.161193788408526
mdp.39015037702654,,The Oxford book of travel stories / | $c: edited by Patricia Craig.,1996,u,mixed,1.1610662664231837
uc1.b4949010,"Shadbolt, Maurice.",Strangers and journeys.,1972,m,high_male,1.1581826908439747
uc1.b3727919,"Work, George.",White man's harvest : | a novel / | $c: by George Work.,1932,m,mixed,1.157960625561432
mdp.39015049526307,"Pekárková, Iva,",Gimme the money / | $c: Iva Pekárková ; translated by Raymond johnston and Iva Pekárková.,2000,f,mixed,1.1578711523560545
mdp.39015053110998,"Wilson, Paul,",Someone to watch over me / | $c: Paul Wilson.,2001,m,high_male,1.157792544850078
mdp.39015032130224,"Navarre, Yves,",Cronus' children / | $c: Yves Navarre ; translated by Howard Girven.,1986,m,mixed,1.1577155423831365
mdp.39015050523722,"Patil, Vivek.",Dawn to dust / | $c: Vivek Patil.,2000,u,mixed,1.157584545315527
mdp.39015063084522,"Gorbatov, Boris Leontevich,",Tara's family / | $c: by Boris Gorbatov ; translated from the Russian by Elizabeth Donnelly.,1944,u,,1.1569597537225564
mdp.39015029107664,,Border lines : | stories of exile and home / | $c: edited by Kate Pullinger.,1993,u,high_female,1.1568672626649867
mdp.39015068802647,"Riley, Gwendoline,",Joshua Spassky / | $c: Gwendoline Riley.,2007,f,mixed,1.1568454551744456
wu.89100006006,"Aldor, Francis.","Germany's ""death space"" : | the Polish tragedy.",1940,m,high_male,1.1566640045434056
mdp.39015060131888,"Reilly, Graham.",Saigon tea / | $c: Graham Reilly.,2004,m,,1.1565188419588492
nyp.33433074942453,"Cartwright, Fairfax L.,",Olga Zanelli,1890,m,high_male,1.1564120287005968
mdp.39015040053863,"Brownjohn, Alan,",The long shadows / | $c: Alan Brownjohn.,1997,m,mixed,1.1563367663283843
mdp.39015080846713,,Tell-tales 4 : | [the global village] / | $c: edited by Courttia Newland and Monique Roffey.,2009,u,,1.1561789323647884
uc1.$b187062,"Aymé, Marcel,",The house of men / | $c: Marcel Aymé ; translated from the French by Norman Denny.,1952,m,high_female,1.1555174746720223
uiuo.ark:/13960/t7rn3k14n,"Hardy, Duffus,",Madge,1878,m,high_female,1.1554149524167092
mdp.39015018995434,"Muʾalla, Abdul-Ameer.",The long days / | $c: by Abdul-Ameer Muʾalla. Translated from the Arabic by Mohieddin Ismail.,1979,u,high_male,1.1548921808377095
uc1.$b243760,"Humana, Charles.","A lover for Lucia, | $c: by Charles Humana [pseud.]",1954,m,,1.154831620306135
mdp.39015047457356,"Bedford, Martyn",The Houdini girl / | $c: Martyn Bedford,1998,m,,1.1544043125535632
mdp.39015045695718,"Chamberlain, Lesley.",In a place like that / | $c: Lesley Chamberlain.,1998,u,,1.1533018895066052
mdp.39015000619273,"Greene, Graham,",A gun for sale; | an entertainment.,1947,m,,1.1527424508356587
wu.89099789828,"Smith, Albert,",The adventures of Mr. Ledbury and his friend Jack Johnson,1856,m,high_male,1.1526696860336931
mdp.39015019807349,"O'Faoláin, Seán,",Stories of Sean O'Faolain.,1970,m,,1.152472765177638
uc1.32106005043234,"Allbeury, Ted.",Consequence of fear / | $c: Ted Allbeury.,1979,m,high_male,1.1522173048027327
mdp.39015013731008,"Craufurd, Russell.",The ramblings of an old mummer,1909,m,high_male,1.1520812685589772
inu.30000111192989,"Medtia, Vijay.",The house of Subadar / | $c: Vijay Medtia.,2006,m,,1.1518217906644148
mdp.39015046012483,"Campbell, Eileen.",The company of strangers / | $c: Eileen Campbell.,1998,f,,1.1515943650484781
uiuo.ark:/13960/t1sf3bm7d,"Warden, Florence,",Scheherazade,1887,f,mixed,1.1514902883124398
mdp.39015049523544,"Ali, Tariq.",The stone woman / | $c: Tariq Ali.,2000,u,,1.1510913632892725
mdp.39015014661493,"Hornstein, Erika von,",Russians in my home. | $c: Translated from the German by Ingrid Enway Gunvaldsen.,1960,f,high_male,1.1503460494718993
uc1.$b312098,"Séchan, Olivier.",The dead won't know. | $c: Translated from the French by Geoffrey Sainsbury.,1952,u,mixed,1.1503155635934565
uc1.b4974788,"Rey Rosa, Rodrigo,",Dust on her tongue / | $c: Rodrigo Rey Rosa ; translated from the Spanish by Paul Bowles.,1989,m,high_female,1.1502201396535714
uc1.32106007964650,"Highsmith, Patricia,",Found in the street / | $c: Patricia Highsmith.,1986,f,,1.150175500358912
uiuo.ark:/13960/t63491f4b,"Garvice, Charles,",Maurice Durant,1875,m,,1.1501605341243317
mdp.39015026940091,"Unsworth, Barry,",Sacred hunger / | $c: Barry Unsworth.,1992,m,high_male,1.1499887273552127
uc1.$b787237,"Mortimer, John,",Three winters / John Mortimer,1956,m,high_female,1.1490330521131074
mdp.39015005919868,"Searle, Chris.",Classrooms of resistance / | $c: compiled by Chris Searle.,1975,m,,1.147725710182144
mdp.39015008386784,"O'Flaherty, Liam,",The house of gold / | $c: by Liam O'Flaherty.,1929,m,,1.147030590947194
inu.30000095825646,"Charlesworth, Monique,",The children's war / | $c: Monique Charlesworth.,2004,f,mixed,1.14678389115377
mdp.39015061320605,"Frame, Ronald.",Time in Carnbeg : | short stories / | $c: by Ronald Frame.,2004,m,high_female,1.1451762807405725
mdp.39015054076289,"Amis, Martin.",Money : | a suicide note / | $c: Martin Amis.,1984,m,,1.1451145392267814
mdp.39015011393066,"Sedgwick, Catharine Maria,",The Linwoods;,1835,f,,1.1451031319176725
mdp.39015054151355,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,high_male,1.1450338381042582
mdp.39015080897195,"Catton, Eleanor,",The rehearsal / | $c: by Eleanor Catton.,2009,f,,1.144940592751301
uc1.32106007568261,"Templeton, Edith.",Living on yesterday / | $c: Edith Templeton ; new introduction by Anita Brookner.,1986,f,,1.1445552685125726
mdp.39015074228506,"Gardam, Jane.",The people on Privilege Hill : | and other stories / | $c: Jane Gardam.,2007,f,,1.1441006174793937
mdp.39015063964483,"Smith, Bertram,",Crashie Howe,1921,m,,1.143344979463652
uc2.ark:/13960/t5gb1z86d,,Rachel,1818,u,high_female,1.1425644132358124
uc1.$b189216,"Perry, Jacques.",The black sheep; | $c: translated by Emma Craufurd.,1955,m,,1.1425252244350435
uc1.$b300221,"Farnol, Lynn.","One heavenly night, | from the screen story by Louis Bromfield; | $c: novelized by Lynn Farnol.",1931,m,high_male,1.1414893055886173
uc2.ark:/13960/t7np24r0s,"Neill, Alexander Sutherland,",A dominie in doubt,1921,m,,1.1414412946517638
nyp.33433066579156,"Boswell, Thomas Alexander.",The journal of an exile,1825,m,,1.1410016602016477
uc1.$b243646,"Moorehead, Alan,",The rage of the vulture / | $c: Alan Moorehead.,1948,m,,1.1404804474203336
uc1.$b236158,"Davies, Rhys,",Rings on her fingers / | $c: Rhys Davies.,1930,m,high_female,1.1401934950876365
mdp.39015005058428,"Kafka, Franz,",The trial.,1956,m,high_male,1.1397815978487094
uc1.32106017308997,"Berg, Jean de",The image / | $c: Jean de Berg,2004,f,high_female,1.139508894875714
uiuo.ark:/13960/t0ns19x0t,"Murray, David Christie,",A rising star,1894,m,mixed,1.1389860525820619
mdp.39015027339442,"Garby-Czerniawski, Roman.",The big network.,1961,m,,1.1389702139920037
wu.89056085640,"Jensen, Carsten,",Earth in the mouth : | a story / | $c: Carsten Jensen ; translated from the Danish by Anne Born.,1994,m,high_male,1.1384854547851013
mdp.39015077124553,"Carr, Reg.",The last tango of Señor Menendez / | $c: Reg Carr.,2008,m,mixed,1.1383661822488103
mdp.39015066053714,"Lawrence, D. H. (David Herbert),",Works.,1954,m,high_male,1.1380851506819831
mdp.39015066247209,"Padura, Leonardo.",Havana red / | $c: Leonardo Padura ; translated from the Spanish by Peter Bush.,2005,m,,1.137327436143581
uc1.b3295251,"Weidman, Jerome,","Where the sun never sets, | and other stories.",1964,m,high_female,1.1372317399063803
mdp.39015034413834,"Ranga Rao,",The drunk tantra / | $c: Ranga Rao.,1994,u,mixed,1.1363056843451513
nyp.33433034411177,"Westbury, Hugh.",Acte,1898,m,,1.1362117745744567
uc1.$b301223,"MacColla, Fionn.","The Albannach, | $c: by Fionn Mac Colla ...",1932,u,high_male,1.1359775415976938
uc1.32106014861121,"Dunn, Suzannah,",Commencing our descent / | $c: Suzannah Dunn,1999,f,,1.135663946082871
mdp.39015024387402,"Abushwesha, Redwan.",The king of the dead and other Libyan tales / | $c: Redwan Abushwesha ; with a foreword by Pearse Hutchinson.,1977,u,high_male,1.1349096243035999
mdp.39015063963394,"Taylor, Mary Argyle.",Delfina of the Dolphins,1912,f,high_female,1.1346868116269002
mdp.39015002712068,"Priestley, J. B. (John Boynton),",Self-selected essays.,1937,m,,1.1346855380567478
uc1.$b601414,"Koteliansky, S. S. (Samuel Solomonovitch),",Russian short stories; | $c: selected by S.S. Koteliansky.,1941,m,high_female,1.1345885328523246
uc1.b3295283,"Watts, Stephen.",The pale horse; | $c: twelve stories by Stephen Watts.,1943,m,,1.1340838039059427
uc1.$b244920,"Stead, Philip John.",Fausta.,1950,m,,1.1339313610375144
mdp.39015053493808,"Fowler, Christopher.",The devil in me / | $c: Christopher Fowler.,2001,m,,1.1336699417248477
uiuo.ark:/13960/t0bv8241n,"Warden, Florence,",Scheherazade,1887,f,mixed,1.1332240308121424
uc1.b3435551,"Storey, David,",Saville / | $c: David Storey.,1976,m,,1.1326049308341755
nyp.33433075746887,"Sharp, William,",The mountain lovers,1895,m,high_male,1.132437458474981
uc1.$b800269,"Sully, Kathleen.",Canal in moonlight.,1955,f,,1.1322096166947169
mdp.39015080845434,"Duffy, Maureen.",The Orpheus trail / | $c: Maureen Duffy.,2009,f,,1.132175467242104
uc1.b3327617,"Pryce, D. Hugh",Goddesses three,1896,m,,1.1321208141749737
uiuo.ark:/13960/t7gq7hd6f,"Phillpotts, Mary Charlotte.",Janet's choice,1872,f,,1.131667895382591
mdp.39015066059729,"Wain, John.",Hurry on down / | $c: John Wain.,1953,m,high_male,1.131625667005901
mdp.39015056797783,"Funder, Anna.",Stasiland / | $c: Anna Funder.,2003,f,,1.131071090869615
mdp.39015013328771,"Holtby, Winifred,","Mandoa, Mandoa! | A comedy of irrelevance.",1971,f,,1.130083968422107
uc1.32106013972234,"Carter, Charlotte",Rhode Island red / | $c: Charlotte Carter,1997,f,high_male,1.1298780305712974
mdp.39076007044808,"Sienkiewicz, Henryk,",Quo vadis?,1896,m,high_male,1.129820876916917
uc1.$b176932,"Ravignant, Patrick,",A house of pretence. | $c: Translated from the French by Humphrey Hare.,1963,m,mixed,1.1295681003439606
mdp.39015066619993,"Maraini, Dacia.",The holiday: | a novel;,1966,f,,1.1290192901121703
mdp.39015060400309,"O'Donnell, Hugh,",11 Emerald Street / | $c: Hugh O'Donnell.,2004,m,high_male,1.1283137272115578
uc2.ark:/13960/t1gh9d91g,"Provost, Maxime.",My Austrian love,1917,u,,1.1278431465435386
uc1.$b614638,"Couperus, Louis,",Eighteen tales. | $c: Trans. by J. Kooistra.,1924,m,,1.1277395051962076
uc1.$b244850,"Sitwell, Osbert,","The true story of Dick Whittington; | a Christmas story for cat-lovers, | $c: by Osbert Sitwell.",1945,m,mixed,1.1262916779688241
mdp.39015001749764,"Duffy, Maureen.","Londoners, an elegy / | $c: by Maureen Duffy.",1983,f,,1.1262024915162696
uc1.b3321466,"Butler, Alfred,",Elphinstone,1844,m,,1.1260912121420745
wu.89098017916,"Cummins, Maria S.",Mabel Vaughan,1857,f,high_female,1.1257785119878614
mdp.39015079193598,"McCall Smith, Alexander,",La's orchestra saves the world / | $c: Alexander McCall Smith.,2008,m,,1.1257517421781813
mdp.39015040368758,"Bayley, John,",The red hat / | $c: John Bayley.,1997,m,high_female,1.1255211233574571
mdp.39015003664318,"Narayan, R. K.,",The dark room / | $c: R. K. Narayan.,1978,m,high_female,1.125202461512314
uc1.32106014655432,"Round, Jeffrey",A cage of bones / | $c: Jeffrey Round,1997,m,,1.1251740446592222
mdp.39015065811864,"Smith, John.",Platonic affections,1896,m,,1.1248587390768132
mdp.39015047574614,"Harkness, Lucy,",The happy pigs / | $c: Lucy Harkness.,1999,f,,1.1245300819879214
mdp.39015055919206,"Galloway, Janice.",Clara / | $c: Janice Galloway.,2002,f,mixed,1.1237980800675194
uc2.ark:/13960/t74t6fs9j,"Glasgow, Ellen Anderson Gholson,",Life and Gabriella;,1916,f,high_female,1.1233049106278892
mdp.39015048860822,"Thomas, Ruth,",The dance settee and other stories / | $c: Ruth Thomas.,1999,f,high_female,1.1231831110733044
mdp.39015024927033,"Nyíri, János.",Streets / | $c: János Nyiri ; translated from the Hungarian by Jim O'Malley and Tom Winnifrith.,1979,u,,1.1228180595137764
uc1.$b322847,"Boden, Frederick C.","Flo; | a novel, | $c: by F. C. Boden.",1933,m,,1.1220960173974275
uiuo.ark:/13960/t5v703b5g,"Tabor, Eliza.",The blue ribbon,1873,f,high_female,1.121977920772574
wu.89101029130,"Freeman, Gwendolen.",When you are old.,1951,f,high_female,1.121938372742675
mdp.39015056675856,"Phillips, Caryl.",A distant shore / | $c: Caryl Phillips.,2003,f,,1.1217998782262106
uc2.ark:/13960/t0pr7sw88,"Wood, Henry,",Roland Yorke,1869,f,,1.121278537325081
mdp.39015048704574,"Esfandiary, Fereídoun M.",Identity card | $c: [by] F. M. Esfandiary.,1968,u,,1.1192105746273857
mdp.39015049860797,"Josipovici, Gabriel,",The air we breathe / | $c: Gabriel Josipovici.,1981,m,,1.1190042311193413
mdp.39015014858859,"Weintraub, Sidney,",The Siamese coup affair.,1963,m,high_male,1.118841685063732
uiuo.ark:/13960/t2w38445b,,"Edith Vernon, or, Contrasts of character",1855,m,high_female,1.1178099019088994
uc1.$b787444,"Priestley, J. B. (John Boynton),",Wonder hero.,1933,m,high_male,1.1177295014981803
wu.89040827529,"Enquist, Per Olov.",The magnetist's fifth winter / | $c: Per Olov Enquist ; translated from the Swedish by Paul Britten Austin.,1989,m,high_male,1.1172512339697107
mdp.39015060860080,"Archibald, Malcolm.",Whales for the wizard / | $c: Malcolm Archibald.,2005,m,high_male,1.1166856977677444
uc2.ark:/13960/t9c53mj5k,"Wilson, Romer,",Martin Schüler,1919,u,,1.1162374688609238
uc2.ark:/13960/t4sj1fg8f,"Bashford, H. H.",Vagabonds in Périgord,1914,m,mixed,1.1160797277537453
mdp.39015030594983,"Dostoevskai͡a, L. Ḟ.",The emigrant,1916,u,high_female,1.116037436472654
uc1.$b119741,"De Polnay, Peter,",A winter's promise / | $c: Peter de Polnay.,1967,m,high_female,1.1148745010438947
mdp.39015034413750,"Mahjoub, Jamal,",Wings of dust / | $c: Jamal Mahjoub.,1994,m,,1.1142631480605967
hvd.hn5bux,,"Goody Two Shoes; or, The history of little Margery Meanwell",1825,u,high_female,1.1137343389073284
mdp.39015027250318,"Ekwensi, Cyprian,",Jagua Nana.,1961,m,high_female,1.1129363017267735
uc2.ark:/13960/t1bk18c52,"Lytton, Edward Bulwer Lytton,",Rienzi,1835,m,,1.1120225534670813
uiuo.ark:/13960/t7wm1sj6z,"Kevill-Davies, Albert.",Miss Blanchard of Chicago,1892,m,mixed,1.1118651628144034
mdp.39015037760553,"Desai, Anita,",Journey to Ithaca / | $c: Anita Desai.,1995,f,high_female,1.1110494176934798
inu.32000007466412,"Polevoĭ, Boris Nikolaevich.","From Belgorod to the Carpathians, | from a Soviet war correspondent's notebook, | $c: by Boris Polevoi. With 35 illustrations.",1945,u,,1.110495015758703
inu.30000110626037,"Gooch, Ivan A. V.",The new lords of tomorrow / | $c: Ivan A. V. Gooch.,2009,m,,1.110389173766069
uc1.$b684901,"Altman, Phyllis.",The law of the vultures / | $c: by Phyllis Altman.,1954,f,high_male,1.1099861938232154
nyp.33433074876222,"Macilwaine, H. C.",Anthony Britten,1906,u,,1.1098081961427406
mdp.39015005747012,"Manning, Olivia.","The doves of Venus, | novel.",1955,f,high_female,1.1097022252235638
mdp.39015040178751,"Bainbridge, Beryl,",Master Georgie / | $c: Beryl Bainbridge.,1998,f,mixed,1.1095294715409303
uc1.b3912797,"Wilson, Jonathan,",Schoom / | $c: Jonathan Wilson.,1993,m,,1.1092694707180535
uc2.ark:/13960/t5r78880b,"Goldring, Douglas,",Polly,1917,m,high_female,1.1085648261433578
mdp.39015010715681,"Barstow, Stan,",The watchers on the shore.,1966,m,,1.1084826142280426
mdp.39015038166156,"Chukovskai͡a, Lidii͡a Korneevna.",The deserted house / | $c: Lydia Chukovskaya ; translated from the Russian by Aline B. Werth.,1967,u,high_female,1.108288893271987
mdp.39015056205597,,Beneath black stars : | contemporary Austrian short stories / | $c: edited by Martin Chalmers.,2002,u,,1.1076521846132779
uc1.b3322648,"Burdett, C. D.,",English fashionables abroad,1827,f,high_female,1.1075985943233824
mdp.39015043089849,"Duffy, Maureen.",Restitution / | $c: Maureen Duffy.,1998,f,,1.1075281166939654
mdp.39015029925230,"Ginzburg, Natalia.",The city and the house / | $c: Natalia Ginzburg ; translated from the Italian by Dick Davis.,1986,f,,1.107521838840597
mdp.39015052337758,"Nambisan, Kavery.",On wings of butterflies / | $c: Kavery Nambisan.,2002,u,high_female,1.1072441617049664
mdp.39015059978679,"Gay, Jackie.",Wist / | $c: Jackie Gay.,2003,u,mixed,1.1068820250328877
mdp.39015014135498,"Morrison, Nancy Brysson.",The hidden fairing; | a novel.,1951,f,mixed,1.1066506098726978
mdp.39015051351131,"Burns, Alan,",The day Daddy died : | a novel / | $c: by Alan Burns ; photo-collages by Ian Breakwell.,1981,m,,1.1065847009002567
mdp.39015050563843,"Hocking, Mary.",March house / | $c: Mary Hocking.,1981,f,high_female,1.105952301644963
mdp.39015016437520,"Mackay, Shena.",Old crow.,1967,f,high_female,1.1058988907910907
uc2.ark:/13960/t0bv7k35z,"O'Hanrahan, Michael,",A swordsman of the brigade,1914,m,,1.1055554744360028
uiuo.ark:/13960/t0ks6zb9p,"Banim, John,",Father Connell,1842,m,mixed,1.105325201386115
mdp.39015048693306,"Norris, Leslie,",The girl from Cardigan / | $c: Leslie Norris.,1988,m,,1.1047894667591633
mdp.39015032965983,"Oatley, Keith.",The case of Emily V. / | $c: Keith Oatley.,1993,m,,1.1045691707241003
mdp.39015007062626,"Brookner, Anita.",Family and friends / | $c: Anita Brookner.,1985,f,high_female,1.1036468307535676
uva.x000043075,"Brontë, Anne,",The tenant of Wildfell hall,1898,f,mixed,1.1032523835090093
mdp.39015060606376,"Griffiths, Niall,",Wreckage / | $c: Niall Griffiths.,2005,m,high_male,1.1031046386733072
uiuo.ark:/13960/t0wq0m85j,"Nugent, Norman.",The amusements of a man of fashion,1873,m,,1.1030568457553462
mdp.39015077674268,"Templeton, Aline.",Lamb to the slaughter / | $c: Aline Templeton.,2008,f,mixed,1.1027440668073256
uc1.b2799822,"Cibotto, Gian Antonio.",Scano Boa | $c: [by] Giovanni A. Cibotto. Translated from the Italian by Jean Grigson.,1963,m,high_male,1.1014647315178185
umn.31951002108018v,"Waugh, Alec,",So lovers dream.,1973,m,mixed,1.1012353313133647
uc1.$b268702,"Frith, Dean, pseud.","Booze-runner, | $c: by ""Dean Frith"".",1935,u,mixed,1.1011768289865285
uiuo.ark:/13960/t4sj1tw2g,"De Merle, William Henry,","Melton de Mowbray, or, The banker's son",1838,m,,1.101079858003997
mdp.39015007002937,"Reynolds, George W. M.",Pickwick abroad,1864,m,high_male,1.1004836128177473
uc2.ark:/13960/t4dn44315,"Wynne, Ellis,","The sleeping bard; or, Visions of the world, death, and hell",1860,m,high_male,1.1002812372369786
mdp.39015034437676,"Endō, Shūsaku,",Deep river / | $c: Shusaku Endo ; translated from the Japanese by Van C. Gessel.,1994,m,mixed,1.1001908735608512
mdp.39015014856275,"White, Terence De Vere.",Tara.,1967,m,mixed,1.100078178086103
uc1.$b312410,"Rodker, John,",Memoirs of other fronts.,1932,m,high_female,1.1000184277683407
uc1.$b176902,"Sabbagh, Pierre.",Fanina | $c: [by] Pierre Sabbagh and Antoine Graziani; translated by Ellen Hart and C. C. Brookfield.,1966,m,mixed,1.0999741499984144
njp.32101065859025,"Maberly,","Melanthe; or, The days of the Medici",1843,f,mixed,1.0999256133546478
nyp.33433074868534,"Hofland,",The affectionate brothers,1816,f,,1.0998084959499728
uc2.ark:/13960/t5fb52s91,"Nordau, Max Simon,",The drones must die,1899,m,mixed,1.0995031466289609
uiuo.ark:/13960/t9086x11d,"Lee, Holme,",Mrs. Denys of Cote,1880,f,,1.0989678617355234
mdp.39015000639974,"Le Gallienne, Richard,",The quest of the golden girl,1896,m,high_female,1.098779755028363
mdp.39015014139011,"Infante, J. Eddie.",The final curtain | $c: [by] J. Eddie Infante.,1972,m,,1.0986424004388444
mdp.39015063747995,"Black, William,",White heather,1885,m,,1.0985582408100152
uiuo.ark:/13960/t81j9st2g,"Greville, Violet,",Creatures of clay,1885,f,high_female,1.0977460450522747
mdp.39015037470591,"Dé, Shobha,",Snapshots / | $c: Shobha Dé.,1995,u,high_female,1.0975564771132442
mdp.39015037445619,"Shakespeare, Nicholas,",The dancer upstairs / | $c: Nicholas Shakespeare,1995,m,,1.0968707663666353
uc1.32106014670225,"Hudson, Mark,",The music in my head / | $c: Mark Hudson.,1998,m,mixed,1.096836282668507
uiuo.ark:/13960/t74t6w67b,"Buxton, Bertha H. (Leopold),",A noble name,1883,f,mixed,1.0960389580532406
mdp.39015028872946,"Rose, Dilys,",Red tides / | $c: Dilys Rose.,1993,u,,1.0959766678562655
uiuo.ark:/13960/t1fj2v847,"Grant, Maria M.",One May day,1882,f,,1.0947434250296804
mdp.39015047518207,"Jenkins, Janette.",Columbus Day / | $c: Janette Jenkins.,1999,f,high_female,1.0943776021067853
inu.39000001864110,"Deighton, Len,",XPD / | $c: Len Deighton.,1981,m,high_male,1.094191113945827
mdp.39015082690481,"Seymour, Gerald.",Timebomb / | $c: Gerald Seymour.,2008,m,high_male,1.0939007010536952
mdp.39015033391312,"Morand, Paul,","Lewis and Irene; | a novel,",1925,m,mixed,1.0938839999224994
mdp.39015048892155,"Levi, Peter.",To the goat / | $c: Peter Levi ; with illustrations by André Yaniw.,1988,m,,1.0938224384883266
uc1.b3125474,"Plivier, Theodor,",Stalingrad; | the death of an army. | $c: Tr. from the German by H. Langmead Robinson.,1948,m,high_male,1.0936265746755076
mdp.39015030042611,"Wilson, Harry Leon,","Merton of the movies, | $c: by Harry Leon Wilson ...",1936,m,high_male,1.0931294808168686
inu.39000002740525,"Green, Henry,",Loving ; Living ; Party going / | $c: [by] Henry Green ; with an introduction by John Updike.,1978,m,mixed,1.092943403106693
uc1.b3834735,"Du Maurier, Daphne,",The scapegoat.,1957,f,,1.092567237250913
mdp.39015061187673,"Zhou, Weihui,",Marrying Buddha / | $c: Wei Hui.,2005,u,,1.0925236150522992
inu.30000082331616,"Faqīh, Aḥmad Ibrāhīm.",Who's afraid of Agatha Christie? : | and other stories / | $c: Ahmed Fagih ; translated from the Arabic.,2000,u,mixed,1.0923098718252904
mdp.39015018850514,"(Maurice S), Power, M. S.",Crucible of fools / | $c: M.S. Power.,1990,u,mixed,1.0920678690452943
mdp.39015031222733,"Callow, Philip.",Yours.,1972,m,,1.0920502783276138
mdp.49015001000182,"Rhys, Jean.",Voyage in the dark.,1976,f,,1.0916656478770415
mdp.39015066677835,"László, András,",Paco never fails. | $c: Translated from the French by Peter Mayne.,1960,u,high_male,1.0916445603797815
uc1.$b298836,"Gregory, Alyse,",King Log and Lady Lea / | $c: by Alyse Gregory.,1929,f,high_female,1.091609566635738
uc1.b3634366,"Wellershoff, Hans Dieter.",Winner takes all / | $c: Hans Dieter Wellershoff ; translated by Paul Knight.,1986,m,,1.0914058104535584
uc1.$b485537,"Allen, Johannes,",It's a swinging life  / | $c: Johannes Allen ; translated by Keith Bradfield.,1966,m,mixed,1.0913166256600788
uc1.b3739061,"Lurie, E. B. (Edward B)",The scaffold / | $c: E.B. Lurie.,1986,m,high_female,1.0911105356716457
mdp.39015032763081,"Purdy, James,",Out with the stars / | $c: James Purdy.,1992,m,,1.0908180326873371
uc1.$b300923,"Hopkins, Gerard,",Something attempted / | $c: Gerard Hopkins.,1929,m,high_female,1.0901824251203938
uc1.32106013744492,"Jordan, Neil,",Collected fiction / | $c: Neil Jordan,1997,m,,1.0898827706493566
mdp.39015077137126,"Knight, Afsaneh,",Slaughterhouse heart / | $c: by Afsaneh Knight.,2008,u,mixed,1.0898183051740566
uc1.$b244771,"Stuart, Francis,",The chariot.,1953,m,,1.0895990915167117
mdp.39015064983268,"Holman, Michael,",Fatboy and the dancing ladies : | an African tale / | $c: Michael Holman.,2007,m,,1.089476999872279
nyp.33433074859913,"Gull, Cyril Arthur Edward Ranger,",The hypocrite,1898,m,,1.089180055836952
njp.32101064382763,"Thomas, W. Moy",When the snow falls,1859,u,,1.0885725742767867
inu.32000002913129,"Bunin, Ivan Alekseevich,","Dark avenues, and other stories / | $c: by Ivan Bunin ; translated from the Russian by Richard Hare.",1949,m,high_female,1.088365419067188
mdp.39015055804291,"Aldiss, Brian Wilson,",The Cretan teat / | $c: Brian Aldiss.,2002,m,,1.0882719160247625
mdp.39015059551542,"Magrs, Paul.",To the devil - a diva! / | $c: Paul Magrs.,2004,m,high_female,1.0880233839950266
mdp.39015008532593,"Cocteau, Jean,",The impostor. | $c: Translated from the Frency by Dorothy Williams.,1966,f,,1.0876504810655225
uc1.$b396469,"Williams, Gordon M.,",The man who had power over women | $c: [by] Gordon M. Williams.,1967,m,mixed,1.0874834685988235
mdp.39015019867145,"Booth, Martin.",A very private gentleman / | $c: Martin Booth.,1991,m,,1.0870087631350842
mdp.39015008870134,"Macqueen-Pope, W. (Walter),",Twenty shillings in the pound.,1949,m,high_male,1.0867117561224866
mdp.39015040576186,"Smith, Drew",The circus / | $c: Drew Smith,1997,m,high_female,1.086600963871017
uc1.$b189634,"Masson, René,",Number one; | a story of Landru. | $c: Translated from the French by Gillian Tindall.,1964,u,,1.0863325980031218
uc1.$b245245,"Thompson, Sylvia,",Winter comedy / | $c: by Sylvia Thompson.,1931,f,high_female,1.086309302293723
uc1.$b547610,"McCloy, Helen.",Two-thirds of a ghost.,1957,f,mixed,1.0862377154259801
mdp.39015048917853,"Ali, Tariq.",Fear of mirrors / | $c: Tariq Ali.,1998,u,,1.086161801513289
wu.89052496320,"Ball, Richard,",Broncho / | $c: by Richard Ball.,1930,m,high_male,1.0852864835002152
mdp.39015046356104,"Johnston, Jennifer,",Shadows on our skin / | $c: Jennifer Johnston.,1977,f,,1.0852370067523789
mdp.39015011554998,"O'Faoláin, Seán,",The collected stories of Sean O'Faolain.,1980,m,mixed,1.0851545438312484
uc1.$b444718,"Hostovský, Egon,",Hide & seek; | two tales of escape: The hideout and The black band.,1950,u,high_male,1.0850727176003447
mdp.39015056468906,"Hong, Ying,",K : | the art of love / | $c: Hong Ying ; translated by Nicky Harman & Henry Zhao.,2002,u,high_male,1.085050727781591
mdp.39015032287677,"Thornley, Richard,","Coyote : | comprising a final bid from the maggot, sundry tricks, and the passing of the soul through death / | $c: by Richard Thornley.",1994,m,high_male,1.0845751262895407
uiuo.ark:/13960/t17m0zv9k,"Colmore, G.",A daughter of music,1894,u,high_female,1.0844722517569814
mdp.39015054151363,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,1.0841430968742192
uiuo.ark:/13960/t1fj33j7j,"Oliphant,",Kirsteen,1890,f,high_female,1.0840183395448408
uc1.$b100831,"Farrell, James T. (James Thomas),",Fellow countrymen; | collected stories | $c: [by] James T. Farrell.,1937,m,mixed,1.0834157172003374
mdp.39015030186897,"Feuchtwanger, Lion,",The Lautensack brothers. | $c: [Translated from the German by Caroline Oram],1943,m,,1.0831221757575031
