htid,author,title,year,authgender,female_category,female_fraction
mdp.39015031657078,"Willcocks, M. P.",The wingless victory,1907,f,,0.4376747302811975
mdp.39015025220255,"Flint, Helen.",Making the angels weep / | $c: Helen Flint.,1992,f,,0.4376554174067495
uc2.ark:/13960/t1bk1951v,"Jacob, Violet.",Tales of my own country,1922,f,,0.4375992428140851
mdp.39015047446466,,Cheatin' heart : | women's secret stories / | $c: edited by Kim Longinotto and Joanna Rosenthall.,1998,u,,0.4375653197909767
uiuo.ark:/13960/t6d22g069,"Braddon, M. E.",The day will come,1889,f,,0.4375527323031669
uiuo.ark:/13960/t3320g902,"Braddon, M. E.",The day will come,1889,f,,0.4375527323031669
uiuo.ark:/13960/t57d3dn41,"Braddon, M. E.",The day will come,1889,f,,0.4375527323031669
inu.39000003100059,"Stow, Randolph,",A haunted land.,1956,m,,0.437545235483836
uc1.$b251003,"West, David.",Wish me dead.,1960,m,,0.4375450782291447
mdp.39015078794867,"Anderson, James,",The affair of the thirty-nine cufflinks / | $c: James Anderson.,2008,m,,0.4375034410293453
uc2.ark:/13960/t4fn14485,"Semenov, V. I.",The battle of Tsu-shima between the Japanese and Russian fleets,1910,u,,0.4375
mdp.39015047459444,"English, Lucy.",Children of light / | $c: Lucy English.,1999,f,,0.4375
mdp.39015025927370,"Koš, Erih.",The strange story of the great whale also known as Big Mac. | $c: Translated from the Serbo-Croat by Lovett F. Edwards.,1962,u,,0.4375
uc2.ark:/13960/t1mg7mt0b,"Hofland,","Adelaide; or, The massacre of St. Bartholomew",1857,f,,0.437478329393223
uiuo.ark:/13960/t9k36449n,"Craik, Dinah Maria Mulock,",The unkind word,1870,f,,0.4374514636582278
uiuo.ark:/13960/t3mw2rw8j,"Craik, Dinah Maria Mulock,",The unkind word,1870,f,,0.4374514636582278
mdp.39015073933585,"Starling, Belinda.",The journal of Dora Damage / | $c: Belinda Starling.,2007,f,,0.4374427641130508
mdp.39015062821890,"McCall Smith, Alexander,","One city / | $c: Alexander McCall Smith, Ian Rankin, Irvine Welsh ; with an introduction by J.K. Rowling ; foreword by Lesley Hinds.",2005,m,,0.4373927958833619
uc1.b3723293,"Vučo, Aleksandar.",The holidays. | $c: Translated by Alec Brown.,1959,u,,0.4373188405797101
uiuo.ark:/13960/t23b6jq3g,"Kelty, Mary Ann,",Osmond,1822,f,,0.4372241498991915
uiuo.ark:/13960/t0ht34n1h,"Kelty, Mary Ann,",Osmond,1822,f,,0.4372241498991915
mdp.39015032713250,"Aksenov, Vasiliĭ,","It's time, my friend, it's time | $c: [by] Vasiliy Aksyonov; translated from the Russian by Olive Stevens.",1969,u,,0.4372060123784261
uc2.ark:/13960/t4mk67c3w,"Starkey, E. A. Henry.","Australian shooting sketches, and other stories",1907,m,,0.4372044625489976
uiuo.ark:/13960/t1tf0f532,"St. Leger, Barry,",Mr. Blount's mss.;,1826,m,,0.4371272974812797
uiuo.ark:/13960/t6g16mk0g,"St. Leger, Barry,",Mr. Blount's mss.;,1826,m,,0.4371272974812797
mdp.39015020711639,"Schulz, Bruno,","Cinnamon shops, and other stories. | $c: Translated from the Polish by Celina Wieniewska.",1963,m,,0.437125748502994
mdp.39015029986091,"Costello, Mary,",Titanic town : | memoirs of a Belfast girlhood / | $c: Mary Costello.,1993,f,,0.4370880382959832
uc1.32106014497330,"Craig, Amanda,",A vicious circle / | $c: Amanda Craig,1996,f,,0.437003871415239
inu.39000002592520,"Eastlake, Elizabeth,",Livonian tales,1849,f,,0.4368870555678452
pst.000055919746,"Maupin, Armistead.",Further tales of the city / | $c: Armistead Maupin.,1982,m,,0.4368531473538741
uc1.$b389798,"Hutchinson, R. C. (Ray Coryton),",Johanna at daybreak | $c: [by] R. C. Hutchinson.,1969,m,,0.4368438843015114
uc1.32106005506826,"(Herbert George), Wells, H. G.",The works of H. G. Wells.,1924,m,,0.4368004588484051
mdp.39015080838587,"Fitzgerald, Helen.",The Devil's staircase / | $c: Helen FitzGerald.,2009,f,,0.4366543665436654
mdp.39015063891389,"Kingsley, Henry,",Number seventeen,1875,m,,0.436613665663945
mdp.39015063891371,"Kingsley, Henry,",Number seventeen,1875,m,,0.436613665663945
uiuo.ark:/13960/t9280xt7z,"Power, Marguerite A.,",Sweethearts and wives,1861,f,,0.4365817008363087
uiuo.ark:/13960/t0qr5dw88,"Power, Marguerite A.,",Sweethearts and wives,1861,f,,0.4365817008363087
uiuo.ark:/13960/t9t15mg34,"Power, Marguerite A.,",Sweethearts and wives,1861,f,,0.4365817008363087
mdp.39015050524167,,Vox 'n' roll : | fiction for the 21st century / | $c: edited by Richard Thomas.,2000,u,,0.4365702629853573
mdp.39015063761228,"Black, William,",Madcap Violet,1876,m,,0.4365565469013745
mdp.39015063761202,"Black, William,",Madcap Violet,1876,m,,0.4365565469013745
mdp.39015063761210,"Black, William,",Madcap Violet,1876,m,,0.4365565469013745
mdp.39015059403850,"Eldershaw, M. Barnard, pseud.",A house is built.,1929,m,,0.4364588281457603
uc2.ark:/13960/t3ws8p71j,"Beste, John Richard Digby,","Alcazar; or, The dark ages",1857,m,,0.4363986897442862
uc2.ark:/13960/t2j67fh04,"Beste, John Richard Digby,","Alcazar; or, The dark ages",1857,m,,0.4363986897442862
uc2.ark:/13960/t9668fn3k,"Beste, John Richard Digby,","Alcazar; or, The dark ages",1857,m,,0.4363986897442862
mdp.39015046800887,"Pym, Barbara.",The sweet dove died / Barbara Pym.,1978,f,,0.4363846941957326
mdp.39015004193127,"Trevor, William,",The love department.,1966,m,,0.4363309805017821
mdp.39015065768148,"Eliot, George,",The works of George Eliot,1878,f,,0.4362626642075766
mdp.39015059982127,"Dunmore, Helen,",Mourning Ruby / | $c: Helen Dunmore.,2003,f,,0.4362494171189823
uc1.$b785373,"Hilliard, Noel.",Maori girl.,1960,m,,0.4361198038024831
nyp.33433082332085,"Hood, Tom,",A bunch of keys;,1865,m,,0.4361072263695308
uc1.$b244269,"Edinger, George Adolphus,","Make haste, my love / | $c: by George Edinger. --",1951,m,,0.4360957584193383
mdp.39015056804944,,Comma / | $c: Michael Bracewell ... [et al.] ; edited by Ra Page.,2002,u,,0.4360376211422237
uc2.ark:/13960/t4qj7c31z,"Conway, Hugh,","At what cost, and other stories",1885,m,,0.4360171071737457
mdp.39015012352418,"Wills, C. J.",Behind an Eastern veil;,1894,m,,0.4359457186406886
uiuo.ark:/13960/t02z1gm85,"Ainsworth, William Harrison,",Hilary St. Ives,1870,m,,0.4359274522143958
uiuo.ark:/13960/t5n87h69q,"Ainsworth, William Harrison,",Hilary St. Ives,1870,m,,0.4359274522143958
uiuo.ark:/13960/t0dv1sk2m,"Ainsworth, William Harrison,",Hilary St. Ives,1870,m,,0.4359274522143958
uc1.$b244485,"Richardson, Henry Handel, pseud.",Maurice Guest.,1931,m,,0.435883678714364
mdp.39015056210068,,Whispers in the walls : | new black and Asian voices from Birmingham / | $c: edited by Leone Ross and Yvonne Brisset.,2001,u,,0.4358620689655172
inu.39000003808560,"Daudet, Alphonse,",Artists' wives,1896,m,,0.4358309859154929
uiuo.ark:/13960/t89g61j7v,"Gibbon, Charles,",Fancy free,1884,m,,0.4357144542662591
uiuo.ark:/13960/t13n2j35p,"Gibbon, Charles,",Fancy free,1884,m,,0.4357144542662591
uiuo.ark:/13960/t5s75rf9w,"Gibbon, Charles,",Fancy free,1884,m,,0.4357144542662591
mdp.39015058255665,"Schonstein, Patricia.",A time of angels / | $c: Patricia Schonstein.,2003,f,,0.4357142857142857
mdp.39015063511193,"Burr, Jane,",The passionate spectator,1920,f,,0.435688229386392
uiuo.ark:/13960/t46q2jp29,"Pickering, Ellen,",The fright,1839,f,,0.4356602967516832
uiuo.ark:/13960/t5j96rh1t,"Pickering, Ellen,",The fright,1839,f,,0.4356602967516832
uiuo.ark:/13960/t43r1g050,"Pickering, Ellen,",The fright,1839,f,,0.4356602967516832
uc1.b4910828,"Lawrence, D. H. (David Herbert),",The complete short stories / | $c: D.H. Lawrence.,1960,m,,0.4356596141634407
mdp.39015033402689,"Sagan, Françoise,","Wonderful clouds, | a novel, | $c: by Françoise Sagan [pseud.] Translated by Anne Green.",1961,u,,0.4356107660455486
uc1.$b104152,"Priestley, J. B. (John Boynton),","Black-out in Gretley, | a story of and for wartime, | $c: by J.B. Priestley.",1942,m,,0.4355961491615797
uiuo.ark:/13960/t1hh75z43,"Veley, Margaret,",Mitchelhurst Place,1884,f,,0.4355131008345907
uiuo.ark:/13960/t0ks7bv00,"Veley, Margaret,",Mitchelhurst Place,1884,f,,0.4355131008345907
wu.89086054004,"Sheppard, Elizabeth Sara,",Charles Auchester,1853,f,,0.4355012664175418
wu.89086054038,"Sheppard, Elizabeth Sara,",Charles Auchester,1853,f,,0.4355012664175418
mdp.39015011242644,"Bowles, Paul,","The hours after noon, | short stories.",1959,m,,0.4354987653803148
njp.32101065605295,"Wood, Henry,",Mildred Arkell,1882,f,,0.4354830309471262
njp.32101067633568,"Gunter, Archibald Clavering,","M. S. Bradford, special",1899,m,,0.4354584188603183
wu.89087903217,"Baring-Gould, S.",Cheap Jack Zita,1895,m,,0.4353940121451772
mdp.39015053746841,"Weldon, Fay.",The Bulgari connection / | $c: Fay Weldon.,2001,f,,0.4353221957040573
mdp.39015000550981,"Houghton, Claude,","The quarrel, | $c: by Claude Houghton [pseud.]",1948,m,,0.4352686452380828
uiuo.ark:/13960/t4hm5n41s,"Ham, J. Panton",The bridal bar,1872,u,,0.435171800821873
uiuo.ark:/13960/t8kd29d3q,"Ham, J. Panton",The bridal bar,1872,u,,0.435171800821873
mdp.39015030712601,"Hughes, John L.",Before the crying ends / | $c: John L. Hughes.,1977,m,,0.4351395730706076
mdp.39015008955489,"Murdoch, Iris.",An accidental man. -,1971,f,,0.4350249981327787
inu.30000001742802,"Shell, Ray.",Iced / | $c: Ray Shell.,1993,m,,0.4349462365591398
mdp.39015024954995,"Dourado, Autran,",The bells of agony / | $c: Autran Dourado ; translated from the Portuguese by John M. Parker.,1988,u,,0.4348907934752557
uiuo.ark:/13960/t7sn0tq36,"Nugent, Norman.",The amusements of a man of fashion,1873,m,,0.4348857517584102
uiuo.ark:/13960/t0wq0m85j,"Nugent, Norman.",The amusements of a man of fashion,1873,m,,0.4348857517584102
uiuo.ark:/13960/t2891v18z,"Nugent, Norman.",The amusements of a man of fashion,1873,m,,0.4348857517584102
mdp.39015060124271,"Brink, André P. (André Philippus),",Before I forget / | $c: Andre Brink.,2004,u,,0.4348717948717948
mdp.39015066619225,"Moretti, Ugo.",A street in Rome; | tales of the Babuino. | $c: Translated from the Italian by William Weaver.,1959,m,,0.4348270176779485
mdp.39015066052542,"Freeling, Nicolas.",Tsing-boum; | a novel.,1969,m,,0.4347861374888402
uc1.b3472748,"Levine, Norman,","I don't want to know anyone too well, and other stories.",1971,m,,0.4347826086956522
mdp.39015005162063,"Sharp, Margery,",The faithful servants / | $c: Margery Sharp.,1975,f,,0.4347616309950108
mdp.39015046786961,"Hughes, Richard Arthur Warren,","A moment of time, | $c: by Richard Hughes.",1926,m,,0.4345961600878836
uc2.ark:/13960/t4vh5n538,"Braddon, M. E.",Thou art the man,1894,f,,0.4345892939222397
uc2.ark:/13960/t9x066b4t,"Braddon, M. E.",Thou art the man,1894,f,,0.4345892939222397
mdp.39015055116274,"Byatt, A. S. (Antonia Susan),",Still life / | $c: A.S. Byatt.,1985,f,,0.4345825191376297
uc2.ark:/13960/t1jh3hh5p,"Young, Francis Brett,",The black diamond,1921,m,,0.4345726852078939
mdp.39015066058069,"Spark, Muriel.",Collected stories.,1967,f,,0.4345144518136412
mdp.39015062626455,"Shah, Ryhaan.",A silent life / : | $c: Ryhaan Shan.,2005,u,,0.4344544261692984
nyp.33433082531017,"Elliott, E. S.",Father's coming home,1862,f,,0.4344402892873069
njp.32101048392995,,The thousand and one nights,1883,m,,0.4344314370913081
inu.39000001211882,"Thomas, Gordon,",Desire and denial : | sexuality and vocation - a church in crisis / | $c: Gordon Thomas.,1986,m,,0.4343189512162508
uc2.ark:/13960/t53f4t692,"Wood, Henry,",The master of Greylands,1873,f,,0.434297561952417
uc2.ark:/13960/t7fq9xv18,"Wood, Henry,",The master of Greylands,1873,f,,0.434297561952417
uc2.ark:/13960/t8mc9063x,"Wood, Henry,",The master of Greylands,1873,f,,0.434297561952417
mdp.39015064989190,"Herrad, Imogen Rhia.","The woman who loved an octopus, and other saints' tales / | $c: Imogen Rhia Herrad.",2007,u,,0.4342857142857143
mdp.39015046013465,"English, Lucy.",Selfish people / | $c: Lucy English.,1998,f,,0.4342231348391513
nyp.33433074878020,"Le Gallienne, Richard,",The book-bills of Narcissus,1895,m,,0.4342123615368397
mdp.39015001528036,"Cendrars, Blaise,",To the end of the world; | $c: translated from the French by Alan Brown.,1967,u,,0.4342054607162758
uiuo.ark:/13960/t8sb4rn0q,"Hutcheson, John C.",Caught in a trap;,1870,m,,0.4341802732505007
mdp.39015063552635,"Betham-Edwards, Matilda,",Felicia,1879,f,,0.4341577522717167
wu.89092531755,"Hogg, James,",The three perils of woman,1823,m,,0.4340085925813555
wu.89092531763,"Hogg, James,",The three perils of woman,1823,m,,0.4340085925813555
wu.89092531771,"Hogg, James,",The three perils of woman,1823,m,,0.4340085925813555
uc1.$b470338,,Victorian tales for girls / | $c: edited with an introduction by Marghanita Laski.,1947,u,,0.4339953419722356
uc1.32106013036915,"McGrath, Patrick,",Asylum / | $c: Patrick McGrath,1996,m,,0.4339470899470899
mdp.39015080902227,"Claire, Regi,",Fighting it / | $c: Regi Claire.,2009,m,,0.4339285714285714
mdp.39015058120448,,Uncut diamonds : | a selection of new writing / | $c: edited by Maggie Hamand.,2003,u,,0.4339106654512307
mdp.39015035069544,"Moore, William Usborne,",The voices;,1913,m,,0.4338797771302763
mdp.39015010551755,"Navarre, Yves,",Sweet tooth / | $c: by Yves Navarre ; translated by Donald Watson.,1976,m,,0.4338232969811917
uc1.32106013526931,"Fish, Laura",Flight of black swans / | $c: Laura Fish,1995,f,,0.4337843137254902
mdp.39015030747458,"Herbert, A. P. (Alan Patrick),",Topsy turvy.,1947,m,,0.4336842105263158
uiuo.ark:/13960/t21c2814w,"Barrett, Frank,",A prodigal's progress,1882,m,,0.4336770406987035
uiuo.ark:/13960/t3xs6018h,"Barrett, Frank,",A prodigal's progress,1882,m,,0.4336770406987035
uiuo.ark:/13960/t59c76r93,"Barrett, Frank,",A prodigal's progress,1882,m,,0.4336770406987035
mdp.39015005503639,Petronius Arbiter.,The satyricon. | $c: Translated and with an introd. by Paul Dinnage.,1953,u,,0.43365840066871
mdp.39015032924451,,Maghreb : | new writing from North Africa / | $c: edited with an introduction by Jacqueline Kaye.,1992,u,,0.4335765170371642
uc1.$b244970,"Stern, G. B. (Gladys Bronwyn),",The shortest night / | $c: by G.B. Stern.,1931,f,,0.4335695128898007
mdp.39015031234647,"Hartley, L. P. (Leslie Poles),",The collections | $c: [by] L. P. Hartley.,1972,m,,0.4334242288087011
uc1.$b63785,"Sitwell, Constance,","White thorn, | $c: by Constance Sitwell.",1932,f,,0.4334181818181818
njp.32101037604772,"Du Bois, Edward,",St. Godwin,1800,m,,0.433376001517091
mdp.39015011501692,"Banks, Lynne Reid,",Casualties : | a novel / | $c: by Lynne Reid Banks.,1986,f,,0.4333675742476838
mdp.39015078771477,"McPherson, Catriona,",The winter ground / | $c: Catriona McPherson.,2008,f,,0.4333614751016296
mdp.39015063675980,"Bolger, Dermot,",The family on Paradise Pier / | $c: Dermot Bolger.,2005,m,,0.433350891584992
mdp.39015027538142,"Kataev, Valentin,",The wife.,1946,m,,0.433269623577473
uc2.ark:/13960/t7rn3298z,"Oliphant,",The Melvilles,1852,f,,0.4332286237833465
uc2.ark:/13960/t8mc8tn6r,"Oliphant,",The Melvilles,1852,f,,0.4332286237833465
uc2.ark:/13960/t5n878d24,"Maturin, Charles Robert,",The Albigenses,1824,m,,0.4332108064348502
uc2.ark:/13960/t6k073h5r,"Maturin, Charles Robert,",The Albigenses,1824,m,,0.4332108064348502
uc1.b4353953,,The Unknown homeland / | $c: translated by Marite Sapiets.,1978,u,,0.4331790886217501
uc2.ark:/13960/t76t0kd1r,"Shorter, Dora Sigerson,",The country-house party,1905,f,,0.4330482569552403
njp.32101066455500,"Bowdler, H. M.","Pen Tamar, or, The history of an old maid",1830,u,,0.4330246589017497
uc1.b3314279,"Kingsley, Henry,",The Harveys,1872,m,,0.4329327437732386
uc1.b3314280,"Kingsley, Henry,",The Harveys,1872,m,,0.4329327437732386
mdp.39015033499461,"Vilmorin, Louise de,","Love story. | $c: Translated by Francis Wyndham, with drawings by Docie Masterman.",1957,f,,0.4329211481633438
uiuo.ark:/13960/t6zw21s7z,,Out of the meshes,1868,u,,0.4328932028773997
uiuo.ark:/13960/t1ng57g58,,Out of the meshes,1868,u,,0.4328932028773997
uiuo.ark:/13960/t08w40r2k,,Out of the meshes,1868,u,,0.4328932028773997
nyp.33433074850946,"Hamilton, Rowan.",The story of Sylvia,1893,m,,0.4328837363023669
uc1.b3810947,"Hinde, Thomas,",The cage / | $c: by Thomas Hinde.,1962,m,,0.4327791660859786
uc1.$b391239,"Beaver, Harold Lowther.",The confessions of Jotham Simiyu.,1965,m,,0.4327759197324414
mdp.39015069302829,"Faulks, Sebastian.",Engleby / | $c: Sebastian Faulks.,2007,m,,0.4326991293131248
uc1.32106014381765,"Beyer, Marcel,",The Karnau tapes / | $c: Marcel Beyer ; translated from the German by John Brownjohn,1997,m,,0.4326829268292682
uc1.$b120348,"Lytton, David.","A tale of love, alas, and other episodes.",1969,m,,0.4325955734406438
uc1.32106019365599,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,,0.4325776020805611
uiuo.ark:/13960/t2t44bw8b,"Trollope, Frances Milton,","Hargrave, or, The adventures of a man of fashion",1843,f,,0.4324906985122537
uiuo.ark:/13960/t4gm8vn5r,"Trollope, Frances Milton,","Hargrave, or, The adventures of a man of fashion",1843,f,,0.4324906985122537
uiuo.ark:/13960/t9183zf6s,"Trollope, Frances Milton,","Hargrave, or, The adventures of a man of fashion",1843,f,,0.4324906985122537
uc1.b2793279,"Young, Francis Brett,",The iron age / | $c: by Francis Brett Young.,1962,m,,0.4324289213014681
uc1.$b103170,"Mitchison, Naomi,",Lobsters on the agenda.,1952,f,,0.4322087480269502
mdp.39015043049900,"Ní Dhuibhne, Éilís,",The dancers dancing / | $c: Eilís Ní Dhuibhne.,1999,u,,0.4321621621621621
njp.32101067173045,"Scott, Walter,",Novels and tales of the author of Waverley,1819,m,,0.4321531293824022
mdp.39015014575883,"Banville, John.",The book of evidence / | $c: John Banville.,1989,m,,0.4321295143212951
mdp.39015001533325,"Maugham, W. Somerset (William Somerset),",The selected novels of W. Somerset Maugham.,1953,m,,0.4318421369599233
uiuo.ark:/13960/t4bp0pd11,"Braddon, M. E.",All along the river,1893,f,,0.4317321963921581
uiuo.ark:/13960/t3223hf8z,"Braddon, M. E.",All along the river,1893,f,,0.4317321963921581
uiuo.ark:/13960/t9377zj20,"Braddon, M. E.",All along the river,1893,f,,0.4317321963921581
uc2.ark:/13960/t0ft8sz44,"Wylde, Henry,",Severed ties,1889,f,,0.431605177264643
uc2.ark:/13960/t78s4zk39,"Wylde, Henry,",Severed ties,1889,f,,0.431605177264643
uc2.ark:/13960/t21c2719w,"Wylde, Henry,",Severed ties,1889,f,,0.431605177264643
inu.39000003451189,"Craik, Dinah Maria Mulock,",Domestic stories,1867,f,,0.4315813327983714
uc1.$b807494,"Bjørnson, Bjørnstjerne,","Pastor Sang, being the Norwegian drama Over aevne",1893,m,,0.431578947368421
inu.39000005794198,"Busk, Rachel Harriette,",The folk-lore of Rome;,1874,f,,0.4314889437243957
mdp.39015084099517,"Hill, Joe.",Gunpowder / | $c: Joe Hill.,2008,m,,0.4314276065035943
mdp.39015038142017,"Foley, Michael,",The road to notown / | $c: Michael Foley.,1996,m,,0.4312810945273632
uiuo.ark:/13960/t2b85ht7f,"Armstrong, F. C.",The wild gazelle,1868,m,,0.4312502137058951
uiuo.ark:/13960/t8kd2582s,"Armstrong, F. C.",The wild gazelle,1868,m,,0.4312502137058951
uiuo.ark:/13960/t4cn7cd4c,"Armstrong, F. C.",The wild gazelle,1868,m,,0.4312502137058951
mdp.39015069332974,"Williams, Niall,",Boy in the world / | $c: Niall Williams.,2007,m,,0.4312177222071214
inu.30000112128651,"Chernaik, Judith.",Leah / | $c: Judith Chernaik.,1987,f,,0.4311571750643125
mdp.39015077119017,"Tant, Mary.",Death at the priory / | $c: Mary Tant.,2008,f,,0.431118844247601
mdp.39015080878039,"Grace, Harriet.",Cells / | $c: by Harriet Grace.,2008,f,,0.4310508796956728
uc1.b3321859,"Disraeli, Benjamin,",Venetia,1837,m,,0.4310070985804315
uc1.b3321858,"Disraeli, Benjamin,",Venetia,1837,m,,0.4310070985804315
uc1.b3321857,"Disraeli, Benjamin,",Venetia,1837,m,,0.4310070985804315
hvd.hwkbwa,"Chaucer, Geoffrey,",Tales from Chaucer,1833,m,,0.4310027560768386
uc1.b4539006,"Warner, Marina,",The lost father / | $c: Marina Warner,1988,f,,0.4309724499457312
uc2.ark:/13960/t78s4qn0v,"Pollard, Eliza Frances.",The silver hand,1908,f,,0.4309684138704605
mdp.39015077673690,"Jafry, Nasim Marie.",The state of me : | a novel / | $c: Nasim Marie Jafry.,2008,f,,0.4309102815979044
uiuo.ark:/13960/t3kw61r4b,"Williams, F.,",Seymour and his friends;,1857,u,,0.4308778434778084
uiuo.ark:/13960/t3708px63,"Williams, F.,",Seymour and his friends;,1857,u,,0.4308778434778084
uiuo.ark:/13960/t63498z20,"Williams, F.,",Seymour and his friends;,1857,u,,0.4308778434778084
uiuo.ark:/13960/t11n8dh8h,,Concealment,1821,u,,0.4308177036883784
uiuo.ark:/13960/t49p3cb55,,Concealment,1821,u,,0.4308177036883784
uiuo.ark:/13960/t50g40536,,Concealment,1821,u,,0.4308177036883784
uiuo.ark:/13960/t6pz5kz6p,"Grant, James,",Love's labour won,1888,m,,0.430758614372545
uiuo.ark:/13960/t1ng51s2c,"Grant, James,",Love's labour won,1888,m,,0.430758614372545
uiuo.ark:/13960/t0jt0264g,"Grant, James,",Love's labour won,1888,m,,0.430758614372545
uc1.$b299880,"Coppard, A. E. (Alfred Edgar),",Polly Oliver; | tales / | $c: by A.E. Coppard.,1935,m,,0.4307262569832402
uiuo.ark:/13960/t7br93d5v,"Collins, Wilkie,",The frozen deep,1874,m,,0.4306528773978315
uiuo.ark:/13960/t5gb2d916,"Collins, Wilkie,",The frozen deep,1874,m,,0.4306528773978315
mdp.39015005008894,"Leduc, Violette,",In the prison of her skin; | $c: translated from the French by Derek Coltman.,1970,f,,0.4305555555555556
uc1.$b119558,"Cowley, Joy.",Nest in a falling tree.,1967,f,,0.4304588240085203
mdp.39015018832629,"Khmelik, Maria.",Little Vera / | $c: Maria Khmelik ; translated by Cathy Porter.,1990,f,,0.4304520795660036
inu.39000003581910,"Benson, Robert Hugh,",The Queen's tragedy,1906,m,,0.4304484229086495
mdp.39015010387036,"Winsor, Kathleen.",Forever Amber.,1944,f,,0.4303836328077136
uc1.b3796975,"Barker, A. L. (Audrey Lillian),","Lost upon the roundabouts,",1964,f,,0.4303732310157945
inu.39000005764688,"O'Donnell, Elliott,",Fatal kisses | (in history and tradition) | $c: by Elliott O'Donnell.,1929,m,,0.4303681835767601
mdp.39015073763644,"Knight, Ellis Cornelia,",Marcus Flaminius;,1808,f,,0.4303579529737206
mdp.39015073763651,"Knight, Ellis Cornelia,",Marcus Flaminius;,1808,f,,0.4303579529737206
uc1.$b684798,"Baring, Maurice,","C,",1924,m,,0.430337697092328
uc2.ark:/13960/t4vh5hq9p,Léonard,"Recollections of Léonard, hairdresser to Queen Marie-Antoinette",1912,u,,0.4302594008868194
uc1.b4082853,"Webb, Mary Gladys Meredith,",Collected works.,1928,f,,0.4302371085572692
uiuo.ark:/13960/t2f76r43d,"Gore,","Fascination, and other tales",1842,f,,0.4302039450324252
uiuo.ark:/13960/t58d0974k,"Gore,","Fascination, and other tales",1842,f,,0.4302039450324252
uiuo.ark:/13960/t2s47218n,"Gore,","Fascination, and other tales",1842,f,,0.4302039450324252
uiuo.ark:/13960/t77s7zn2j,"Barrett Lennard,",Constance Rivers,1867,f,,0.4301772912192482
uiuo.ark:/13960/t6348x87x,"Barrett Lennard,",Constance Rivers,1867,f,,0.4301772912192482
mdp.39015074796239,"Thackeray, William Makepeace,","The Fitz-Boodle papers, and other sketches",1911,m,,0.4301688506639924
uc1.$b312454,"Sansom, Clive,","Passion play, | a novel.",1951,m,,0.4301084344901072
uc1.32106013567307,"Hobbs, Jenny",The sweet-smelling jasmine / | $c: Jenny Hobbs,1993,f,,0.4300399839469655
uiuo.ark:/13960/t05x2pq22,"Erroll, Henry.",The academician,1888,m,,0.4300178332106079
uiuo.ark:/13960/t0xp7cc5m,"Erroll, Henry.",The academician,1888,m,,0.4300178332106079
uiuo.ark:/13960/t5cc1cg2j,"Erroll, Henry.",The academician,1888,m,,0.4300178332106079
uiuo.ark:/13960/t2k64v61q,"Edwards, Amelia Ann Blanford,",Barbara's history,1864,f,,0.4300150642430689
uiuo.ark:/13960/t2z326117,"Edwards, Amelia Ann Blanford,",Barbara's history,1864,f,,0.4300150642430689
uiuo.ark:/13960/t3cz3km8s,"Edwards, Amelia Ann Blanford,",Barbara's history,1864,f,,0.4300150642430689
mdp.49015003138964,"Swann, Leonie,",Three bags full : | a sheep detective story / | $c: Leonie Swann ; translated by Anthea Bell.,2006,f,,0.4299416202243112
inu.39000000674551,"MacCarthy, Mary,",A pier and a band. | $c: With an introductory appreciation by David Garnett.,1950,f,,0.4299402520262749
njp.32101068970126,"Jennings, Louis J.",The millionaire,1883,m,,0.4298977759207634
njp.32101068174794,"Jennings, Louis J.",The millionaire,1883,m,,0.4298977759207634
mdp.39015049991212,,Something wicked : | Scottish crime fiction / | $c: edited by Susie Maguire and Amanda Hargreaves.,1999,u,,0.4298969072164949
mdp.39015014134996,"Nott, Kathleen.",Private fires : | a novel / | $c: Kathleen Nott.,1960,f,,0.4298920846649067
mdp.39015028772211,"Palmer, Dowu, Prince.",The mocking stones / | $c: Prince Dowu Palmer.,1982,m,,0.4298193825986892
nyp.33433074833298,"Blissett, Nellie K.",The bindweed,1904,f,,0.4297229353462172
uiuo.ark:/13960/t09w1328x,"Parker, Emma.",Aretas,1823,f,,0.429686901629421
uiuo.ark:/13960/t0gt67j4p,"Parker, Emma.",Aretas,1823,f,,0.429686901629421
uiuo.ark:/13960/t8cg0bv2j,"Parker, Emma.",Aretas,1823,f,,0.429686901629421
mdp.39015014233087,"Amis, Kingsley.",Difficulties with girls / | $c: Kingsley Amis.,1988,m,,0.4296427666582214
uc1.b4974562,"Potter, Dennis.",Ticket to ride / | $c: Dennis Potter.,1986,m,,0.4294917680744452
mdp.39015059706104,"(Gopal Das), Khosla, G. D.",Grim fairy tales and other facts and fancies / | $c: G.D. Khosla.,1966,u,,0.4294672754946728
mdp.39015042799695,"Adeney, Noël.",No coward soul : | a novel / | $c: by Noël Adeney.,1956,u,,0.4294242472071693
uc1.$b307364,"Graham, Harry,",Harry Graham / | $c: edited by E.V. Knox.,1934,m,,0.4292682926829268
wu.89004871562,"Conyers, Dorothea,",Cloth versus silk,1905,f,,0.4292225865400972
uc1.32106018792033,"Salazar, Oswaldo,",From the darkness / | $c: Oswaldo Salazar ; translated from Spanish by Gavin O'Toole,2007,m,,0.4292049960386961
umn.31951002095997d,"Hamilton, Cosmo,",Come away from life : | (and other incidents).,1935,m,,0.4291638082273331
inu.30000011910175,"Cockton, Henry,",The sisters;,1844,m,,0.429100430994517
