htid,author,title,year,authgender,female_category,female_fraction
uc1.$b794738,"Firbank, Ronald,",Caprice,1917,m,high_female,0.8566603745012873
uc1.$b396466,"Bainbridge, Beryl,",Harriet said ...,1972,f,high_female,0.8561348568368481
inu.30000092776719,"Lewis, Heather.",Notice / | $c: Heather Lewis ; afterword by Allan Gurganus.,2004,f,high_female,0.8561061395003788
mdp.39015025343537,"Déry, Tibor,",Niki; | the story of a dog. | $c: In an English version by Edward Hyams.,1958,u,high_female,0.8557101449275364
uc1.b3726460,"Nwagboso, Maxwell Nkem.",A message from the madhouse / | $c: Maxwell Nwagboso.,1991,m,high_female,0.855621301775148
mdp.39015025104400,"Warner, Susan,",Mr. Rutherford's children,1855,f,high_female,0.8555380178021688
uc1.31822019110485,"Z'graggen, J. A",And thus became man and world / | $c: John A. Z'graggen,1992,u,high_female,0.8545454545454547
uiuo.ark:/13960/t88g90r2j,"Goodrich, A. M.","Gwen, or, The cousins",1855,u,high_female,0.8543608124253286
uiuo.ark:/13960/t85h7x25v,"Goodrich, A. M.","Gwen, or, The cousins",1855,u,high_female,0.8543608124253286
hvd.hn2hcd,Lady.,"Rainsford Villa, or, Juvenile independence",1823,m,high_female,0.8537501588511882
uc1.$b312023,"Romains, Jules,",Tussles with time. | $c: Translated by Gerard Hopkins.,1952,m,high_female,0.8532110091743119
mdp.39015056673786,"Couto, Mia,",Under the frangipani / | $c: Mia Couto ; translated by David Brookshaw.,2001,f,high_female,0.8530612244897959
mdp.39015035515629,"Ingelow, Jean,",Studies for stories from girls' lives,1865,f,high_female,0.8525559764819964
uc1.b3750429,"Butor, Michel.",Second thoughts. | $c: Translated from the French by Jean Stewart.,1958,m,high_female,0.8523918707660241
uc1.$b118702,"Griffiths, Sally,",Winter day in a glasshouse.,1968,f,high_female,0.8523891920670839
uc1.b4095554,"Firbank, Ronald,",Three novels: | Vainglory; Inclinations; Caprice. | $c: With an introd. by Ernest Jones.,1950,m,high_female,0.8522009630322344
mdp.39015012192483,"Farah, Nuruddin,",From a crooked rib.,1970,m,high_female,0.8521505376344086
mdp.39015064364675,"Adams, William,",Sacred allegories,1867,m,high_female,0.8517740254325621
uc1.$b242952,"Godden, Rumer,",The river.,1946,f,high_female,0.8516726928996372
uc2.ark:/13960/t7vm44p0t,"Horniman, Roy,",Jenny,1913,m,high_female,0.8512221471345124
uva.x030825961,"Hardy, Robina F.",The story of a coral necklace,1893,f,high_female,0.8511627906976744
mdp.49015002625425,,The Diva book of short stories / | $c: edited by Helen Sandler.,2000,u,high_female,0.8510535011737378
uiuo.ark:/13960/t1pg2118k,"Anderson,","The three paths, or, Truth, vanity, and profession",1852,f,high_female,0.8505018040452705
uiuo.ark:/13960/t6d22890z,"Anderson,","The three paths, or, Truth, vanity, and profession",1852,f,high_female,0.8505018040452705
uc1.$b299111,"Pryce, Richard,",Romance and Jane Weston.,1924,u,high_female,0.8504317407252655
mdp.39015019853293,"Holden, Ursula.",Help me please / | $c: Ursula Holden.,1991,f,high_female,0.8501960784313727
mdp.39015040570791,"Morandini, Giuliana.",The Café of mirrors / | $c: Giuliana Morandini ; translated from the Italian by Luisa Quartermaine.,1997,u,high_female,0.8501371345549428
uc1.b4974537,"McCrory, Moy.",The fading shrine / | $c: Moy McCrory.,1990,u,high_female,0.850109409190372
njp.32101007891326,"Taylor, Jane,",Display,1815,f,high_female,0.8499528626382222
mdp.39015048759479,"Rhys, Jean.",Quartet.,1969,f,high_female,0.8496802754549926
mdp.39015030738333,"Firbank, Ronald,",Inclinations,1916,m,high_female,0.8492311743022645
nyp.33433074878376,"Le Poer, John Patrick.",A modern legionary,1904,m,high_female,0.8490857822186852
mdp.39015064952297,"Jones, Gail,",Sorry / | $c: Gail Jones.,2007,f,high_female,0.848809946714032
nyp.33433068288590,"Hinkley, Edyth.",A struggle for a soul,1906,f,high_female,0.848559670781893
mdp.39015019819849,"Forbes, Caroline,",The needle on full / | $c: Caroline Forbes.,1985,f,high_female,0.848509505140913
uc2.ark:/13960/t8bg2k016,"D'Annunzio, Gabriele,",The child of pleasure,1898,f,high_female,0.8482095136290755
mdp.39015002719360,"Schreiner, Olive,",From man to man;,1926,f,high_female,0.8472602017319424
mdp.39015010449729,"Lytton, Edward Bulwer Lytton,",[Novels],1890,m,high_female,0.8467603735438529
mdp.39015032967500,"Ashokamitran,",Water / | $c: Ashokamitran ; translated from the Tamil by Lakshmi Holmström,1993,u,high_female,0.8464285714285714
njp.32101064919622,"Mayor, F. M.",The third Miss Symons,1913,f,high_female,0.8455874083152559
uc1.32106002020177,"Waugh, Alec,",Brief encounter : | a novel / | $c: by Alec Waugh.,1975,m,high_female,0.8448730788233252
njp.32101067631331,"Brown, Oliver Madox,",Gabriel Denver,1875,m,high_female,0.8435233160621762
mdp.39015030039070,"Reade, Charles,",The double marriage;,1891,m,high_female,0.8434877338292863
mdp.39015037403378,"Bryher,",West.,1925,u,high_female,0.8434782608695652
uc1.b4097359,"Firbank, Ronald,",The works of Ronald Firbank.,1929,m,high_female,0.8430229903565742
wu.89008118069,,Aucassin & Nicolette / | $c: translated from the Old-French by F. W. Bourdillon and illustrated by Lettice Sandford.,1947,u,high_female,0.842391304347826
uc1.$b606685,"Veselitskai͡a, Lidii͡a Ivanovna,",Mimi's marriage,1915,u,high_female,0.8422016536641859
uc1.b4938155,"Grand, Sarah.","The Beth book : | being a study of the life of Elizabeth Caldwell Maclure, a woman of genius / | $c: by Sarah Grand ; with a new introduction by Elaine Showalter.",1980,f,high_female,0.8419557823129252
mdp.39015050923195,"Tennant, Emma.",The house of hospitalities / | $c: Emma Tennant.,1987,f,high_female,0.841549295774648
uc1.32106013881914,"Bergman, Margareta,","Mirror, mirror-- / | $c: by Margareta Bergman ; translated by Veronica Ralston",1998,f,high_female,0.8412614980289093
mdp.39015037490417,"March, Caeia,",Reflections / | $c: Caeia March.,1995,u,high_female,0.8410002182377874
mdp.39015004901560,"Spark, Muriel.",The prime of Miss Jean Brodie.,1961,f,high_female,0.8395336705884157
mdp.39015049478863,"Lessing, Doris May,",The diaries of Jane Somers / | $c: by Doris Lessing.,1984,f,high_female,0.8392633170813629
mdp.39015033964035,"Valenzuela, Luisa,",Bedside manners / | $c: Luisa Valenzuela.,1994,f,high_female,0.8387096774193549
mdp.39015016453741,"Hoult, Norah.",Poor women! | $c: By Norah Hoult.,1928,f,high_female,0.8383579357555689
uc2.ark:/13960/t74t6fr2q,"Gilson, Roy Rolfe,",In the morning glow;,1902,m,high_female,0.8372542836118996
mdp.39015032618541,"Habens, Alison,",Dreamhouse / | $c: Alison Habens.,1994,f,high_female,0.8371174342426909
mdp.39015049548509,"Wickham, Madeleine,",Cocktails for three / | $c: Madeleine Wickham.,2000,f,high_female,0.8369247828497506
nyp.33433074897061,"Meredith, George,",The case of General Ople and Lady Camper,1890,m,high_female,0.8368432919954906
mdp.39015038166156,"Chukovskai͡a, Lidii͡a Korneevna.",The deserted house / | $c: Lydia Chukovskaya ; translated from the Russian by Aline B. Werth.,1967,u,high_female,0.8367624587048305
mdp.39015003450064,"Bates, H. E. (Herbert Ernest),","The two sisters, | $c: by H. E. Bates; with a foreword by Edward Garnett.",1926,m,high_female,0.8366563891743748
uiuo.ark:/13960/t9571c66r,"Zola, Émile,",Piping hot!,1888,m,high_female,0.8358669508412374
uc1.b3477486,"Simpson, Helen DeGuerry,",The female felon / | $c: Helen DeGuerry Simpson ; illustrated by Mary Shepard.,1935,f,high_female,0.835579514824798
uc2.ark:/13960/t7mp52w7z,"Clarke, Violet,",Leaves,1909,f,high_female,0.8347650381448611
mdp.39015034864994,"Norquay, Glenda,",Voices and votes : | a literary anthology of writings of the women's suffrage campaign / | $c: Glenda Norquay.,1995,f,high_female,0.8343475527615627
uc1.$b103181,"Hurst, Fannie,","Lummox, | $c: by Fannie Hurst.",1924,f,high_female,0.8340951091782709
wu.89057942831,Fríða Á. Sigurðardóttir.,Night watch / | $c: Frída Á. Sigurdardóttir ; translated from the Icelandic by Katjana Edwardsen.,1995,u,high_female,0.8337236533957846
inu.30000110563131,"Walker, Jacqueline.",Pilgrim state / | $c: Jacqueline Walker.,2008,f,high_female,0.8336820083682008
mdp.39015031233094,"Dulin, Ralph.",The unconquered sun.,1963,m,high_female,0.8334052943301506
uc2.ark:/13960/t2j67b19z,"Romer, Mabel.",A Peke's pilgrimage,1920,f,high_female,0.8333333333333334
mdp.39015070739738,"Hall, Sarah,",The Carhullan army / | $c: Sarah Hall,2007,f,high_female,0.8333333333333334
uc2.ark:/13960/t3028rk3h,"Bremer, Fredrika,",The H--- family,1844,f,high_female,0.8328387181332987
mdp.39015004971951,"Castellaneta, Carlo,",This gentle companion | $c: [translated by Sebastian Roberts].,1971,m,high_female,0.8312925170068027
mdp.39015003698456,"Wallace, Kathleen,",This is your home; | portrait of Mary Kingsley.,1956,f,high_female,0.8311837492819089
uiuo.ark:/13960/t0ht34v35,"Lloyd, Jessie Sale,",The Hazelhurst mystery,1877,f,high_female,0.8308865251526968
uiuo.ark:/13960/t5gb2mb52,"Lloyd, Jessie Sale,",The Hazelhurst mystery,1877,f,high_female,0.8308865251526968
inu.30000111286070,"Uri, Helene,",Honey tongues : | a novel / | $c: by Helene Uri ; translated from the Norwegian by Kari Dickson.,2007,f,high_female,0.8306613226452906
mdp.39015032919287,"Lingard, Joan.",After Colette / | $c: Joan Lingard.,1993,f,high_female,0.8305451518934666
uc1.32106016032150,"Matesis, Paulos",The daughter : | a novel / | $c: Pavlos Matesis ; translated from the Greek by Fred A. Reed,2002,u,high_female,0.830034924330617
mdp.39015063561578,"Ferrier, Susan,",Marriage,1818,f,high_female,0.8294557787050046
mdp.39015063561586,"Ferrier, Susan,",Marriage,1818,f,high_female,0.8294557787050046
mdp.39015063561446,"Ferrier, Susan,",Marriage,1818,f,high_female,0.8294557787050046
inu.39000000258256,"A. L. O. E.,",Claudia,1870,f,high_female,0.8282291445470146
umn.31951002077965s,"Dee, Catherine.",No complaints in Hell : | a novel.,1949,f,high_female,0.8282106983144136
uc2.ark:/13960/t3xs5xp5c,"Pearse, Mark Guy,",Gold and incense,1895,m,high_female,0.8277647546934965
uc1.$b322893,"Adam, Ruth.",Fetch her away / | $c: Ruth Adam.,1954,f,high_female,0.8267847192485632
mdp.39015038579432,"Clausen, Jan,","Sinking, stealing / | $c: Jan Clausen.",1985,u,high_female,0.8266931963064561
uc2.ark:/13960/t38053k96,"Richardson, Dorothy M.",Honeycomb,1917,f,high_female,0.8262424361364603
mdp.39015051353905,"Bracewell, Michael,",The Crypto-Amnesia Club / | $c: Michael Bracewell.,1988,m,high_female,0.8260869565217391
uc2.ark:/13960/t0js9k568,"Sinclair, May.",Life and death of Harriett Frean,1922,f,high_female,0.8254545454545454
nyp.33433075861348,"Young, Florence Ethel Mills,",The triumph of Jill,1903,f,high_female,0.8253885859936145
uc2.ark:/13960/t6251jb3q,"De Sélincourt, Hugh.",The way things happen;,1909,m,high_female,0.8251412723657132
uc1.$b299887,"Cornwall, Rosalind.","Dark interval, | $c: by Rosalind Cornwall.",1935,f,high_female,0.8250466813010648
mdp.39015043790180,"Lively, Penelope,",Spiderweb / | $c: Penelope Lively.,1998,f,high_female,0.8247972190034762
mdp.39015042695208,,Facing the mirror : | lesbian writing from India / | $c: edited by Ashwini Sukthankar.,1999,u,high_female,0.824228028503563
mdp.39015047752681,"Dipoko, Mbella Sonne,",A few nights and days; | a novel.,1966,u,high_female,0.8240100565681961
mdp.39015049732509,"Croft-Cooke, Rupert,",Octopus / | $c: by Rupert Croft-Cooke.,1979,m,high_female,0.8238226777265689
wu.89002214708,"Weiss, Reska.",Journey through hell ; | a woman's account of her experiences at the hands of the Nazis / | $c: Reska Weiss.,1961,u,high_female,0.8235294117647058
mdp.39015024082565,"Avery, Gillian,",The Italian spring. | $c: Illustrated by John Verney.,1964,f,high_female,0.8234639142380533
mdp.39015005123412,"Moravia, Alberto,",1934 / | $c: Alberto Moravia ; translated from the Italian by William Weaver.,1983,m,high_female,0.8231924727162715
uc1.32106015830406,"Millás García, Juan José,",That was loneliness / | $c: Juan José Millás ; translated by Allison Beeby,2000,m,high_female,0.8226600985221675
uc1.$b703625,"Vilmorin, Louise de,",Julietta / | $c: by Louise de Vilmorin ; [authorised trans. by Alison Brothers].,1952,f,high_female,0.82253855429333
uc1.32106017520823,"Alcoe, Tony",The gardener's boy / | $c: Tony Alcoe,2004,m,high_female,0.8224719101123595
uc1.b3294823,"Mezvinsky, Shirley.",The edge.,1965,f,high_female,0.8223874887819806
mdp.39015006960036,"Oliphant,",The heir presumptive and the heir apparent,1892,f,high_female,0.8220834856075131
mdp.39015063946860,"Oliphant,",The heir presumptive and the heir apparent,1892,f,high_female,0.8220834856075131
mdp.39015006960168,"Oliphant,",The heir presumptive and the heir apparent,1892,f,high_female,0.8220834856075131
inu.30000124594304,"Davies, Deborah Kay.","Grace, Tamar & Laszlo the beautiful / | $c: Deborah Kay Davies.",2008,f,high_female,0.8220640569395018
mdp.39015001573347,"Firbank, Ronald,",The complete Ronald Firbank. | $c: With a pref. by Anthony Powell.,1961,m,high_female,0.8219869522778689
mdp.39015066896880,"Tennant, Emma.",The French dancer's bastard / | $c: Emma Tennant.,2006,f,high_female,0.8219130434782609
mdp.39015031231940,"Dunn, Nell,",Tear his head off his shoulders.,1974,f,high_female,0.8217042660109056
njp.32101067640712,"Moore, Alicia Radford.",The sisters,1821,f,high_female,0.8215000269874144
njp.32101067640746,"Moore, Alicia Radford.",The sisters,1821,f,high_female,0.8215000269874144
njp.32101067640738,"Moore, Alicia Radford.",The sisters,1821,f,high_female,0.8215000269874144
njp.32101067640720,"Moore, Alicia Radford.",The sisters,1821,f,high_female,0.8215000269874144
mdp.39015013965408,"Dorcey, Mary,",A noise from the woodshed : | short stories / | $c: by Mary Dorcey.,1989,f,high_female,0.8213125406107862
nyp.33433074892609,"Mason, E. M.",Panacea,1897,f,high_female,0.8212955465587044
mdp.39015038015247,"Beyala, Calixthe.",The sun hath looked upon me / | $c: Calixthe Beyala ; translated from the French by Marjolijn de Jager.,1996,u,high_female,0.8210262828535669
uiuo.ark:/13960/t1wd47k9n,"Gascoigne, Caroline Leigh Smith,",Evelyn Harcourt,1847,f,high_female,0.8203782217953823
uiuo.ark:/13960/t3tt50h1f,"Gascoigne, Caroline Leigh Smith,",Evelyn Harcourt,1847,f,high_female,0.8203782217953823
uiuo.ark:/13960/t16m3mq7h,"Gascoigne, Caroline Leigh Smith,",Evelyn Harcourt,1847,f,high_female,0.8203782217953823
mdp.39015063963261,"Verschoyle, Catherine Mildred.",Oldham; | a novel | $c: by Catherine M. Verschoyle.,1927,f,high_female,0.8200409696602148
uc1.32106012860455,"Evans, Martina,",Midnight feast / | $c: Martina Evans,1996,f,high_female,0.8196468990493437
uc1.b4089222,"Milne, A. A.",Lovers in London,1905,m,high_female,0.8194749230490675
uc2.ark:/13960/t41r6ss59,"Gray, M. C.",Lisette's venture,1874,u,high_female,0.8191133334711165
uc1.32106013217986,"Hocking, Mary.",The meeting place / | $c: Mary Hocking,1996,f,high_female,0.8190045248868778
uc1.b3325611,"Marsh-Caldwell, Anne,",Angela,1848,f,high_female,0.8187648868500628
uc1.b3325612,"Marsh-Caldwell, Anne,",Angela,1848,f,high_female,0.8187648868500628
uc1.b3325613,"Marsh-Caldwell, Anne,",Angela,1848,f,high_female,0.8187648868500628
mdp.39015063543790,"Broughton, Rhoda,",Scylla or Charybdis?,1895,f,high_female,0.8184032556418794
uc1.32106008724053,"Riley, Joan.",Waiting in the twilight / | $c: Joan Riley.,1987,f,high_female,0.8183417085427136
mdp.39015024893383,"Brookner, Anita.",A closed eye / | $c: Anita Brookner.,1991,f,high_female,0.8179350460494426
njp.32101067644532,"Munster, Wilhelmina Fitzclarence,",Dorinda,1889,f,high_female,0.8175519072911637
mdp.39015022190550,"Garcia Morales, Adelaida.",The silence of the sirens / | $c: Adelaida Garcia Morales ; translated from the Spanish by Concilia Hayter.,1988,f,high_female,0.8174532502226179
mdp.39015067683691,"Fletcher, Susan,",Oystercatchers / | $c: Susan Fletcher.,2007,f,high_female,0.8170094496942746
mdp.39015019555542,"Birtha, Becky,",Lovers' choice.,1988,f,high_female,0.8165643659442984
mdp.39015049980942,"Marouane, Leïla.",The abductor / | $c: Leïla Marouane ; translated by Felicity McNab.,2000,u,high_female,0.8164435946462715
uiuo.ark:/13960/t01z4k65d,"Ferrier, Susan,",Marriage;,1881,f,high_female,0.8163809856303799
uc2.ark:/13960/t6154jc0j,"Ferrier, Susan,",Marriage;,1881,f,high_female,0.8163809856303799
njp.32101069159133,"Régnier, Mêlanie V. de.",Céline;,1912,u,high_female,0.8161563031960676
mdp.39015039396083,"Von Arnim, Elizabeth,",Elizabeth and her German garden,1899,f,high_female,0.8158730158730159
uc1.b4974542,"Molteno, Marion.",A language in common / | $c: Marion Molteno.,1987,u,high_female,0.8156359393232205
mdp.39015009211817,"Ekwensi, Cyprian.",Burning grass;,1962,m,high_female,0.8154092071611254
wu.89087922050,"Barsley, Michael.",Alice in wunderground and other blits and pieces / | $c: by Michael Barsley ; illustrated by the author.,1940,m,high_female,0.8151439974112825
uc1.32106012884018,"Batory, Elizabeth,",I do dance / | $c: Elizabeth Batory,1996,f,high_female,0.8150275777892858
mdp.39015009007900,"Manning, Olivia.",The play room.,1969,f,high_female,0.8149323467736149
mdp.39015000625940,"Kosinski, Jerzy,",The devil tree.,1973,m,high_female,0.8143358395989976
mdp.39015043828345,"Wagner, Martin,",Rachel's machine / | $c: Martin Wagner.,1997,m,high_female,0.8133367200067734
mdp.39015053532134,"Dunmore, Helen,",The siege / | $c: Helen Dunmore.,2001,f,high_female,0.8131901840490798
uc2.ark:/13960/t5h991x77,"Little, Frances Delanoy.",Sketches in Poland,1914,f,high_female,0.812623891497131
mdp.39015056908281,"OakGrove, Artemis,",Warclouds / | $c: Artemis OakGrove.,1998,f,high_female,0.812424286136037
mdp.39015060845636,"Ferguson, Patricia.",It so happens / | $c: Patricia Ferguson.,2004,f,high_female,0.8123599279411317
