htid,author,title,year,authgender,female_category,urban_metric_global
uc1.b3741254,"Thomas, D. M.",News from the front / | $c: D. M. Thomas and Sylvia Kantaris.,1983,m,,0.36520652169449286
mdp.39015048883915,"Lang, Andrew,",The mark of Cain,1886,m,mixed,0.3650844713462209
nyp.33433068245376,"Gillie, R. C.",The story of stories,1901,u,high_male,0.36503729447408073
mdp.39015064808556,"Aziz Efendi,",The story of Jewād,1884,m,high_male,0.36496524784053364
inu.39000005903799,,Persian folktales | $c: [translated from the German by Alfred Kurti.,1971,u,high_male,0.3649315119556977
mdp.39015079334457,"Barnard, Robert.",The killings on Jubilee Terrace / | $c: Robert Barnard.,2009,m,mixed,0.3645281245784277
mdp.39015003483768,"Chesterton, G. K. (Gilbert Keith),",The flying inn.,1946,m,,0.36452731423698437
mdp.39015032971148,"Coyne, Kevin,",Show business / | $c: Kevin Coyne.,1993,m,mixed,0.3643657395647322
uc1.b3339479,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,mixed,0.36435556880178716
uiuo.ark:/13960/t7gq78d8h,"Ouida,",Puck,1870,f,,0.36418197387818707
nyp.33433074964200,"Norris, Hugh Leigh.",Rice papers,1905,m,high_male,0.36404002995447865
mdp.39015012884584,"Edgell, Zee.",Beka Lamb / | $c: Zee Edgell.,1982,f,,0.3639965486297235
uc1.$b249257,"Birmingham, George A.",Two scamps / | $c: by George A. Birmingham.,1950,m,high_female,0.3638344373595908
mdp.39015064875746,,"So, what kept you? : | new stories inspired by Anton Chekhov and Raymond Carver / | $c: edited by Claire Malcolm and Margaret Wilkinson ; foreword by Tess Gallagher.",2006,u,high_female,0.36376417207336864
mdp.39015039731644,"Mottram, R. H. (Ralph Hale),",Dazzle.,1932,m,mixed,0.3637580137997427
uc1.b4975896,"King, Francis Henry,",Indirect method and other stories / | $c: Francis King.,1980,m,high_female,0.36375453887086673
mdp.39015005572584,"Sandeman, Phyllis Elinor.",Treasure on earth / | $c: by Phyllis Elinor Sandeman ; illustrated by the author.,1981,f,high_female,0.3637233610129477
uiuo.ark:/13960/t76t0zs2q,"Collins, Mortimer,",Sweet Anne Page,1868,m,mixed,0.36361782663067743
uc1.$b607111,"Fyodrov, Michael,",Matushka; | a novel of 18th century Russia / | $c: by Michael Fyodrov.,1946,m,high_female,0.3636106222942916
mdp.39015080903142,,Whoosh! : | a Queer Writing South anthology / | $c: edited by Maria Jastrzebska & John McCullogh.,2008,u,high_female,0.36345815815588917
wu.89082441312,"White, Graham,","""The long road to the sky"" : | night fighter over Germany  / | $c: Graham White.",2006,m,high_male,0.36325886518807904
uc1.$b156134,"Jones, Gwyn,","Welsh short stories, | $c: by E. Tegla Davies, Rhys Davies, Caradoc Evans ... [and others] Selected by Gwyn Jones.",1941,u,,0.36317684619255597
uc1.$b491960,"Veen, Adriaan van der,",The intruder. | $c: Translated from the Dutch by James S. Holmes and Hans van Marle.,1958,m,mixed,0.36315016391804394
mdp.39015040081617,"Čapek, Karel,",Tales from two pockets / | $c: Karel Čapek ; translated from the Czech by Paul Selver ; with drawings by Karel Svolinsky.,1962,u,,0.36305471772049175
mdp.39015032316997,"Hudson, Mark.",Coming back brockens : | a year in a mining village / | $c: Mark Hudson.,1994,m,,0.3630511137789303
uc1.b3321917,"Besant, Walter,",The changling,1899,m,,0.36277642684548017
uc1.b2800312,"Asturias, Miguel Angel.",The president / | $c: by Miguel Angel Asturias ; translated from the Spanish by Frances Partridge.,1963,m,,0.3627023447869323
mdp.39015065629886,"(John Michael), Cohen, J. M.",Latin American writing today; | $c: edited by J. M. Cohen.,1967,u,,0.3626612707113782
uiuo.ark:/13960/t1rf66h39,"Hartstonge, Matthew Weld,",The eve of All-Hallows;,1825,m,high_male,0.36257482733262825
uc1.b3752269,"Simenon, Georges,","Lost moorings, | $c: translated from the French by Stuart Gilbert.",1946,m,mixed,0.36242600877484465
njp.32101073479956,"Francillon, R. E.",Strange waters,1878,f,,0.3623457730518549
uiuo.ark:/13960/t5db8dn8q,"Gillmor, C.","Jessie of Boulogne, or, The history of a few minutes",1877,m,,0.3623085291282299
mdp.39015055119377,"Emecheta, Buchi.",In the Ditch : | a novel / | $c: by Buchi Emecheta.,1979,f,high_female,0.3621957764337056
uc1.b4937283,"Stanford, Derek.",Short stories of the 'Nineties: | a biographical anthology.,1968,m,mixed,0.36217185778755345
mdp.39015048927241,"March, Caeia,",Spinsters' rock / | $c: Caeia March.,1999,u,high_female,0.36178385573265925
njp.32101064912080,"Marks, Mary A. M.",Five-chimney farm,1877,f,high_female,0.3617093348641948
mdp.39015030945631,"Armstrong, Thomas,",King Cotton / | $c: by Thomas Armstrong.,1947,m,,0.36150282397554795
mdp.39015003928804,"Gerhardie, William Alexander,",Works.,1970,m,,0.3614973148307732
inu.32000002740027,"(Charles Grimshaw), Campbell, C. G.","From town and tribe, | $c: translated & set down by C. G. Campbell.",1952,m,high_male,0.3614734791235808
nyp.33433076093487,"Disraeli, Benjamin,",Collected edition of the novels and tales,1871,m,high_male,0.3614187111927352
mdp.39015073677190,"Hoban, Russell.",My tango with Barbara Strozzi / | $c: Russell Hoban.,2007,m,,0.36099090147059465
mdp.39076006608181,"Huxley, Aldous,",Collected works.,1970,m,,0.360957343299515
uc1.b4974529,"Levy, Deborah.",Ophelia and the great idea.,1989,f,high_female,0.3609124090464176
mdp.39015002300740,"O'Brien, Edna.",The love object.,1968,f,high_female,0.3608610815363317
uc1.$b236150,"Davies, Rhys,",The darling of her heart and other stories.,1958,m,,0.360854336719723
uiuo.ark:/13960/t3pv75c60,"Wilton, Maurice.",The old love is the new,1880,m,,0.36053698812644147
mdp.39015000574908,"Durrell, Gerald,",The whispering land / | $c: Gerald Durrell ; with illustrations by Ralph Thompson.,1961,m,mixed,0.36021199864312475
uc1.32106016143775,"Davey, Janet,",English correspondence / | $c: Janet Davey,2003,f,high_female,0.3597391655716251
mdp.39015009219885,"Gore,",The two aristocracies,1857,f,,0.3596852609319614
mdp.39015059376528,,The New British novelist;,1830,u,high_male,0.35963269977335816
mdp.39015061185719,"Govier, Katherine,",Three views of crystal water / | $c: Katherine Govier.,2005,f,mixed,0.35954618479730033
mdp.39015019853293,"Holden, Ursula.",Help me please / | $c: Ursula Holden.,1991,f,high_female,0.35899709665669766
mdp.39015051324435,"Bates, H. E. (Herbert Ernest),",Twenty tales.,1951,m,mixed,0.3588689707782984
uc1.$b242617,"Disher, Maurice Willson,",Whitely Wanton : | a story of mistress and lover / | $c: by Maurice Willson Disher.,1951,m,mixed,0.35876909254152695
mdp.39015004192962,"Trevor, William,",Lovers of their time : | and other stories / | $c: William Trevor.,1978,m,,0.35871980034179024
mdp.39015030709813,"Newby, P. H. (Percy Howard),",Mariner dances : | a novel / | $c: by P.H. Newby.,1948,m,high_female,0.35863729282023127
mdp.39015018053168,"pseud. Voinov, Nicholas,","Outlaw, | the autobiography of a Soviet waif, | $c: by Voinov.",1955,m,high_female,0.35858577926105095
mdp.39076005048231,"Priestley, J. B. (John Boynton),","Festival at Farbridge, | $c: by J.B. Priestley.",1951,m,mixed,0.3585533091435199
uiuo.ark:/13960/t9766490g,"Lee, Holme,",Mrs. Denys of Cote,1880,f,,0.3583141080986545
uc1.b4389691,"pseud. Voinov, Nicholas,","Outlaw, | the autobiography of a Soviet waif, | $c: by Voinov.",1955,m,high_female,0.35802953118013314
mdp.39015000627375,"Kriesel, Henry,",The rich man.,1952,m,high_male,0.3580112474718129
uiuo.ark:/13960/t3611mk46,"Owen, Octavius Freire,",Raised to the peerage,1859,f,,0.3579671785899965
uiuo.ark:/13960/t8gf15b2q,"Ouida,",Puck,1870,f,,0.3578534723182156
mdp.39015050981698,"Willis, Ted.",The most beautiful girl in the world / | $c: Ted Willis.,1982,m,mixed,0.35772723156724595
njp.32101067300663,"Bowen, Marjorie,",God's playthings,1912,f,,0.35769064162004505
wu.89001072198,,Modern German short stories / | $c: translated by H. Steinhauer and Helen Jessiman ; with an introduction by H. Steinhauer.,1938,u,mixed,0.35765289937858663
inu.30000055969665,,The Penguin book of Latin American short stories / | $c: edited by Thomas Colchie.,1993,u,,0.35755513579448034
mdp.39015053531409,"Cullen, Leo,",Let's twist again / | $c: Leo Cullen.,2001,m,,0.35755444213363685
uiuo.ark:/13960/t5t72p82m,"Besant, Walter,",The golden butterfly,1876,m,,0.35755283513586344
uiuo.ark:/13960/t4cn7g63f,"Ouida,",The tower of Taddeo,1892,f,high_female,0.3574810204248208
mdp.39015050245581,"Chambers, Aidan.",Postcards from no man's land : | a novel / | $c: Aidan Chambers.,1999,m,mixed,0.3574274704233087
uiuo.ark:/13960/t83j3sr8t,"Cox, Annie.",A romance of Regent Street,1881,f,high_female,0.3574150649723706
mdp.39015078812800,"Hall, John.",Sherlock Holmes at the Raffles Hotel / | $c: John Hall.,2008,m,,0.3572525965015668
uiuo.ark:/13960/t56d6c297,"Law, Agnes.",Eyes so blue;,1878,f,,0.3571617745863661
nyp.33433075765838,"Peard, Frances Mary,",Donna Teresa,1899,f,high_female,0.3566449401804085
mdp.39015059573587,"Koumantareas, Menēs.",Their smell makes me want to cry : | / | $c: Menis Koumantareas ; translated by Patricia Felisa Barbeito & Vangelis Calotychos.,2004,u,mixed,0.3565904858877114
uiuo.ark:/13960/t89g68945,"Reid, Mayne,",The quadroon,1856,m,high_male,0.3565692857658126
mdp.39015067689730,"Clark, Clare.",The nature of monsters / | $c: Clare Clark.,2007,f,high_female,0.35649557184994063
nyp.33433082225651,"Smollett, T.",The works of Tobias Smollett,1895,m,,0.3561915359601809
mdp.39015001533705,"Bates, H. E. (Herbert Ernest),","The woman who had imagination and other stories, | $c: by H. E. Bates.",1934,m,mixed,0.35614683846421114
inu.30000120952456,"Kavanagh, Patrick,",Tarry Flynn : | a novel / | $c: Patrick Kavanagh.,1965,m,,0.3560373568338646
mdp.39015074299101,"Gittins, Chrissie.",Family connections / | $c: Chrissie Gittins.,2007,f,high_female,0.35582859436386766
mdp.39015050807968,"Muir, William.",The 18th pale descendant / | $c: William Muir.,2001,m,mixed,0.3558039396072685
mdp.39015016437520,"Mackay, Shena.",Old crow.,1967,f,high_female,0.3557809693322371
dul1.ark:/13960/t8df7h88h,"Morgan,",Florence Macarthy,1818,f,mixed,0.35576115382864937
uc1.$b322696,"Bennett, Rolf.","Mr. Pyecroft goes to heaven, | $c: by Rolf Bennett.",1933,u,mixed,0.3556519308039582
uc1.b4948952,"Miller, Miranda,",Under the rainbow / | $c: Miranda Hyman [i.e. M. Miller].,1978,f,,0.3556095531051907
mdp.39015024652706,,Original prints II : | new writing from Scottish women / | $c: introduction by Elspeth Davie.,1987,u,high_female,0.3555948891254534
uc1.32106012494628,"Easterman, Daniel,",The jaguar mask / | $c: Daniel Easterman,2000,m,,0.3553405444795771
uc2.ark:/13960/t01z44327,"Tressell, Robert,",The ragged trousered philanthropists,1914,m,high_male,0.35529313302959825
inu.30000123121687,"Welsh, Irvine.",Trainspotting / | $c: Irvine Welsh.,1994,m,mixed,0.3552620293378442
nyp.33433076022890,"O'Connor, Florence J.",The heroine of the Confederacy; or,1864,f,,0.3552340451931649
mdp.39015063961455,"Winter, John Strange,",A born soldier,1894,m,,0.35521783132642526
mdp.39015080868311,"Boyne, John,",The house of special purpose / | $c: John Boyne.,2009,m,,0.3548895509999347
mdp.39015002164625,"Billington, Rachel.",Cock Robin; or A fight for male survival.,1973,f,high_female,0.3548482410905839
mdp.39015029172841,"Billington, Rachel.",Bodily harm \ | $c: Rachel Billington.,1992,f,,0.3548280360531732
uc1.b3321971,"Coleman, John,",The rival queens,1887,m,mixed,0.3547986443497724
mdp.39015042048168,"Hird, Laura.",Nail and other stories / | $c: Laura Hird.,1997,f,high_female,0.3546080731934431
njp.32101065853317,"Reid, Mayne,",The queen of the lakes,1880,m,high_male,0.35455876887906984
nyp.33433075822951,,Half-hours with foreign authors,1861,u,high_male,0.3544626024011969
inu.30000042720155,"Miller, Henry,",Nexus / | $c: Henry Miller.,1960,m,,0.35444239076119743
mdp.39015063935210,"Maxwell, W. B.",The ragged messenger,1904,m,mixed,0.3544354967131441
uc1.32106009986081,"Willis, Ted.",The plume of feathers / | $c: Ted Willis.,1993,m,high_female,0.3543764696416502
uc1.b3586833,"Maron, Monika.",Flight of ashes / | $c: by Monika Maron ; translated by David Newton Marinelli.,1986,f,high_female,0.3542883802636727
uiuo.ark:/13960/t6j10p387,"Norway, Arthur H.",The government official,1887,f,high_male,0.35420182395493016
mdp.39015067641509,"McGrann, Molly.",Exurbia / | $c: Molly McGrann.,2007,f,high_female,0.3540134653214467
mdp.39015043789240,"Waddington, James.",Bad to the bone / | $c: James Waddington.,1998,m,,0.35400108506292666
mdp.39015031305736,"Storey, Anthony.",Brothers keepers : | a novel / | $c: by Anthony Storey.,1975,m,high_male,0.35387654060582463
inu.32000009077365,"White, W. J.",One for the road / | $c: by W. J. White.,1956,u,mixed,0.35373257141435016
uc1.$b684708,"Quiller-Couch, Arthur Thomas,",Noughts and crosses ;,1891,m,,0.35348640744348925
uiuo.ark:/13960/t2k64rb75,"Battersby, John.",Tell-tale Sophas,1826,m,high_female,0.3534303853775921
inu.30000081680302,"Webb, Godfrey Edward Charles.","Gypsies, the secret people.",1960,m,mixed,0.35334408243631016
uc1.b3123812,"Hood, Tom,",A golden heart,1867,m,high_female,0.35330248979604784
mdp.39015016440276,"Durrell, Lawrence.",Tunc : | a novel / | $c: by Lawrence Durrell.,1969,m,,0.3532068398024915
inu.32000014254751,"Richter, Hans Werner,",The odds against us / | $c: Hans Werner Richter ; translated by Robert Kee.,1950,m,,0.352798359411909
mdp.39015077127663,"Johnston, Paul,",The soul collector / | $c: Paul Johnston.,2008,m,mixed,0.3527063225501231
mdp.39015025301287,"Lispector, Clarice.",Discovering the world / | $c: Clarice Lispector ; [translated and introduced by Giovanni Pontiero].,1992,f,high_female,0.3526195393742436
uc2.ark:/13960/t7gq6tz6z,"Buckley, William,",Croppies lie down,1903,m,,0.35244227370784315
njp.32101017879931,"Moore, George,",Esther Waters,1894,m,high_female,0.3523707183937494
mdp.39015012276666,"Wilson, A. N.,",Stray / | $c: A.N. Wilson.,1987,m,high_female,0.3521478166796783
uiuo.ark:/13960/t5q81mg0j,"Collins, Mortimer,",Marquis and merchant,1871,m,mixed,0.35209705077543046
inu.30000076343411,"Krasznahorkai, László.",The melancholy of resistance / | $c: László Krasznahorkai ; translated by George Szirtes.,1998,u,,0.35201605974883055
uiuo.ark:/13960/t3st7w32r,"Lyall, Edna,",Knight-errant,1887,f,mixed,0.35197691872742876
hvd.hn5cdp,,Moral tales,1831,u,high_male,0.3519691924826443
mdp.49015002143510,"Shaw, Bernard,",Works.,1930,m,mixed,0.35191616452475727
mdp.39015060827642,"O'Farrell, John.",May contain nuts / | $c: John O'Farrell.,2005,m,,0.35171329882661756
uc1.32106005649857,"Klíma, Ivan.",My merry mornings : | stories from Prague / | $c: by Ivan Klíma ; translated by George Theiner.,1985,m,,0.3516821564377197
inu.30000092634348,"Mould, Rupert.",--Of dark voices on salt air / | $c: Rupert Mould.,2001,m,,0.35137159094814374
mdp.39015063928512,"Disraeli, Benjamin,",Lothair,1870,m,,0.35125298482031847
mdp.39015020080571,"(Colin Metcalfe), Enriquez, C. M.",Khyberie in Burma : | the adventures of a mountain pony / | $c: by C. M. Enriquez ; with twenty-two illustrations by K. F. Barker.,1939,u,,0.35112277685854365
uc1.$b485541,"Allen, Johannes,",Tumult: | a novel; | $c: translated by Frederick Marker.,1969,m,high_female,0.35109950976279125
uc2.ark:/13960/t5t729m0k,"Scott, P. E. S.",Souls in pawn,1913,f,,0.3508112403081103
uiuo.ark:/13960/t77s87h7v,"Maxwell,",Eleanor's victory,1863,f,high_female,0.3507919705552449
uc2.ark:/13960/t4fn15j60,"Hocking, Silas K.",Dick's fairy,1883,m,high_male,0.35076640756209065
njp.32101037989959,"Nares, Edward,",Thinks-I-to-myself,1812,m,,0.35045138052494257
uiuo.ark:/13960/t50g49j69,"Tabor, Eliza.",Hagar,1870,f,high_female,0.3501585192990315
inu.30000112128651,"Chernaik, Judith.",Leah / | $c: Judith Chernaik.,1987,f,,0.35008314089102277
mdp.39015050742553,"Bolger, Dermot,",Temptation / | $c: Dermot Bolger.,2000,m,,0.3499668034864233
mdp.39015062842300,"Drewe, Robert,",Grace / | $c: Robert Drewe.,2005,m,,0.3499273193478701
uc1.b4105180,"Shaw, Bernard,","Immaturity, | $c: by Bernard Shaw.",1931,m,mixed,0.3498900807253079
pst.000033164229,"Kelman, James,","How late it was, how late / | $c: James Kelman.",1996,m,high_male,0.3497842517490419
mdp.39015030855764,"Bayley, Victor,",Indian artifex. | $c: Woodcut decorations by P. Youngman Carter.,1939,m,high_male,0.3496373045407318
uc1.b2831266,"Frankau, Pamela,",Over the mountains: | a novel.,1967,f,,0.34962789721456133
uc1.b3565307,"Forester, C. S. (Cecil Scott),",Marionettes at home.,1936,m,,0.3495091476886232
uc1.$b119154,"Kingston, Jeremy.",Love among the unicorns.,1968,m,,0.34950899876361624
mdp.39015063536141,"Collins, Mortimer,",[Works,1883,m,mixed,0.3495002613660932
uiuo.ark:/13960/t5k93th7q,"Sherer, Moyle,",The story of a life,1825,m,mixed,0.34946878112384655
mdp.39015046900620,,12 English detective stories / | $c: selected and introduced by Michael Cox.,1998,u,,0.34934348817683625
uva.x002138921,"Thackeray, William Makepeace,",Vanity fair,1920,m,,0.349271721699975
uiuo.ark:/13960/t0xp79n5c,"Chorley, Henry Fothergill,",Sketches of a sea port town,1834,m,high_female,0.34916362143277846
hvd.hwkd1s,"Hope, Thomas,","Anastasius, or, Memoirs of a Greek ;",1820,m,high_male,0.349124507163654
uc1.b2801320,"Kildare, David.",In the end is justice.,1964,m,mixed,0.3491020623451704
uc1.b3590120,"Le Clézio, J.-M. G. (Jean-Marie Gustave),",The interrogation / | $c: by J. M. G. Le Clézio ; translated from the French by Daphne Woodward.,1964,m,high_male,0.3490253055240903
uiuo.ark:/13960/t4th92p16,"Moore, Oliver.",The staff officer,1831,m,mixed,0.3488292483748902
uc1.$b244474,"Richardson, Dorothy Miller,","Revolving lights, | $c: by Dorothy M. Richardson.",1923,f,high_female,0.3487073312893715
njp.32101067647584,"James, G. P. R.",Henry of Guise,1839,m,,0.34868836274262327
uc1.$b794738,"Firbank, Ronald,",Caprice,1917,m,high_female,0.3485752232149314
mdp.39015038017987,"Gladkov, Fedor,",Cement / | $c: by Feodor Vasilievich Gladkov ; translated from the Russian by A. S. Arthur and C. Ashleigh.,1929,u,high_male,0.34852291525252505
uc1.$b245245,"Thompson, Sylvia,",Winter comedy / | $c: by Sylvia Thompson.,1931,f,high_female,0.34852132859983814
mdp.39015020573104,,Old in the streets. | $c: Edited by Ken Kesey.,1974,u,,0.34843840774988694
uc2.ark:/13960/t1gh9cz9f,"Grant, James,",Miss Cheyne of Essilmont,1883,m,mixed,0.3483552476309487
uc1.32106013037087,"Gurnah, Abdulrazak,",Admiring silence / | $c: Abdulrazak Gurnah,1996,u,,0.348268953311218
wu.89002447233,"Bennett, Arnold,",The card,1912,m,,0.348266370354251
mdp.39015063975562,"Wyllarde, Dolf.",The holiday husband,1919,m,high_female,0.3482584193913344
coo.31924014164572,"Mackenzie, Compton,",Sinister street.,1949,m,,0.3481031093316864
mdp.39015041019905,"Hahn, Emily,","Affair, | $c: by Emily Hahn.",1935,f,mixed,0.34791940624919476
mdp.39015046013465,"English, Lucy.",Selfish people / | $c: Lucy English.,1998,f,,0.3476458922337794
mdp.39015008603857,"Maugham, W. Somerset (William Somerset),",Altogether : | being the collected stories of W. Somerset Maugham.,1934,m,mixed,0.3474761482869857
uc1.b3321700,"Ayscough, John,",A Roman tragedy and others,1909,m,mixed,0.3473613541280527
mdp.39015053482041,"Crace, Jim,",The devil's larder / | $c: Jim Crace.,2001,m,,0.34721340682296264
hvd.hxcsht,"Colman, George,",The circle of anecdote and wit,1826,m,high_male,0.34716054275981617
uc1.b2799778,"Hill, Pamela.",Maddalena / | $c: Pamela Hill.,1963,f,mixed,0.3470654669511723
uc1.32106011439327,"Ekman, Kerstin,",The spring / | $c: Kerstin Ekman ; translated from the Swedish by Linda Schenck,2001,f,high_female,0.3470581122881734
mdp.39015030857836,"(Terence Hanbury), White, T. H.",They winter abroad | $c: [by] T. H. White.,1969,m,mixed,0.3470564120258818
uiuo.ark:/13960/t3mw2s801,"Curzon, G.",Delamere,1886,u,,0.3468880737664344
uc1.b3326183,"Nares, Edward,",Thinks I-to-myself;,1811,m,mixed,0.3468495108466028
mdp.49015001132548,"Burmeister, Jon.",The Weatherman Guy / | $c: Jon Burmeister.,1975,m,,0.346706955228021
uc1.b3327179,"Roberts, Morley,",The reputation of George Saxon,1892,m,high_male,0.34660984331129735
mdp.39015019819849,"Forbes, Caroline,",The needle on full / | $c: Caroline Forbes.,1985,f,high_female,0.3466072497616718
mdp.39015073481353,"Henty, G. A.",The young Franc-tireurs and their adventures in the Franco-Prussian War,1872,m,high_male,0.34658963068617454
nyp.33433081859450,"Edgeworth, Maria,",The novels of Maria Edgeworth,1893,f,mixed,0.3464923069306017
mdp.39015049666293,"Fitzgerald, Penelope.",The means of escape : | stories / | $c: Penelope Fitzgerald.,2000,f,,0.3462439485614961
njp.32101068573482,"Prevost, Marcel,",Léa,1902,u,high_female,0.34598217689400357
mdp.39015059406283,"Pickthall, Marmaduke William,",The early hours,1921,m,high_male,0.34580157212876733
uc1.b3322603,"Harte, Bret,",The complete works of Bret Harte,1880,m,mixed,0.34553989725284107
uc2.ark:/13960/t7sn07q6m,"Yonge, Charlotte M.",The armourer's prentices,1884,f,high_male,0.3455154331063841
inu.32000001390519,"Shaw, Bernard,",The works of Bernard Shaw,1930,m,mixed,0.34507922975943095
uiuo.ark:/13960/t6vx0rr2f,"Hamilton, Rowan.",The last of the cornets,1890,m,high_male,0.3449448547964179
mdp.39015063927456,"Trollope, Thomas Adolphus,",Diamond cut diamond;,1875,m,,0.34486614597687526
mdp.39015003343269,"Fitzgerald, Penelope.",Human voices / | $c: Penelope Fitzgerald.,1980,f,,0.3445996539037577
mdp.39015032924451,,Maghreb : | new writing from North Africa / | $c: edited with an introduction by Jacqueline Kaye.,1992,u,,0.34455141873405365
uc1.b3548995,"Topolski, Feliks,",Portrait of G.B.S. / | $c: with an introduction by Hesketh Pearson.,1946,u,high_male,0.34450972365668003
uc2.ark:/13960/t74t6fs9j,"Glasgow, Ellen Anderson Gholson,",Life and Gabriella;,1916,f,high_female,0.3444178530008237
inu.30000000898381,"Sagan, Françoise,",Engagements of the heart / | $c: Françoise Sagan ; translated by Christine Donougher.,1988,u,mixed,0.3444151558510833
uc1.32106009052587,"Greene, Graham,","The ministry of fear, | an entertainment | $c: by Graham Greene.",1943,m,,0.3442493058522431
uc1.$b663096,"Kaczér, Illés,",The siege of Jericho : | a novel / | $c: by Illes Kaczér ; [translated from the Hungarian by Lawrence Wolfe],1949,u,,0.34414449807126585
uiuo.ark:/13960/t5x644h10,"Senior, Henry.",Charles Vernon;,1849,m,,0.3439880276949514
mdp.39015021836377,"Chernilo, Capel.",Queer stories from Russia,1892,u,,0.3438987133978237
uc2.ark:/13960/t9p26wn0q,"Whyte-Melville, G. J.",Digby Grand,1853,m,,0.34372538471817876
mdp.39015013502672,"Colegate, Isabel.",Three novels : | The blackmailer ; A man of power ; The great occasion / | $c: Isabel Colegate.,1984,f,,0.34367479172974763
uc1.$b183921,"Yurlova, Marina.","Russia, farewell.",1936,f,mixed,0.3434477361241062
mdp.39015054164069,"Knox, Elizabeth.",Black oxen / | $c: Elizabeth Knox.,2001,f,,0.3433976086631118
mdp.39015012295914,"Woolley, Leonard,","Dead towns and living men, being pages from an antiquary's notebook.",1954,u,high_male,0.3432557196703585
inu.30000110565557,"Broughton, Sarah.",Other useful numbers / | $c: Sarah Broughton.,2008,f,high_female,0.3430840541452464
uc1.b3462129,"Lambert, Gavin.",In the night all cats are grey / | $c: Gavin Lambert.,1976,m,high_female,0.3428261870910289
mdp.39015048919545,,12 Irish ghost stories / | $c: selected and introduced by Patricia Craig.,1998,u,mixed,0.34278508520145823
uiuo.ark:/13960/t1kh19p4h,"Jefferies, Richard,",Restless human hearts,1875,m,mixed,0.3423158923795752
mdp.39015038117910,"Solzhenit͡syn, Aleksandr Isaevich,","August 1914, | $c: [by] Alexander Solzhenitsyn; translated by Michael Glenny.",1972,m,high_male,0.3418347788158986
nyp.33433076039274,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1883,m,,0.34165659883177846
mdp.39015051761164,"Niranjchana, Shakti.",The web of silk and gold / | $c: Shakti Niranjchana.,2001,u,,0.3415488675346487
mdp.39015048881158,"Linklater, Eric,","Magnus Merriman, | a novel.",1934,m,,0.34152498545734195
uc1.$b105491,"Sitwell, Osbert,","Dumb-animal, | and other stories.",1930,m,mixed,0.3412694087113298
mdp.39015077135427,"Jones, John Sam.",Crawling through thorns / | $c: John Sam Jones.,2008,m,high_male,0.3412253387926313
uc1.32106001599833,"Bunin, Ivan Alekseevich,","Fifteen tales,",1924,m,mixed,0.3410966135614015
uc2.ark:/13960/t23b5wp86,"Henty, G. A.",True to the old flag,1884,m,high_male,0.34108251276993823
uc1.b3472881,"Walton, Su,",Here before Kilroy.,1968,u,,0.3408882686257485
mdp.39015005144889,"Lewis, Wyndham,","Tarr, | $c: by Wyndham Lewis.",1935,m,mixed,0.34025947903476195
mdp.39015050113540,"Kuppner, Frank,",In the beginning there was physics / | $c: Frank Kuppner.,1999,m,high_male,0.3399508183230301
mdp.39015016437686,"Mackenzie, Kenneth,",The refuge; | $c: a confession by Seaforth Mackenzie [pseud.],1954,m,high_female,0.3398391922340663
uc1.$b300923,"Hopkins, Gerard,",Something attempted / | $c: Gerard Hopkins.,1929,m,high_female,0.3398154709503803
mdp.39015079291335,"Rankin, Robert,",Necrophenia / | $c: Robert Rankin.,2008,m,high_male,0.33954341224171114
uc1.$b312493,"Sheridan, Clare Consuelo (Frewen) Mrs.","Stella defiant, | $c: by Clare Sheridan.",1924,f,high_female,0.33952177572976305
mdp.39015030141389,"Grant, Roderick,",A savage freedom / | $c: Roderick Grant.,1978,m,,0.3394247492170636
uc1.32106007902650,"Dahl, Roald",More Roald Dahl tales of the unexpected,1980,m,high_male,0.33941058375100847
mdp.39015047487361,"Heiss, Lisa,",Askania-Nova: | animal paradise in Russia: adventure of the Falz-Fein family | $c: [by] L. Heiss. [Translated from the German],1970,f,high_male,0.3393490798156976
mdp.39015048901667,"March, Richard,",The mountain of the upas tree.,1948,m,high_male,0.33926752914513436
uc1.b3144887,"Cable, Boyd.",The old contemptibles,1919,m,high_male,0.33924058667964185
uc1.$b302073,"Mottram, R. H. (Ralph Hale),","The crime at Vanderlynden's, | $c: by R. H. Mottram.",1926,m,high_male,0.33920482385485884
mdp.39015037263749,"Saramago, José",Manual of painting and calligraphy : | a novel / | $c: Josʹe Saramago ; translated from the Portuguese by Giovanni Pontiero.,1995,u,high_female,0.3390942184451645
uiuo.ark:/13960/t58d0d94q,,Eustace Fitz-Richard,1826,u,,0.3390915428142017
mdp.39015054385425,,The weekenders : | travels in the heart of Africa / | $c: Alex Garland ... [et al.],2001,u,high_male,0.33895144908588515
uiuo.ark:/13960/t9g45br3b,"Wilks, John,","The Tory baronet, or Tories, Whigs, and Radicals",1841,m,mixed,0.3388371353537406
mdp.39015078802967,"Gray, Alex.",Glasgow kiss / | $c: Alex Gray.,2009,m,mixed,0.3388252004293219
mdp.39015021881159,"Gardam, Jane.",The queen of the tambourine / | $c: Jane Gardam.,1991,f,,0.33872775468310323
mdp.39015000672793,"Lavin, Mary,","The shrine, and other stories / | $c: by Mary Lavin.",1977,f,high_female,0.33871363177788394
