htid,author,title,year,authgender,female_category,urban_metric_global
wu.89099774317,"Clive, Caroline,",Paul Ferroll,1855,f,,-0.2829052997482307
inu.30000063983492,,12 gothic tales / | $c: selected and introduced by Richard Dalby.,1998,u,,-0.28291372444685875
uc1.b3488794,"Johnson, Pamela Hansford,",The good husband / | $c: Pamela Hansford Johnson.,1978,f,high_female,-0.28324015483548215
uiuo.ark:/13960/t6zw1zc7c,"Jeaffreson, John Cordy,",A noble woman,1868,m,high_female,-0.28324754167853383
dul1.ark:/13960/t3320mn63,"Middleton, John B.",The God of this world,1905,m,,-0.2832995809971025
mdp.39015031307179,"Tennant, Kylie,",Time enough later.,1945,f,,-0.28350790046115526
inu.30000006111086,"Chevallier, Gabriel,",Clochemerle / | $c: Gabriel Chevallier ; translated from the French by Jocelyn Godefroi.,1986,m,,-0.2835282993287572
mdp.39015073483847,"Henty, G. A.",The lion of St. Mark,1889,m,high_male,-0.2835396169217034
uiuo.ark:/13960/t1tf0693z,"Green, Sarah,",Who is the bridegroom?,1822,f,high_female,-0.28356966575180426
uiuo.ark:/13960/t2k64tq5z,"Damer, Anne Seymour Conway,",Belmour,1801,f,high_female,-0.28360020016301946
mdp.39015036753898,"Roscoe, Thomas,",The Italian novelists,1836,m,high_male,-0.2836932352501401
uiuo.ark:/13960/t6rx9nk3x,"Grant, Maria M.",The sun-maid,1876,f,,-0.2837163259681406
mdp.39015055108776,"Roberts, Michele.",The wild girl / | $c: Michèle Roberts.,1984,f,mixed,-0.2837684697708179
uc1.b3962037,"Turgenev, Ivan Sergeevich,",Smoke,1901,m,,-0.2837757097311784
uc1.32106014490715,,The anarchist banker and other Portuguese stories / | $c: edited by Eugénio Lisboa,1997,u,high_female,-0.2837911715591131
uc1.b4095433,"Kennedy, Margaret,",Women at work.,1966,f,high_female,-0.28394997129949784
uiuo.ark:/13960/t5db8pt0d,"Viles, Edward.",Black Bess;,1866,m,high_male,-0.2839604893856703
mdp.39015024451711,"Owen, Ashford.",A lost love,1920,u,,-0.28396301497119075
uiuo.ark:/13960/t0ft96k4j,"Nomad,",A railway foundling,1890,u,,-0.2840380542972139
njp.32101064710617,"Picken, Andrew,",The sectarian; or The church and the meeting-house,1829,m,mixed,-0.284224584055543
inu.30000027212327,"Power, M. S.,",Crucible of fools / | $c: M.S. Power.,1991,u,mixed,-0.28443506702746785
njp.32101035234093,"Marryat, Florence,",The root of all evil,1880,f,,-0.28444019381646857
uc1.b3331857,"Thorn, Ismay.","Only five; or, Pussie's frolics in farm and field",1880,f,high_female,-0.284463034771344
njp.32101064629577,"Sherer, Moyle,",Tales of the wars of our times,1829,m,,-0.28451522279938535
nyp.33433074970835,,Artist and craftsman,1860,u,mixed,-0.2845630691984981
wu.89000855502,"Calvino, Italo.","Adam, one afternoon and other stories / | $c: Italo Calvino ; translated by Archibald Colquhoun and Peggy Wright.",1957,m,mixed,-0.28460854542699804
mdp.39015033676852,"Baum, Vicki,","Secret sentence,",1932,f,high_male,-0.2846098035716614
uiuo.ark:/13960/t3zs3dk6v,"Wood, Henry,",Johnny Ludlow,1874,f,,-0.2846423837753359
uiuo.ark:/13960/t6h13cr9b,"Duffield, Alexander James.",Masston,1877,m,mixed,-0.2846793297205499
uc1.b4936698,"Fall, Malick.",The wound; | $c: translated from the French by Clive Wake.,1973,u,,-0.28470166723822843
mdp.39015063870193,"Gillies, R. P.",Tales of a voyager to the Arctic Ocean,1826,m,,-0.2847387583618653
uc1.b5015172,"Josipovici, Gabriel,",Words: | a novel.,1971,m,high_female,-0.2847520121144894
uc1.b3123861,"Hume, Fergus,",The island of fantasy,1892,m,,-0.28479696190485376
dul1.ark:/13960/t9j398q69,"Bury, Charlotte Campbell,",The manœuvring mother,1842,f,high_female,-0.28485784384400314
mdp.39015017694178,"Wang, Anyi,",Baotown / | $c: Wang Anyi ; translated by Martha Avery.,1989,u,high_male,-0.2849155711120738
mdp.39015005141190,"(Pelham Grenville), Wodehouse, P. G.",Full moon.,1947,m,,-0.2850263872871981
mdp.39015024982368,"Pristavkin, Anatoly,",The Inseparable twins / | $c: Anatoly Pristavkin ; translated from the Russian by Michael Glenny.,1991,u,mixed,-0.28507198667859346
uc2.ark:/13960/t55d8sj12,"Swinnerton, Frank,",The happy family,1912,m,,-0.285094129807832
uiuo.ark:/13960/t9f48bh0k,"Wood, Henry,",The house of Halliwell,1890,f,high_female,-0.2851231322603641
uiuo.ark:/13960/t72v2sz4q,"Armstrong, F. C.",The frigate and the lugger,1861,m,,-0.285130054711114
uc1.b3581483,"Jones, Hannah Maria,","The gipsy mother, or, The miseries of enforced marriage",1840,f,mixed,-0.2851450471131011
mdp.39015078793505,"Brookmyre, Christopher,",A snowball in hell / | $c: Christopher Brookmyre.,2008,m,,-0.2852044368606171
nyp.33433074873468,"Craig, Isa,",Esther West;,1870,u,high_female,-0.2855571544776052
mdp.39015049647798,"Humphreys, Emyr.",Salt of the earth / | $c: Emyr Humphreys.,1999,m,,-0.2855979388672272
uiuo.ark:/13960/t1rf6cz4p,"Tottenham, G. L.","Terence McGowan, the Irish tenant",1870,u,mixed,-0.28570946605327696
uc1.b3752039,"Mallet-Joris, Françoise,",The underground game / | $c: Françoise Mallet-Joris ; translated by Herma Briffault.,1974,u,mixed,-0.2857203236357754
uiuo.ark:/13960/t4pk1095s,"Macquoid, Katharine S.",Beside the river,1881,f,high_female,-0.2857473561638896
uiuo.ark:/13960/t96690g4t,"Maughan, Janet.",The co-heiress,1866,f,high_female,-0.28575681003176034
uva.x001180053,"Jacob, Violet,",The sheep-stealers,1903,f,mixed,-0.2857580682505233
nyp.33433074948062,"James, William Powell.",Romantic professions,1894,m,high_male,-0.28577611127414193
uc1.b3469124,"Tendri͡akov, Vladimir Fedorovich,","Three, seven, ace & other stories; | $c: [by] Vladimir Trendryakov [i.e. Tendriakov]; translated from the Russian by David Alger, Olive Stevens [and] Paul Falla, foreword by Max Hayward. -",1973,m,high_male,-0.28581989645907824
uc1.$b119622,"Watkins, Griffith,",The pleasure bird.,1967,m,high_male,-0.2858811917600227
nyp.33433069632952,"Weber, Henry,",Tales of the East,1812,m,,-0.28592135068250935
inu.39000005908830,"Campbell, C. G. (Charles Grimshaw),",Told in the market place; | forty tales.,1954,m,,-0.28604584509201814
uiuo.ark:/13960/t8jd57r2q,"Gaskell, Elizabeth Cleghorn,",Sylvia's lovers,1863,f,,-0.28606449572787784
uc1.b3327619,"Pullen-Burry, B.",Nobly won,1888,u,mixed,-0.28615206299981044
mdp.39015059415599,"James, G. P. R.","Darnley; or, the field of the cloth of gold",1830,m,,-0.2862009778139785
njp.32101067866838,"Chekhov, Anton Pavlovich,",The cook's wedding and other stories,1922,m,,-0.2862323252078986
uc1.32106008724053,"Riley, Joan.",Waiting in the twilight / | $c: Joan Riley.,1987,f,high_female,-0.28632670362785967
mdp.39015063761202,"Black, William,",Madcap Violet,1876,m,,-0.28647039094921095
mdp.39015063536513,"Collins, Mortimer,",[Works,1883,m,,-0.28660445330927964
njp.32101068170297,"Hort,",Penelope Wedgebone,1850,m,mixed,-0.28663493802988277
uc1.$b244545,"Innes, Michael,",The journeying boy / | $c: by Michael Innes.,1949,m,high_male,-0.2866876421223643
uc1.b3339461,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,high_male,-0.28687456575671966
nyp.33433074940069,"Bodkin, M. McDonnell",Patsey the Omadaun,1904,m,high_male,-0.2869214104776671
inu.39000003575102,"Cope, Jack,",The fair house.,1955,m,mixed,-0.28693099088055984
mdp.39015000607914,"Raven, Simon,",Come like shadows. -,1972,m,,-0.28698998007481363
nyp.33433075728547,"Fletcher, J. S.",The making of Matthias,1898,m,high_male,-0.28705705721465624
nyp.33433074873302,"Langbridge, Rosamond.",Imperial Richenda;,1908,u,high_female,-0.2870657149729982
mdp.39015017702112,"Binding, Paul.",Kingfisher weather / | $c: Paul Binding.,1989,m,,-0.2873143166020853
inu.32000007467477,"Christensen, Synnøve,","Norway is my country, | $c: by Synnöve Christensen [pseud.]",1943,u,high_male,-0.28731883530741864
uc1.32106008431972,"Martínez Moreno, Carlos,",El infierno / | $c: Carlos Martínez Moreno ; translated by Ann Wright ; introduction by John King,1988,m,high_male,-0.28736688575740665
nyp.33433068198542,"Burkhardt, Charles B.,",Fairy tales and legends of many nations,1850,m,high_male,-0.28741706058524574
uc1.$b699144,"I︠a︡n, Vasiliǐ G.","Batu-Khan; | a tale of the 13th century, | $c: by V. Yan. With a historical introduction by S. Bakhrushin. Translated from the Russian by Lionel Erskine Britton.",1945,u,high_male,-0.2874264892983083
uiuo.ark:/13960/t3bz6k827,"Grant, Maria M.",The sun-maid,1876,f,,-0.2874387224146688
mdp.39015060621623,"Fane, Julian,",Games of chance : | the history of a family / | $c: Julian Fane.,2005,m,mixed,-0.28758218882703845
mdp.39015054451243,"Williams, Nigel,",Hatchett and Lycett / | $c: Nigel Williams.,2002,m,high_female,-0.28763001899580104
uc1.b4093341,"Forster, E. M. (Edward Morgan),",A passage to India / | $c:  E. M. Forster; introduction by Peter Burra; notes by the author.,1957,m,,-0.2876316515086217
mdp.39015059403843,"Elton, Godfrey Elton, baron,","Against the sun, | $c: by Godfrey Elton.",1928,m,,-0.2876654448352349
uc2.ark:/13960/t9p26rn3h,,Yule logs,1898,m,high_male,-0.2877006849323374
uc1.b3325430,"Edgeworth, Maria,",Harrington,1817,f,mixed,-0.2877249017226327
uc2.ark:/13960/t7rn3286j,"Holl, Henry.",The golden bait,1871,m,,-0.2878001390366546
uc2.ark:/13960/t2v40mp0w,"Lytton, Edward Bulwer Lytton,",The disowned,1829,m,high_male,-0.288257154736047
mdp.39015034300999,"Gébler, Carlo,",The cure / | $c: Carlo Gébler.,1994,m,mixed,-0.28836144768466687
mdp.39015063200888,"Simpson, Helen,",Constitutional / | $c: Helen Simpson.,2005,f,high_female,-0.2884440464257255
pst.000049774849,"Plaidy, Jean,",It began in Vauxhall Gardens / | $c: [by] Jean Plaidy.,1968,f,high_female,-0.2884655793251066
mdp.39015031236204,"Howells, William Dean,",Indian summer,1887,m,high_female,-0.2884674149258511
mdp.39015003231316,"Rowlands, Peter.,",The fugitive mind : | the early development of an autistic child.,1972,m,high_male,-0.2884865646247811
mdp.39015036896390,"Sutherland, Millie.",The Brae House.,1979,f,mixed,-0.28850058685552593
mdp.39015038133636,"Nilin, Pavel,",Comrade Venka / | $c: Pavel Nilin ; translated from the Russian by Joseph Barnes.,1959,u,,-0.2888988437708078
uiuo.ark:/13960/t8hd83z70,"Caine, Hall,",A son of Hagar,1887,m,,-0.289023348535664
mdp.39015063751906,"Banim, John,",The smuggler;,1831,m,mixed,-0.2890708166195958
mdp.39015061328400,"Scott, Lawrence.",Night calypso / | $c: Lawrence Scott.,2004,m,,-0.28913847010815374
uc1.b3123789,"Kavanagh, Julia,",Grace Lee,1855,f,,-0.28914422393974826
umn.319510020548500,"Delafield, E. M.,",Zella sees herself / | $c: by E.M. Delafield.,1930,f,high_female,-0.28926976447704045
mdp.39015034316854,"Dilke, Caroline,",The sly servant / | $c: [by] Caroline Dilke.,1975,f,high_female,-0.28933799363112733
mdp.39015055800117,"Storey, David,",As it happened / | $c: David Storey.,2002,m,,-0.2894533692030107
uc1.$b389151,"Audemars, Pierre.",The veins of compassion.,1967,m,,-0.28949594991109884
uiuo.ark:/13960/t0bv7tf98,,The Curate of Sadbrooke,1865,u,mixed,-0.28950001723941143
uc2.ark:/13960/t6nz8415j,"Bindloss, Harold,",A sower of wheat,1901,m,mixed,-0.2896730493952919
mdp.39015030051570,"James, G. P. R.",The gipsy;,1835,m,,-0.28975263954284936
inu.32000005557949,"Childers, Erskine,",The riddle of the sands;,1913,u,high_male,-0.289755403894349
uiuo.ark:/13960/t46q2mf4z,"Spender, John Kent",A strange temptation,1893,f,high_female,-0.2897949642955831
uiuo.ark:/13960/t7jq1mj0x,"Tabor, Eliza.",Hagar,1870,f,high_female,-0.2898082390118494
mdp.39015011501692,"Banks, Lynne Reid,",Casualties : | a novel / | $c: by Lynne Reid Banks.,1986,f,,-0.28995993498671624
uiuo.ark:/13960/t9862sg0c,"Besant, Walter,",Ready-money Mortiboy,1872,m,,-0.28999090646230413
wu.89006405088,"Orczy, Emmuska Orczy,",The nest of the sparrowhawk,1909,f,,-0.29001801779521047
mdp.39015050310054,"Hunt, Chris.",The Bisley boy / | $c: Chris Hunt.,1995,m,mixed,-0.2901380163071677
mdp.39015023158812,"Diver, Maud,","The judgment of the sword; | the tale of the Kabul tragedy, and of the part played therein by Major Eldred Pottinger, the hero of Herat, | $c: by Maud Diver.",1924,f,high_male,-0.29023206495198156
njp.32101009810746,"Smollett, T.",[Smollett's novels],1894,m,high_male,-0.2902785905530512
uc1.b4562676,,The Tristan legend : | texts from Northern and Eastern Europe in modern English translation / | $c: edited by Joyce Hill.,1977,u,,-0.2904153986470972
mdp.39015026759988,"Howarth, David Armine,",We die alone.,1955,m,high_male,-0.29045562078361986
mdp.39015005786630,"Beresford, George Charles.","Schooldays with Kipling, | $c: by G. C. Beresford (M'Turk) illustrated by the author; with a preface by General Dunsterville (Stalky)",1936,m,high_male,-0.29076793388714783
mdp.39015025272611,"Prichard, Thomas Jeffery Llewelyn.","The comical adventures of Twm Shon Catty (Thomas Jones, Esq.), commonly known as the Welsh Robin Hood.",1991,m,high_male,-0.2908515035713368
inu.32000002538645,"Thompson, Edward John,",In Araby Orion / | $c: by Edward Thompson.,1930,m,high_male,-0.29097885203083024
mdp.39015049732491,"Arkell, Reginald,",Old Herbaceous: | a story.,1950,m,,-0.2910235848480197
inu.30000054047505,,"Stories from Africa : | voices and themes of African cultures / | $c: selected and edited by Madhu Bhinda ; general editor, Michael Marland ; series consultant, Geoff Barton.",1996,u,,-0.2910417537489287
uc1.$b103171,"Mitchison, Naomi,",Five men and a swan; | [Scottish tales & verse],1957,f,high_male,-0.291058599971579
njp.32101068178910,"Harding, Anne Raikes,","The refugees, an Irish tale",1822,f,,-0.29121828693124185
uc1.b3324549,"Lever, Charles James,",One of them,1861,m,high_male,-0.29135495491574315
uiuo.ark:/13960/t4zg79m1b,"Henty, G. A.",Dorothy's double,1894,m,,-0.29172272012445205
mdp.39015010464710,"Waugh, Auberon.","A bed of flowers; | or, As you like it.",1972,u,,-0.29179316892142054
uiuo.ark:/13960/t5x645b8j,"Whyte-Melville, G. J.",Cerise,1866,m,,-0.29180388320571665
mdp.39015069313552,"Pears, Tim,",Blenheim Orchard / | $c: Tim Pears,2007,m,,-0.29189697548253923
uc2.ark:/13960/t5db7xv1v,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,,-0.2919172841384176
inu.32000004529188,"Praed, Campbell,","Moloch, a story of sacrifice",1883,f,mixed,-0.29207163589310825
njp.32101066459692,"Gore,",Hungarian tales,1829,f,,-0.29213775338788206
uc1.b3324572,"Le Fanu, Joseph Sheridan,",Willing to die,1873,m,mixed,-0.2922038319070931
inu.30000085316812,"Ebebe, Chike.",Wisdom of our ancestors / | $c: Chike Ebebe.,2001,u,,-0.29226078843659975
uc2.ark:/13960/t9p26sg64,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_male,-0.29230974227829265
nc01.ark:/13960/t1hh7b15j,"Stables, Gordon,",For life and liberty,1896,m,high_male,-0.2923545363296706
uiuo.ark:/13960/t3vt2953t,"Stone,","William Langshawe, the Cotton Lord",1842,f,,-0.29238290862651306
uc1.b3321864,"Disraeli, Benjamin,",The young duke,1831,m,,-0.2926301733423315
njp.32101068601986,"Reynolds, George W. M.",The mysteries of the court of London,1850,m,,-0.2926829718394787
uiuo.ark:/13960/t12n5qk3w,"Christian, Sydney.","Sarah, a survival",1894,u,,-0.2927163749792673
njp.32101068599958,"Roberts, S. C.",Doctor Johnson in Cambridge,1922,u,high_male,-0.29301137198840965
mdp.39015073871413,"Hannah, Sophie,",The point of rescue / | $c: Sophie Hannah.,2008,f,,-0.29301316392816423
uiuo.ark:/13960/t16m3mt2f,"Gilliat, Edward,",Asylum Christi,1877,m,,-0.2931300944412457
uiuo.ark:/13960/t0sq9m438,"Hook, Theodore Edward,",The man of sorrow;,1808,m,mixed,-0.2931494380748132
mdp.39015014137973,"Leiber, Fritz,","Gather, darkness! / | $c: Fritz Leiber.",1968,m,high_male,-0.29315472560783945
